N,lnPi(N),U(N)
0,-462.47406041042495,0.0
1,-455.6511527170296,-13.942521075317927
2,-449.5206765765987,-27.942227983585326
3,-443.7827459668373,-41.9781559430121
4,-438.33893766808615,-56.011554086522665
5,-433.11969442317604,-70.08099414814933
6,-428.0627215956968,-84.24968464582344
7,-423.17099657316464,-98.44863022671052
8,-418.4053803290254,-112.6456725205644
9,-413.7576112130776,-126.81611189825344
10,-409.21305772521964,-141.10211562336917
11,-404.7778541526335,-155.33027198188938
12,-400.4097788022813,-169.66340877288894
13,-396.1259806652329,-184.00812411002698
14,-391.91386277754407,-198.3659252386351
15,-387.76587100952423,-212.80348762198264
16,-383.6879542498243,-227.30711769809568
17,-379.6665176500292,-241.73596637169976
18,-375.7033576304478,-256.3790914815836
19,-371.7763179795418,-270.9356360061938
20,-367.90870971115055,-285.4837244589871
21,-364.086128893178,-300.24272783572087
22,-360.30486061314446,-314.9088387946904
23,-356.57423170822,-329.51298393402976
24,-352.88174655681615,-344.32429389841855
25,-349.22906159334946,-359.15926324955944
26,-345.6076947410035,-374.00362024395145
27,-342.0284396354697,-388.88010160804697
28,-338.49627346128744,-403.8329834483666
29,-334.99673733044983,-418.8317330599966
30,-331.5239687521174,-433.79431632714113
31,-328.07126663427573,-448.93110855523264
32,-324.65545139198684,-463.90541625268816
33,-321.2705046903833,-479.07260220189346
34,-317.92085589171603,-494.31669219782634
35,-314.5970810021297,-509.3124904382057
36,-311.3032676991263,-524.3224230143169
37,-308.0347504958446,-539.6491541665237
38,-304.7822468179153,-554.9590283321013
39,-301.5708029238408,-570.3710619945123
40,-298.3736511649376,-585.8230558499563
41,-295.2026105470043,-601.2589107268286
42,-292.0448685730261,-616.8730852053122
43,-288.91368417852306,-632.293020785648
44,-285.81021505760134,-647.9509465626179
45,-282.7297643331732,-663.420506836148
46,-279.6717824788989,-678.9425441478597
47,-276.634370326198,-694.6310299617544
48,-273.61747236889187,-710.2807266673626
49,-270.6147778556385,-726.0695495893742
50,-267.64491771570545,-741.8453872447935
51,-264.69284900841734,-757.5899882663216
52,-261.75490863362836,-773.432307993513
53,-258.84007698931396,-789.4205609932178
54,-255.93902344762526,-805.3662328461214
55,-253.0547703742833,-821.240331754816
56,-250.19305133297277,-837.2983260739711
57,-247.34350263835603,-853.2742095631183
58,-244.52232559541275,-869.290682170511
59,-241.71872958026862,-885.4766764976957
60,-238.92375007342798,-901.6940476846139
61,-236.1493002479631,-917.9693842328852
62,-233.3957288847458,-934.1842030643165
63,-230.6583099599521,-950.5478905688578
64,-227.94052970789966,-966.83774005124
65,-225.23269482420437,-983.4621694237503
66,-222.54075270897428,-1000.1589219571033
67,-219.86665389155343,-1016.61644231635
68,-217.21333065288405,-1032.8078995043252
69,-214.57161439378189,-1049.2866568377503
70,-211.94782912959838,-1065.7961918047222
71,-209.33471187990799,-1082.465963636445
72,-206.74165009303056,-1099.1128413770275
73,-204.16293772891981,-1116.0188469500936
74,-201.59820679761577,-1132.5131107475318
75,-199.0498309013716,-1149.4432114566662
76,-196.5187407819866,-1166.2838118391228
77,-193.9949196268135,-1182.995949478296
78,-191.49088629163276,-1199.769437098883
79,-188.9963782179148,-1216.8721970882325
80,-186.52939881090344,-1233.730225116553
81,-184.0628680581894,-1250.8907099899297
82,-181.6183123647155,-1267.774405449789
83,-179.19085372833558,-1284.9507847288041
84,-176.7683195653429,-1302.4019106934575
85,-174.37227236517117,-1319.537738185747
86,-171.98882006788864,-1336.834226544779
87,-169.61300520897436,-1354.1896439386037
88,-167.25318990729488,-1371.7251451088596
89,-164.90831035367006,-1389.3751869256666
90,-162.56825219115723,-1406.4777844641721
91,-160.25166024318872,-1424.0120247153318
92,-157.93952778541154,-1441.8068047945853
93,-155.65055014837532,-1459.4566521482047
94,-153.37958749005338,-1477.0903127283018
95,-151.12467255347377,-1494.7629945686786
96,-148.87730467755404,-1512.5369919288496
97,-146.6452733867414,-1530.5211082971946
98,-144.42430000727398,-1548.3191912111724
99,-142.21948443446774,-1566.3543728582154
100,-140.02499621283607,-1584.3702172091726
101,-137.84454912927276,-1602.4078384192544
102,-135.68252176706972,-1620.359327613769
103,-133.53345162410233,-1638.3479402620942
104,-131.39517329247576,-1656.521674592448
105,-129.27494519778668,-1674.875951871698
106,-127.16739218761421,-1693.2656196724347
107,-125.06895671334075,-1711.6143073300045
108,-122.98647265096281,-1729.9602890859096
109,-120.91870440303751,-1748.3548817112169
110,-118.86620339070481,-1766.88932159853
111,-116.8267770297823,-1785.3604853172365
112,-114.80154393299597,-1803.8958619744226
113,-112.78969587980731,-1822.584475833457
114,-110.79234563518776,-1841.1321336862384
115,-108.8087502161452,-1859.8136343287188
116,-106.83842879796026,-1878.6179756580532
117,-104.88370612935853,-1897.4942486416112
118,-102.94363768075243,-1916.5819375951032
119,-101.01512540069012,-1935.6877798485948
120,-99.10312797700487,-1954.6139785764826
121,-97.20747800563265,-1973.64844426723
122,-95.3258015674088,-1992.6696399212524
123,-93.45362766630802,-2011.836501652324
124,-91.60056513815061,-2031.0374120513952
125,-89.76329036399261,-2050.442587502701
126,-87.94024130156174,-2069.788399890953
127,-86.13580516881001,-2089.1949338037593
128,-84.34670009365828,-2108.6063652634984
129,-82.57182534254025,-2128.17404829766
130,-80.80978894709966,-2147.7995997830876
131,-79.06302378729464,-2167.543103078555
132,-77.32870473375306,-2187.6278445627104
133,-75.61276903249615,-2207.451915554637
134,-73.91151237055561,-2227.2375622249965
135,-72.22593241321613,-2247.2271346304697
136,-70.55589885422035,-2267.217599369098
137,-68.90441327562377,-2286.8708743171155
138,-67.2663374951785,-2306.6153100589145
139,-65.64709158457532,-2326.8581791907272
140,-64.03893114086424,-2347.0815131873314
141,-62.44684005434636,-2367.445108871638
142,-60.87321072462988,-2387.838549256201
143,-59.315569895615745,-2408.32931084757
144,-57.77421547776209,-2428.78969437701
145,-56.2495302177307,-2449.337406300816
146,-54.746122912245035,-2469.869348220949
147,-53.25975248224234,-2490.5895715897204
148,-51.79130932796142,-2511.164593046182
149,-50.3395723507552,-2532.26041626159
150,-48.903149568493184,-2553.5377501352414
151,-47.483117343448335,-2574.5649715976033
152,-46.08282056657357,-2595.6313345823146
153,-44.70019269432277,-2616.750999632146
154,-43.32673416358552,-2638.1059459298995
155,-41.979893017073216,-2658.788553780636
156,-40.653371688306954,-2679.6501994013815
157,-39.34027418858302,-2700.7188041418704
158,-38.05893709333555,-2722.123927943183
159,-36.79629485851428,-2743.5618259962503
160,-35.55087206553032,-2764.8459827728802
161,-34.32061632232229,-2786.994004769076
162,-33.10419351252751,-2809.1704377443093
163,-31.909620845590613,-2830.9525588538163
164,-30.735615738486846,-2852.7173789915905
165,-29.58125379470312,-2874.7628969095676
166,-28.4504635856859,-2896.487277833403
167,-27.334901246586075,-2918.4584875224828
168,-26.238494612790138,-2940.6333732293133
169,-25.16416917757869,-2963.000776115674
170,-24.111969943969033,-2985.301514449515
171,-23.076247239984472,-3007.7786336138524
172,-22.069190016797283,-3030.4081626576008
173,-21.079565179565638,-3052.834255211288
174,-20.116737171796277,-3075.2057671223447
175,-19.17180649482589,-3097.5996287571397
176,-18.25457008760191,-3120.043837835161
177,-17.360708564811834,-3143.3842634594184
178,-16.489944922716123,-3166.8610533004976
179,-15.6400867425474,-3189.626913638145
180,-14.817194010656127,-3212.436587661119
181,-14.021620073901776,-3235.445286316004
182,-13.241799451122862,-3258.4764924697374
183,-12.494445337390292,-3280.8410433238605
184,-11.767577203684144,-3303.263775358726
185,-11.068704163709473,-3327.155306953282
186,-10.394137909499026,-3350.550321870811
187,-9.751208873132615,-3373.900921334978
188,-9.127207183597879,-3397.9427068939985
189,-8.529323181842305,-3422.1961188370333
190,-7.958675759685211,-3446.06740782578
191,-7.415452879389481,-3469.438338346168
192,-6.893440681989493,-3493.3163837035972
193,-6.401250298025848,-3516.1368035027335
194,-5.93231970072515,-3538.6502279306733
195,-5.498755547296985,-3562.857132926474
196,-5.096201518413072,-3586.6456804425907
197,-4.720277956190221,-3610.5548668097545
198,-4.376355004642112,-3633.7274316180847
199,-4.07238612376563,-3657.205191872017
200,-3.8001468046395006,-3681.3875206592857
201,-3.5471962998461253,-3706.018034053064
202,-3.3159044533064206,-3730.244296766614
203,-3.1249841027636807,-3755.6615097133763
204,-2.9534740490895546,-3780.8860571036857
205,-2.8140644064079696,-3805.3084990704738
206,-2.721245772630202,-3830.196886615966
207,-2.6474381634842574,-3855.0292243530785
208,-2.6143564375429422,-3880.5501965032963
209,-2.614416683409961,-3905.5122278803974
210,-2.6457451966933307,-3929.559659769351
211,-2.714468314125786,-3953.8814140395116
212,-2.816464959379691,-3978.5794873363557
213,-2.9587740861594556,-4002.8750333307617
214,-3.1307105654974565,-4027.6696252211404
215,-3.3391328436846424,-4052.9659082682338
216,-3.597735411887247,-4077.653240572872
217,-3.8837516484176193,-4103.0356783549505
218,-4.217815450647895,-4128.632199859923
219,-4.58567849778314,-4154.029784926548
220,-5.009587030255834,-4178.894609514857
221,-5.449038856503084,-4203.935456704639
222,-5.942118205990316,-4230.179169179013
223,-6.458719301598085,-4255.571892990003
224,-7.020532768161563,-4280.263835217986
225,-7.6225046711254025,-4305.535345916534
226,-8.257980572482158,-4331.232088611207
227,-8.939341970619356,-4356.880903825178
228,-9.693595904555256,-4382.498242555397
229,-10.490774776951358,-4406.593167445331
230,-11.323579405105423,-4431.946986085903
231,-12.198951016354787,-4458.786857845007
232,-13.123441793694045,-4484.44755885272
233,-14.105362365442549,-4509.559972156763
234,-15.13815096572711,-4532.5970522970165
235,-16.21783712951856,-4558.4482216462275
236,-17.336130719291535,-4585.151682670941
237,-18.510533753308895,-4611.880263662162
238,-19.726160411071763,-4638.997715516023
239,-21.000825064555844,-4663.593057296464
240,-22.334264395201846,-4688.630384379976
241,-23.71572738920975,-4714.0338944045
242,-25.157193477359332,-4739.443631110691
243,-26.66897409408728,-4764.695380362711
244,-28.232169383816146,-4790.092986067473
245,-29.85270578927015,-4815.700976542321
246,-31.52114047591056,-4839.6114148629495
247,-33.24570374940976,-4866.819164254717
248,-35.03151825904889,-4896.242263295935
249,-36.847923112209976,-4920.395364542892
250,-38.721736564129635,-4944.683836861121
251,-40.67500027575375,-4970.484857757052
252,-42.68009504776365,-4997.805863113106
253,-44.76337332958315,-5022.600379895164
254,-46.90108095130473,-5046.753493212687
255,-49.10856863695654,-5070.067733796379
256,-51.38376828591624,-5095.498264152193
257,-53.752789649908046,-5122.089708386353
258,-56.202592079030474,-5145.845555596192
259,-58.68564247755331,-5172.040102959276
260,-61.21245787262024,-5196.248305192872
261,-63.81929309819834,-5221.530969497078
262,-66.52023717966301,-5247.432357962018
263,-69.28674348600447,-5272.52104413732
264,-72.14733404648825,-5298.430530860605
265,-75.05868423868662,-5323.461786299682
266,-78.08796366901697,-5344.757463829854
267,-81.19164989835662,-5370.121019936392
268,-84.38157994211855,-5392.612795715322
269,-87.60916233110049,-5418.747519688521
270,-90.90632208440354,-5444.408312366744
271,-94.25048146260684,-5468.074964264932
272,-97.71434421564055,-5492.373545482718
273,-101.23132285462498,-5519.214921929401
274,-104.87141489541824,-5545.76710411792
275,-108.57715346129896,-5568.361309255633
276,-112.33447160590839,-5590.602335016461
277,-116.09938942043425,-5615.225118613293
278,-119.99500123387958,-5637.947148708532
279,-124.04040092966261,-5653.770703736656
280,-128.06029062283426,-5677.416557800359
281,-132.18255944081653,-5702.673148789741
282,-136.470934967012,-5725.688873305247
283,-140.7504456683136,-5750.420911790025
284,-145.15012541233165,-5775.027965333298
285,-149.61178257781864,-5800.096803558772
286,-154.1806655071399,-5823.120474679272
287,-158.82611028502424,-5848.092948762125
288,-163.56836802718408,-5873.374325391334
289,-168.44991051082133,-5889.662843551159
290,-173.3611991234954,-5916.598636887946
291,-178.3481919999408,-5939.996013449454
292,-183.4063626863828,-5970.136216701423
293,-188.63079689566877,-5991.448582996505
294,-193.83195623097947,-6008.588243122613
295,-199.1687928323019,-6029.423216840049
296,-204.5094154553576,-6062.8828922883185
297,-209.99163605667655,-6086.231747995691
298,-215.52462743848207,-6101.271404360341
299,-221.133821421559,-6132.133740011232
