N,lnPi(N),U(N)
0,-273.8303961028637,0.0
1,-267.7735562175833,-13.161384357030329
2,-262.40841802401155,-26.378471483862086
3,-257.4577058089172,-39.60915567733173
4,-252.79260661786097,-52.85940165859938
5,-248.3403653889203,-66.19801335316151
6,-244.0878333540471,-79.54393427560717
7,-239.9793094917753,-92.94303460827359
8,-236.0075680919205,-106.37232911739557
9,-232.15817050129715,-119.801338010795
10,-228.4190237369244,-133.24920888853376
11,-224.7611306457458,-146.7563130935523
12,-221.19620122809977,-160.30068939006014
13,-217.71519139280016,-173.91368137091195
14,-214.3054101393175,-187.61536596097721
15,-210.9639814544243,-201.28937923180638
16,-207.68886599876026,-215.0083580675273
17,-204.47325148902397,-228.86881427759363
18,-201.31803558578784,-242.77037747018767
19,-198.22013362672814,-256.47734181616397
20,-195.1695001868383,-270.3501883044082
21,-192.1596298319681,-284.37048862851225
22,-189.2045043332281,-298.34832476502925
23,-186.29912143427845,-312.2880399435235
24,-183.433148850812,-326.31087963442405
25,-180.60836796217777,-340.3994867164729
26,-177.8180008218443,-354.533848785577
27,-175.07254231103474,-368.6521135254079
28,-172.36442130905138,-382.9403969164705
29,-169.68722677621466,-397.11457659741427
30,-167.05053608453014,-411.5031818025891
31,-164.44800185213012,-425.84435516606027
32,-161.88042344430065,-440.2150215943693
33,-159.3417417263437,-454.62562408661324
34,-156.83106045682516,-469.0939951589826
35,-154.3551047175021,-483.5949099822974
36,-151.90870470210066,-498.203436988224
37,-149.48785122124875,-512.6860085902299
38,-147.095380717065,-527.229826135961
39,-144.730879729942,-541.7453606425915
40,-142.4008361062795,-556.5749378652326
41,-140.09145427724397,-571.3978634827508
42,-137.80891444288707,-586.0955923451984
43,-135.55298262750497,-600.8099623790913
44,-133.31907900656506,-615.6085801097943
45,-131.11003421253506,-630.5402545627076
46,-128.9283512931177,-645.4891598618415
47,-126.7690951533971,-660.4206336109128
48,-124.6324412163926,-675.3628772872689
49,-122.52381504662227,-690.4898600208908
50,-120.4347939659462,-705.5136722926763
51,-118.36609554384731,-720.6014061231617
52,-116.3192473098801,-735.8543594978255
53,-114.29626441175398,-751.0993373369347
54,-112.30123667853107,-766.4113076497742
55,-110.31782811862286,-781.7657088531705
56,-108.36142576128023,-797.1658869949097
57,-106.41996524795303,-812.6751415989638
58,-104.4984227870815,-828.0909693785725
59,-102.60266708722338,-843.5719703514624
60,-100.72379375228061,-859.1507543078405
61,-98.86480771031879,-874.7444792645474
62,-97.03012316118799,-890.5570935583746
63,-95.20204327557693,-906.2088960560868
64,-93.39521001160998,-921.902616598185
65,-91.61046532616143,-937.4476970565156
66,-89.84210767689257,-953.255914519912
67,-88.09943119461184,-969.1048985148227
68,-86.37241808759052,-985.1868322851515
69,-84.66495371342114,-1001.1876868494655
70,-82.97733072994367,-1017.0535106986572
71,-81.31291555249152,-1033.0537625165598
72,-79.65760236568158,-1049.2608562541354
73,-78.02076307717823,-1065.3797454465239
74,-76.39907997055437,-1081.5856536778228
75,-74.80045160710421,-1097.9102740418748
76,-73.21298765324167,-1114.2551738120746
77,-71.64846817516943,-1130.5629373764896
78,-70.09848527366469,-1146.9493865546829
79,-68.57212313558688,-1163.2182756451366
80,-67.06234698941103,-1179.5298375187413
81,-65.56674768998494,-1196.0788473916036
82,-64.08347281678107,-1212.6961932364284
83,-62.61824749848469,-1229.5501570548877
84,-61.16889020123489,-1246.2306875771537
85,-59.738041720430715,-1262.953841220893
86,-58.32657696995497,-1279.6206469743338
87,-56.933573225575515,-1296.2971149608857
88,-55.559148978417454,-1312.985593882404
89,-54.19491995363788,-1330.0185114694978
90,-52.854750103766065,-1347.1678217811423
91,-51.522882357996195,-1364.2139352999948
92,-50.206738867409825,-1381.31664618574
93,-48.91390546661947,-1398.4412357080146
94,-47.63829849364822,-1415.3887454714713
95,-46.37435806185164,-1432.6144673492236
96,-45.13354318695812,-1449.86112896564
97,-43.90679122513481,-1467.496412886132
98,-42.69595430666246,-1485.2243820446529
99,-41.50381321326262,-1502.6704828502916
100,-40.32327778115834,-1520.1170331192698
101,-39.163230749584244,-1537.6597630222604
102,-38.021042978781196,-1555.3294565971155
103,-36.8950946502205,-1573.0901554873271
104,-35.783600414977826,-1590.8811411962233
105,-34.68807424400009,-1608.6219633357978
106,-33.61018767457446,-1626.2675119608975
107,-32.550302684046926,-1644.1254201937554
108,-31.506786870405477,-1661.9792657089274
109,-30.482552104677325,-1679.9021005568356
110,-29.47258950075812,-1697.955137451565
111,-28.482869020090618,-1715.9680543825307
112,-27.513913486385263,-1733.9491083369503
113,-26.561350942887884,-1752.04566830572
114,-25.61976058534148,-1770.3433382522853
115,-24.69904193166272,-1788.6485705610394
116,-23.79757189171943,-1807.0725485338553
117,-22.913271333337747,-1825.5299111461864
118,-22.045961640229393,-1843.9873287294467
119,-21.196201710832185,-1862.4118942404166
120,-20.362343323096752,-1881.0566965316539
121,-19.549854830054755,-1899.7238059643933
122,-18.753398740646674,-1918.4722305250616
123,-17.973680001647722,-1937.228556834525
124,-17.211652788555938,-1956.0309210530904
125,-16.468517382358726,-1974.7169737110162
126,-15.744107415063555,-1993.4573343206284
127,-15.03987864448297,-2012.4897241455765
128,-14.353959617167535,-2031.6052414791993
129,-13.68386660862197,-2050.7738978889975
130,-13.030941255355716,-2069.952938085524
131,-12.399057121804079,-2089.316882372863
132,-11.78673376513561,-2108.853595491135
133,-11.198079463938514,-2128.430775811961
134,-10.623146083158447,-2147.937618779564
135,-10.063478800846243,-2167.4308349564453
136,-9.528679705130829,-2187.112805674871
137,-9.012765766859419,-2206.763744505217
138,-8.514959204433156,-2226.4747239367425
139,-8.038583970348926,-2246.279072782738
140,-7.579166410946501,-2266.028624797371
141,-7.139634197247206,-2285.8283783306542
142,-6.721821973869824,-2305.6584999603656
143,-6.326707391078886,-2325.2467679469264
144,-5.948057891055983,-2345.0341234743755
145,-5.593420216279897,-2365.170678469549
146,-5.25641962663761,-2385.338481372717
147,-4.943762733910178,-2405.5889151361916
148,-4.649677088934455,-2426.1111693439743
149,-4.3787488796325835,-2447.2366696606477
150,-4.120756892234086,-2468.193285668727
151,-3.8862723596114126,-2488.6469710151796
152,-3.6735036390032594,-2509.165228567872
153,-3.486184156608177,-2529.8551070445974
154,-3.3208099034094705,-2550.488414539097
155,-3.179228854791889,-2570.4394984141472
156,-3.0608174560925097,-2590.4415473077242
157,-2.965831084010661,-2611.470665061861
158,-2.8893535356910167,-2632.217280554629
159,-2.838472818919259,-2653.2558853872324
160,-2.810120316740127,-2674.464018012339
161,-2.8038729030527367,-2696.2521719823126
162,-2.8212026221026196,-2718.0111252330244
163,-2.858175282302371,-2739.2707378769264
164,-2.9254338411614373,-2760.5156407681498
165,-3.008499421104178,-2781.8694245868173
166,-3.121666780072731,-2803.100950671862
167,-3.2542941692605343,-2824.627928741844
168,-3.410801224071834,-2846.1191197582957
169,-3.593615187564099,-2867.1415197862298
170,-3.79938081106795,-2888.8267295037003
171,-4.035593189431241,-2910.2802796770775
172,-4.295063018623837,-2932.862099049722
173,-4.582148151463601,-2955.617120737843
174,-4.896320550578851,-2977.3541425101066
175,-5.235122506890919,-2999.2096165369367
176,-5.595643277035295,-3021.3790179145435
177,-5.994633307440127,-3042.659318817983
178,-6.412327248336711,-3063.6071544130536
179,-6.8485511127977095,-3085.5733332606396
180,-7.322584905624156,-3107.7478772764807
181,-7.827015286943295,-3130.00021193477
182,-8.360698289364196,-3152.082282440024
183,-8.921232201423296,-3175.8813147382825
184,-9.50144244854019,-3199.3466029445335
185,-10.110983662711847,-3221.6744586956265
186,-10.752768835590617,-3244.1175174645177
187,-11.42286896104119,-3267.0110678543424
188,-12.123590830427277,-3290.162705992341
189,-12.851195064123404,-3313.5883017523884
190,-13.602226532634264,-3336.1902524628968
191,-14.384966151907323,-3359.687671824606
192,-15.202574344256648,-3382.730799816469
193,-16.046332684552652,-3403.99979769325
194,-16.937883417680354,-3425.425527965679
195,-17.856348803473765,-3448.6185815545105
196,-18.814003490257704,-3472.0156730916133
197,-19.791788093163547,-3495.132707791665
198,-20.801204065985985,-3518.5232328487837
199,-21.842110605551824,-3542.1615447906006
200,-22.907967552861976,-3565.8628620636155
201,-24.01795179339925,-3589.687950616848
202,-25.15576732912291,-3613.461127051807
203,-26.326404887778892,-3637.1201042815956
204,-27.535506680254286,-3660.248732090142
205,-28.784011862769376,-3682.8664953800617
206,-30.071013115928793,-3706.1393041988777
207,-31.38226795102085,-3730.10808598296
208,-32.73572531534458,-3753.929643790005
209,-34.123418320126376,-3779.1627418274657
210,-35.53901591160067,-3802.745733131662
211,-36.99168492721458,-3826.5244768520497
212,-38.48215581343388,-3850.857226453314
213,-40.01963021267815,-3875.305261248439
214,-41.58932056927483,-3899.2448062164767
215,-43.1927681498606,-3922.73793482405
216,-44.84486872773948,-3945.9682066773166
217,-46.53195961932113,-3970.212147723134
218,-48.26600352284677,-3993.849107619688
219,-50.0479408505019,-4018.1484948131183
220,-51.87431499788485,-4041.93101293753
221,-53.73910341395518,-4066.0983668640038
222,-55.66009341995826,-4089.8534922923063
223,-57.61741376628589,-4112.754117199445
224,-59.61058866909167,-4136.339777973844
225,-61.654333627091574,-4160.580647844297
226,-63.718434889230736,-4185.2680033566285
227,-65.83695119943184,-4209.551830480916
228,-67.99954423770754,-4234.021653269949
229,-70.20499348226863,-4259.5303175261
230,-72.44995036651488,-4283.87337557086
231,-74.75754233160296,-4306.950651502171
232,-77.10889310576263,-4331.638807889278
233,-79.51573273958903,-4355.739698278296
234,-81.96390960348714,-4379.991916294297
235,-84.46430705728571,-4404.055303916008
236,-87.02220299440589,-4427.556374686334
237,-89.62745085542818,-4451.087180495793
238,-92.27400649860095,-4474.061902234607
239,-94.96419125444405,-4499.424914421092
240,-97.71269895426559,-4523.925369502314
241,-100.52309129073942,-4548.52094924546
242,-103.3998289676941,-4572.770805517619
243,-106.31356290140806,-4598.969950458864
244,-109.28076688816196,-4623.69523318846
245,-112.28575484678268,-4648.966701302335
246,-115.36999640029299,-4673.4800128620045
247,-118.50220336558655,-4693.46504836472
248,-121.71707371209618,-4715.058026952684
249,-124.9726890917037,-4740.460844851179
250,-128.27282384698876,-4764.778216908038
251,-131.6313716584933,-4789.3532685745595
252,-135.0691860923347,-4812.753513819713
253,-138.55729279003185,-4838.562010330788
254,-142.10916830845986,-4862.33266026443
255,-145.73167938399519,-4887.62945824099
256,-149.42506934366875,-4907.918306014406
257,-153.1499583781202,-4932.007666375277
258,-156.93320124494767,-4957.962234126935
259,-160.77993371350036,-4980.910862832876
260,-164.75213845907373,-5002.502063338936
261,-168.80239290605826,-5026.089370534835
262,-172.88894511926978,-5048.395818116136
263,-177.10905160583624,-5072.708336714881
264,-181.33911376456982,-5094.365368316765
265,-185.65399005323732,-5118.807114789059
266,-189.97010450869314,-5146.602092415436
267,-194.39160460670186,-5168.880226082751
268,-198.88451734347282,-5193.227876377212
269,-203.44818076042955,-5215.412671609047
270,-208.11276254919085,-5234.539264542989
271,-212.77469776596476,-5257.759268990223
272,-217.54899553907828,-5282.504502396063
273,-222.42135111348287,-5304.956336759751
274,-227.33898855602527,-5323.338397650659
275,-232.32362390479094,-5348.3400444862855
276,-237.41115280794244,-5366.759290105059
277,-242.5650861682382,-5393.5540241398485
278,-247.7849476927595,-5412.525480922064
279,-253.12618749740582,-5431.438463063649
280,-258.4567424092761,-5457.526869596528
281,-263.9673539749228,-5477.364807484875
282,-269.5038181906536,-5496.659878909857
283,-275.1326006258519,-5517.936120156221
284,-280.7281998619685,-5541.210384206621
285,-286.51618455537516,-5564.7461549184445
286,-292.2956690753679,-5590.93090151441
287,-298.1237454206004,-5611.740024481856
288,-304.03546961459426,-5631.395137492655
289,-309.99447171776177,-5656.3335324262225
290,-316.0416494183158,-5678.093533446481
291,-322.29654244736633,-5702.744274779907
292,-328.6355260240964,-5722.372043746567
293,-335.03918581607536,-5746.400929646828
294,-341.47642441487403,-5769.318987797211
295,-348.0995647302949,-5784.259853940341
296,-354.698665990865,-5797.6043935561975
297,-361.4561080196237,-5817.947074096606
298,-368.1851713750071,-5839.378913653942
299,-375.1221872799029,-5855.532638927143
