N,lnPi(N),U(N)
0,-1894.873166373153,0.0
1,-1883.3702662183462,-15.273176719844075
2,-1872.8057818706684,-30.53816702097955
3,-1862.5453595182823,-45.79204253410245
4,-1852.4930716072345,-61.02749984861525
5,-1842.6429186703585,-76.26688582630523
6,-1833.1379326152492,-91.49498278436448
7,-1823.72874800842,-106.72287977534515
8,-1814.5033366492014,-121.934611038184
9,-1805.373902654431,-137.13718778786586
10,-1796.3453641376825,-152.32447018902337
11,-1787.4084170745218,-167.54194292135296
12,-1778.5297076009783,-182.74124473258334
13,-1769.8199664477156,-197.97324073176415
14,-1761.136537134762,-213.11541743563964
15,-1752.581609509528,-228.26377699372824
16,-1744.1083336296065,-243.3761864719249
17,-1735.720505837144,-258.5406662415317
18,-1727.4111732984009,-273.6634935725966
19,-1719.1592905921764,-288.8200221542785
20,-1710.980786967653,-303.88286195697066
21,-1702.8135868213933,-318.96879660406216
22,-1694.76601262857,-334.0196741709926
23,-1686.7272948835541,-349.166306583413
24,-1678.7178949720576,-364.2248570683711
25,-1670.8015321192252,-379.3130264426631
26,-1662.9216620853483,-394.3313296537026
27,-1655.0845540600121,-409.34486391513485
28,-1647.292666388642,-424.43172742558124
29,-1639.5762254515664,-439.478956649299
30,-1631.8315459955127,-454.50382824076814
31,-1624.1833394922799,-469.3685965772462
32,-1616.5863203250292,-484.3794620938808
33,-1609.0222636960916,-499.47308484412923
34,-1601.5086419969803,-514.4356554934668
35,-1594.0725928733427,-529.3166918670439
36,-1586.6584807702766,-544.2244421820033
37,-1579.2765237401288,-559.058549826149
38,-1571.974466399709,-573.8744736691791
39,-1564.6109699862407,-588.7645401865334
40,-1557.3373971213784,-603.6322532371148
41,-1550.057358863927,-618.5501217500985
42,-1542.8751486596273,-633.4715846086269
43,-1535.714222856706,-648.164738503125
44,-1528.5756603016698,-662.9618147616185
45,-1521.5033168029206,-677.6746694268196
46,-1514.4678371783862,-692.5928922787494
47,-1507.4602830224305,-707.3307661208344
48,-1500.4618607610084,-722.1515268642402
49,-1493.5076647422122,-736.9768145208918
50,-1486.5594834570854,-751.5695875677383
51,-1479.6690911586493,-766.2015394490705
52,-1472.8036677261368,-780.8954877841609
53,-1465.9754653883958,-795.4102326757722
54,-1459.1968123085826,-809.9528973200181
55,-1452.4425082796936,-824.7114841061476
56,-1445.7224646979112,-839.3783033907009
57,-1439.0219506038181,-854.0492330742038
58,-1432.3432737701223,-868.7153020917215
59,-1425.6985644661809,-883.1954622079821
60,-1419.1168477086424,-897.7140586312086
61,-1412.5524353997173,-912.3424594669033
62,-1405.9931290017362,-927.0359228105995
63,-1399.4825715590093,-941.5601578426028
64,-1392.9845869291873,-955.9116437045874
65,-1386.511242309815,-970.2702332415922
66,-1380.056139958789,-984.9077341368272
67,-1373.6440629257315,-999.5118927122105
68,-1367.2282538813713,-1013.9737435893117
69,-1360.8706394878568,-1028.5124158058609
70,-1354.5250284231158,-1042.9212713805161
71,-1348.2129268071078,-1057.152887303672
72,-1341.9171689637753,-1071.6207416283044
73,-1335.6834890732819,-1085.863960124577
74,-1329.4681402829717,-1100.162004258311
75,-1323.3040857486146,-1114.4824079581801
76,-1317.126702978737,-1128.6705392598972
77,-1310.9997931110454,-1142.8700647195449
78,-1304.881085947073,-1157.1809743736048
79,-1298.8021332377277,-1171.5266884374682
80,-1292.7414024538946,-1185.7203377215674
81,-1286.6847729866406,-1200.14275726899
82,-1280.6669133025537,-1214.557280655779
83,-1274.6533020926925,-1228.7147287916193
84,-1268.664586379961,-1243.0766343382331
85,-1262.7018817355968,-1257.2625059919715
86,-1256.7684952602847,-1271.1762234256973
87,-1250.842498216607,-1285.6406570990484
88,-1244.958057165709,-1299.9491585457836
89,-1239.1055008427618,-1314.055577638368
90,-1233.2743628918013,-1328.3062085187414
91,-1227.461756264371,-1342.5459048210678
92,-1221.6982197042094,-1356.6651549845922
93,-1215.9234288030345,-1370.8278219913934
94,-1210.1667612650244,-1384.8741707055926
95,-1204.4455279441042,-1399.0243818203817
96,-1198.7678398850464,-1413.2020885435422
97,-1193.0870894170296,-1427.3682588479728
98,-1187.4152484269575,-1441.3854928023966
99,-1181.779339057392,-1455.6833671565291
100,-1176.154419001785,-1469.8878915883283
101,-1170.554011956877,-1483.9420644037975
102,-1164.9759378265192,-1498.1286149200412
103,-1159.4027995675485,-1512.164710533342
104,-1153.859673109832,-1526.0716059677568
105,-1148.3276147325062,-1540.1437820279275
106,-1142.8227906577647,-1554.2788475981097
107,-1137.3313061904853,-1568.275066922242
108,-1131.8797720855962,-1582.394910748702
109,-1126.4406537315926,-1596.4272587233515
110,-1121.022607107318,-1610.308310455106
111,-1115.6273930790028,-1624.2763987318417
112,-1110.2461846186047,-1638.292194327838
113,-1104.8857858002677,-1652.5652143974298
114,-1099.5348994696217,-1666.6945073746183
115,-1094.2105948448122,-1680.803344578824
116,-1088.9062874386132,-1694.7246315255613
117,-1083.629404416636,-1708.8084161153051
