N,lnPi(N),U(N)
0,-1894.326934223401,0.0
1,-1883.163794649895,-15.270334020896204
2,-1872.4024937823997,-30.526348383437217
3,-1862.1530913295537,-45.78386168581019
4,-1852.1356755842971,-61.00607265010548
5,-1842.393003725276,-76.26934882139464
6,-1832.8132550388711,-91.4785375791493
7,-1823.3642184794905,-106.74471759428897
8,-1814.0673042400717,-121.94835761408363
9,-1805.0055700226849,-137.14384834096379
10,-1795.9871567465652,-152.3441652602033
11,-1787.1402899232355,-167.48950200906629
12,-1778.3429956574666,-182.66743614582992
13,-1769.640506266679,-197.85168015536732
14,-1761.048340071731,-213.06216247260954
15,-1752.526536844442,-228.21879037371647
16,-1744.0620136726366,-243.36887444993542
17,-1735.6265705563283,-258.5461788452949
18,-1727.2761402514739,-273.69034290775414
19,-1719.0506532049997,-288.8559008387694
20,-1710.8469055413598,-303.94842150158547
21,-1702.6920299193537,-319.07533003827496
22,-1694.5717196757112,-334.1459786690136
23,-1686.5260618100249,-349.2878745336586
24,-1678.539273373192,-364.3816335154495
25,-1670.6429031978637,-379.42595920671215
26,-1662.8027869993653,-394.3849813105717
27,-1654.9864447987316,-409.4111457809806
28,-1647.163506530855,-424.4632098430431
29,-1639.3931080094867,-439.56677342784735
30,-1631.69338435851,-454.4772982202044
31,-1624.0913457076883,-469.4583357218947
32,-1616.477939125242,-484.34950290212623
33,-1608.901672969252,-499.309236651842
34,-1601.3541423360673,-514.2371413855809
35,-1593.8609553680667,-529.188683926615
36,-1586.4416754079607,-544.0382762146612
37,-1579.0141177394369,-558.9300951160997
38,-1571.6533337544972,-573.7954983953359
39,-1564.3341242100453,-588.660005610045
40,-1557.0450928581984,-603.5047475960477
41,-1549.8258317711168,-618.4313862066842
42,-1542.6289991829944,-633.2825190067539
43,-1535.4759332884955,-648.0574939332973
44,-1528.3579810478846,-662.8665351721733
45,-1521.2623753292733,-677.6216260930495
46,-1514.177562356747,-692.4764312238071
47,-1507.1242745911527,-707.3565684576259
48,-1500.121211832706,-722.2063109725061
49,-1493.156335011427,-736.9383057123977
