N,lnPi(N),U(N)
0,-403.49115502347064,0.0
1,-396.04924327560354,-7.032633940792058
2,-389.29989046872936,-14.100945708680364
3,-382.96435486473337,-21.175206458738224
4,-376.91921597351217,-28.26568570481735
5,-371.1006044083273,-35.406932673509665
6,-365.46948696668915,-42.5545933092879
7,-359.9943947635737,-49.711491407275936
8,-354.66117954036497,-56.88791923572414
9,-349.4494319632494,-64.12011769226774
10,-344.3420198471468,-71.39113872446275
11,-339.3327306812174,-78.6955356324894
12,-334.4146880941412,-86.00678355589154
13,-329.58909402661806,-93.2912199285113
14,-324.8453234990435,-100.63405621279658
15,-320.1661704511512,-107.9888656135394
16,-315.56151429222945,-115.38725193471096
17,-311.01981689213324,-122.77688175634748
18,-306.5357949744205,-130.22707082493318
19,-302.10337986909417,-137.72776286389717
20,-297.7311323181914,-145.22754972477304
21,-293.4095719877251,-152.76992641097857
22,-289.14831638764196,-160.3551351526671
23,-284.92971435774103,-167.9433066757903
24,-280.76082816886566,-175.53926555047022
25,-276.6404204920567,-183.1959407810911
26,-272.5611181718779,-190.83219365532472
27,-268.525318774363,-198.5053304871584
28,-264.53573104642135,-206.1997151678342
29,-260.5891985211885,-213.9221111605361
30,-256.6744471021269,-221.70362427668
31,-252.80057690989943,-229.4999707318942
32,-248.96660300206597,-237.25443682708098
33,-245.16906862557795,-245.1423561380729
34,-241.40634176062542,-252.98892803566562
35,-237.6775108581347,-260.9158786115612
36,-233.9892640011012,-268.81312409255423
37,-230.32586627395122,-276.6855085347257
38,-226.70778207991464,-284.6500354111156
39,-223.11741489725483,-292.8609531458091
40,-219.55875501114235,-300.9426674902264
41,-216.0296274195041,-309.02954534882355
42,-212.53248747843583,-317.18109219149756
43,-209.063224219321,-325.2750508562981
44,-205.62184705344484,-333.43092223436526
45,-202.21481725034533,-341.5903854664774
46,-198.83860972921465,-349.83607930828896
47,-195.4908448611985,-358.05099139293065
48,-192.17043010868503,-366.3288201445612
49,-188.88137896879599,-374.69213303053647
50,-185.61804911005444,-383.01699486901464
51,-182.3786741473592,-391.42590610383843
52,-179.16719637137126,-399.84088179445155
53,-175.98955222672558,-408.30161025823503
54,-172.83553968550072,-416.81423171032935
55,-169.7123840224923,-425.378131338035
56,-166.61004896565186,-433.98900015166174
57,-163.53767221128282,-442.58447690047853
58,-160.49102297943446,-451.1726547139877
59,-157.47262677184554,-459.8398657834923
60,-154.48507660094546,-468.5613934740172
61,-151.51527835475926,-477.2461075848485
62,-148.57249583013038,-485.96166698869143
63,-145.66181904061742,-494.8009765478489
64,-142.77124645653092,-503.6471593662621
65,-139.9109929532522,-512.4054224984657
66,-137.07317063567203,-521.2854412654831
67,-134.25962547133972,-530.2941342507946
