N,lnPi(N),U(N)
0,-661.3668557566853,0.0
1,-652.8699843654554,-10.001765176933375
2,-645.0273718141442,-20.023000417710026
3,-637.6232524142266,-30.082290086554625
4,-630.5037385469915,-40.15780520558205
5,-623.6164392388754,-50.25303191777506
6,-616.9019079101326,-60.39048355254129
7,-610.3525229683911,-70.5205435484376
8,-603.9517319421968,-80.68515923249481
9,-597.6419072364835,-90.894893873121
10,-591.4750268410729,-101.07052393988704
11,-585.3872784279926,-111.26209603194754
12,-579.3961360592365,-121.47457697904181
13,-573.4907591194088,-131.74917497943582
14,-567.6757814230584,-142.0923709121335
15,-561.9121641525178,-152.3854606340544
16,-556.221083556957,-162.6552837435386
17,-550.5960341812014,-173.02017903932136
18,-545.0394490563756,-183.38834943156849
19,-539.5351143068393,-193.8285438834957
20,-534.0967100011816,-204.24230709376104
21,-528.7318064656678,-214.66341678905488
22,-523.3911726482178,-225.0746998272268
23,-518.1172709613745,-235.56333129926222
24,-512.8912087568127,-246.03509151441767
25,-507.6941891390478,-256.5762881155695
26,-502.5623066492375,-267.12538236832114
27,-497.4746680057421,-277.6505872860512
28,-492.41845117690747,-288.20456632261283
29,-487.3922679815988,-298.8819491996352
30,-482.4059192232102,-309.6168010351983
31,-477.454943009994,-320.33473166992394
32,-472.55593621585473,-330.923078697724
33,-467.690616731539,-341.57586448569975
34,-462.86280054911697,-352.2724119330839
35,-458.0709606851275,-362.9319419968338
36,-453.326843665882,-373.74912248333806
37,-448.5913883020259,-384.47236169318245
38,-443.8968214161692,-395.35124907227043
39,-439.23007281791973,-406.23474517836286
40,-434.593674237505,-417.162149260786
41,-429.99311773235814,-428.01708427384114
42,-425.4189445722788,-438.74834123967315
43,-420.8813419197409,-449.6836214925401
44,-416.3780290144221,-460.57659062506167
45,-411.89384697831696,-471.51466999378
46,-407.4310648618277,-482.5199667595877
47,-403.01238955565105,-493.48689745546005
48,-398.60681537335284,-504.46033501341907
49,-394.2326354338566,-515.4261680240369
50,-389.890793086438,-526.5983278907536
51,-385.5692383914791,-537.6994557144319
52,-381.2801201911589,-548.7831611448378
53,-377.0257739824633,-560.0367743199712
54,-372.7891060397756,-571.2061190940871
55,-368.58967866380107,-582.443210372054
56,-364.4128464606306,-593.5745386514377
57,-360.2567884428524,-604.7182673685254
58,-356.13101762773084,-616.021165838698
59,-352.0247436171198,-627.2116880596004
60,-347.93906908234277,-638.4199801478866
61,-343.882249272525,-649.7907799521436
62,-339.84757512665993,-661.1066600744142
63,-335.8466003687334,-672.550739177684
64,-331.8612726606674,-683.8523342103206
65,-327.8978373576722,-695.2196545065414
66,-323.95482387243703,-706.6715245587915
67,-320.04673434243,-718.0991588232273
68,-316.1563273375628,-729.5633874037179
69,-312.28664590337496,-741.1014866316237
70,-308.4439740998697,-752.5940751965599
71,-304.6242973912362,-764.0725900002077
72,-300.83430886853887,-775.6631585650589
73,-297.06570411198925,-787.1975291981936
74,-293.31670353546775,-798.8702577101251
75,-289.5857919595465,-810.4899432313075
76,-285.8763740740851,-822.1275985799786
77,-282.19911247149577,-833.7553630040873
78,-278.5468155331782,-845.3739151995936
79,-274.90910029803297,-856.9653389612766
80,-271.29872613550003,-868.7421674341958
81,-267.7067008842391,-880.5645881069522
82,-264.13877984739224,-892.2489475841254
83,-260.6032215013275,-904.1086718807491
84,-257.076098831733,-915.9352484934917
85,-253.57678948262952,-927.6835330600555
86,-250.09440618326573,-939.4958498247448
87,-246.63952213715464,-951.3527104851449
88,-243.2013375776633,-963.3058180100675
89,-239.79467477653884,-975.3281900199445
90,-236.40502814045647,-987.3379390551936
91,-233.03617372779252,-999.4894557016246
92,-229.68596469089607,-1011.4870767523283
93,-226.36857563114563,-1023.469406857416
94,-223.0700722768064,-1035.5474785382698
95,-219.78894094149206,-1047.7547724569924
96,-216.52564845783667,-1059.8491713509372
