N,lnPi(N),U(N)
0,-660.9587337500218,0.0
1,-652.4107798736076,-10.012250771848512
2,-644.5997639292433,-20.036957207291227
3,-637.1864530580175,-30.07445305473554
4,-630.0587898006787,-40.153643243371654
5,-623.1565995213158,-50.2470567837917
6,-616.454905581923,-60.35028023304974
7,-609.9035680220499,-70.50524363499476
8,-603.4937018905844,-80.64460962543939
9,-597.1918887519155,-90.87053259026975
10,-591.0076443496317,-101.09766746785742
11,-584.9356761690892,-111.22687994017984
12,-578.9624661049476,-121.40230471881586
13,-573.064143607617,-131.7271160335201
14,-567.2532332738576,-142.05964630884262
15,-561.5126467706393,-152.43280523866582
16,-555.8249935270716,-162.77881898636488
17,-550.2000029055274,-173.0884352028897
18,-544.6706468982474,-183.45963800639538
19,-539.1785622391914,-193.87465445776402
20,-533.7232085134347,-204.30777493620602
21,-528.3207655765165,-214.72745046779843
22,-523.0019020192684,-225.24885558460417
23,-517.7178914600793,-235.70253797433617
24,-512.4778134676219,-246.1452071637045
25,-507.2869118561375,-256.6409496412857
26,-502.15935346859385,-267.13090705618566
27,-497.05069818557206,-277.73762748148664
28,-492.0059352604605,-288.30512545901263
29,-486.98029948749104,-298.8826653888717
30,-482.003957740684,-309.4732589814504
31,-477.06623549300014,-320.11682044394473
32,-472.17596861504893,-330.76943017598245
33,-467.3103263078357,-341.44980708202195
34,-462.4863718845336,-352.1628983138842
35,-457.7021730758588,-362.9847831994762
36,-452.9339618825888,-373.7683417015783
37,-448.1894773441336,-384.6404805252626
38,-443.4978777668964,-395.47199941129173
39,-438.8416308985644,-406.2107629641014
40,-434.21545991866014,-417.01912993167105
41,-429.61772613285314,-427.8543574061034
42,-425.0463910915639,-438.7548613838145
43,-420.5055651427137,-449.69399366723326
44,-415.98594736764085,-460.6262665455689
45,-411.50067101564207,-471.5573105725711
46,-407.05525500412693,-482.61065555605046
47,-402.63388319965696,-493.65986278872657
48,-398.238807634458,-504.6282100676075
49,-393.8661815181397,-515.6195966189636
50,-389.52321052904733,-526.6780993211817
51,-385.20674341624965,-537.8209251429067
52,-380.9100106964246,-548.9258314843108
53,-376.65120814338775,-560.1447190276966
54,-372.4213406596602,-571.2354899087851
55,-368.2178906412677,-582.3751501008015
56,-364.0364446707084,-593.5655737154798
57,-359.8795753369613,-604.7519908027722
58,-355.7442175930441,-615.9843638051424
59,-351.63222157776954,-627.2763184150668
60,-347.5562049962917,-638.5568509430211
61,-343.50134334086306,-649.8288331208648
62,-339.4611110069543,-661.160852493857
63,-335.457156711326,-672.6060048148948
64,-331.46873052774947,-683.994086032499
65,-327.5082783759953,-695.379833319058
66,-323.5745806591089,-706.6831815679241
67,-319.6618261893509,-718.0848137184834
68,-315.76977817009384,-729.5049666287495
69,-311.903251845388,-741.0389007037212
70,-308.0615002393163,-752.6776645642381
71,-304.2429176063689,-764.1771084708038
72,-300.44122441325175,-775.6697807530347
73,-296.66801964671447,-787.1507408135141
74,-292.9139265215688,-798.7173774075216
75,-289.1940731176839,-810.3784133512905
76,-285.48513599851464,-822.0183045760551
77,-281.80409948063715,-833.7329984946882
78,-278.14616618491596,-845.4195451850143
79,-274.51157131888675,-857.0582760959503
80,-270.9028699045779,-868.7928917622679
81,-267.31282185084467,-880.6125245054092
82,-263.74164277866873,-892.3299195294861
83,-260.20532483776594,-904.2047886805047
84,-256.67192419155396,-916.0224519315681
85,-253.1700558790954,-927.9340842739717
86,-249.69105210593176,-939.7944871324772
87,-246.24112437010666,-951.5780845407035
88,-242.79764499614765,-963.4957329462469
89,-239.39067269805798,-975.3449136297946
90,-236.00175701030275,-987.3238216085379
91,-232.63293851234482,-999.1998084037153
92,-229.28995911226787,-1011.2106936047516
93,-225.9694923491502,-1023.3166562930921
94,-222.66884400893275,-1035.4095936023375
95,-219.38865141773454,-1047.4975466680587
96,-216.13170343830615,-1059.5538005141702
97,-212.90198834780705,-1071.5776651506671
98,-209.6998293283766,-1083.6542654094571
99,-206.51067141675355,-1095.9225196196146
100,-203.34894193654816,-1108.1519104928066
101,-200.21346542560576,-1120.3610901859197
102,-197.09864523124628,-1132.4157336023266
103,-194.00896707244743,-1144.6234957317238
104,-190.92736846678736,-1157.0511108335013
105,-187.87111678017862,-1169.4738714409075
106,-184.8374551436592,-1181.721273509024
107,-181.82959362558222,-1193.8305553221026
108,-178.84599769735502,-1206.0464257584117
109,-175.88354499502174,-1218.3754281640784
110,-172.94336884911013,-1230.887506926421
111,-170.02672872397028,-1243.3354067337466
112,-167.13507628454312,-1255.7218589310605
113,-164.2602262248068,-1268.1251136544045
114,-161.41346438255863,-1280.7721095719603
115,-158.58745649216337,-1293.5217284298476
116,-155.78232650001848,-1306.0045130369995
117,-153.00833996454747,-1318.3485229400376
118,-150.24464893820766,-1331.1134802007869
119,-147.51083997649232,-1343.8519065782923
120,-144.7962150400174,-1356.4412787768374
121,-142.1021103712029,-1368.874596217038
122,-139.44036020802707,-1381.3830551706708
123,-136.79881847854062,-1394.0950495029654
124,-134.18068832378276,-1406.6492734213055
125,-131.58234742238915,-1419.3652666740625
126,-129.00025858266747,-1432.294465606676
127,-126.45349624872813,-1445.0332384584606
128,-123.93134359286444,-1457.68132850225
129,-121.43514996347756,-1470.1616984235143
130,-118.95087651184213,-1483.1940391116407
131,-116.49313908491945,-1495.8760062383526
132,-114.06585331875579,-1508.6131117614912
133,-111.6609131602055,-1521.4522221457996
134,-109.27918951485628,-1534.5144913417187
135,-106.91520568841099,-1547.5906890035317
136,-104.5815299639637,-1560.5027012168819
137,-102.27034676924507,-1573.3042696261782
138,-99.98872028031383,-1585.9863806104554
139,-97.72918895798318,-1598.8954849146044
140,-95.48806857199133,-1612.0290126517418
141,-93.28489345555977,-1624.9320790969905
142,-91.09651584376388,-1638.0217242950741
