N,lnPi(N),U(N)
0,-825.7791429073756,0.0
1,-816.7142383464953,-10.338642936272382
2,-808.2788849601081,-20.699300534445626
3,-800.2746379010134,-31.083325424955497
4,-792.5479713425208,-41.481170134273505
5,-785.0596139138264,-51.882321516178614
6,-777.7938460811557,-62.31327419013557
7,-770.6781791835191,-72.8024191816996
8,-763.6517622829732,-83.2920958728715
9,-756.7886629603659,-93.8047188462371
10,-749.998297186443,-104.33684343483272
11,-743.3230316591952,-114.85042927465008
12,-736.7437242866769,-125.39806610010439
13,-730.2350788108679,-136.02877607672724
14,-723.851936482459,-146.6211932739592
15,-717.505268033039,-157.2722498092562
16,-711.2205764718396,-167.91806475753648
17,-704.985164265399,-178.54897008410418
18,-698.8240888634193,-189.2333158065408
19,-692.7341064879597,-199.85091811153634
20,-686.7011163156135,-210.61435037870564
21,-680.7193964602217,-221.4448544595377
22,-674.7918494446275,-232.23712256571565
23,-668.8939781502263,-242.8955181063852
24,-663.0530168217756,-253.68624200664556
25,-657.265491626628,-264.5198599522608
26,-651.5115657300544,-275.485291820247
27,-645.7896900125434,-286.37997260117953
28,-640.0999510832487,-297.28404877894855
29,-634.4611767239035,-308.100112618325
30,-628.8500199456992,-319.1034686466502
31,-623.2769529727645,-330.0776865956677
32,-617.7572456403152,-340.9984876644832
33,-612.2775694401383,-352.00460539724145
34,-606.8169565624916,-363.07202955840023
35,-601.40608342364,-374.05067381999174
36,-596.0224691069684,-385.0330688382797
37,-590.6759208029393,-396.093619345137
38,-585.3702219216282,-407.2177074718447
39,-580.0853557227724,-418.42444569590776
40,-574.8169830090553,-429.5558232462617
41,-569.5894562657561,-440.68812762941644
42,-564.3922605710505,-451.8646180902433
43,-559.2106548658144,-463.0013931958933
44,-554.0636413809492,-474.1941416265704
45,-548.9507557122213,-485.4317854192856
46,-543.8491500058814,-496.66761960106993
47,-538.7991677675475,-507.90524208650214
48,-533.7661442037057,-519.1760295239548
49,-528.7670233711415,-530.4768915881638
50,-523.8121668474962,-541.8755210745851
51,-518.8663213893019,-553.313758342779
52,-513.9382365334737,-564.8124705591857
53,-509.03445690224345,-576.1650168742096
54,-504.15622951171565,-587.5700697082126
55,-499.29984887592644,-598.9861352510571
56,-494.4710895749824,-610.5179515978816
57,-489.6577134932679,-622.2255072945558
58,-484.882942072562,-633.8812147135686
59,-480.1219004299066,-645.4106976984507
60,-475.3887616146114,-656.9166389733077
61,-470.68021582188584,-668.4862430575107
62,-465.9988158532286,-680.1032011673916
63,-461.34853796319067,-691.7057431638589
64,-456.71113400009705,-703.3709216718878
65,-452.0919575067993,-715.0542013464537
66,-447.48517052089574,-726.7556544384545
67,-442.9094726983865,-738.4807093089762
68,-438.35922998692325,-750.3041518597815
69,-433.82763098386937,-762.0686596252481
70,-429.32332083010067,-773.8489871228207
71,-424.8375138082699,-785.7580209171809
72,-420.36978268432716,-797.5571325711594
73,-415.9161306126832,-809.5255423619053
74,-411.48927288279936,-821.391944761637
75,-407.08993572011326,-833.3245833715471
76,-402.7054902952612,-845.271177241905
77,-398.35375033561957,-857.1437360831227
78,-394.0081492178037,-869.1072518320022
79,-389.70650148128567,-881.0686885821635
80,-385.41771534763365,-893.1107755860902
81,-381.1376317149608,-905.134875582967
82,-376.8855428685386,-917.1791651515134
83,-372.65467222731496,-929.2232792821509
84,-368.4357396865719,-941.4405978576541
85,-364.2444419515578,-953.5881121800545
86,-360.077838633283,-965.7793992538559
87,-355.9321963629712,-977.9691768075523
88,-351.81459083961045,-990.0434343612128
89,-347.7195516323455,-1002.2652700605771
90,-343.6346201947572,-1014.5922128865263
91,-339.56370322566266,-1026.9432724500632
92,-335.53285256012305,-1039.181444317365
93,-331.5147391417432,-1051.3887412376112
94,-327.5254268294595,-1063.6274193891275
95,-323.5285202967112,-1076.1373576970184
96,-319.5734802503851,-1088.3072646506503
97,-315.6370347974604,-1100.7293534348103
98,-311.72604606839974,-1113.2545473641262
99,-307.83124067931664,-1125.7111625554949
100,-303.9617002626075,-1138.1419418148894
101,-300.1201301560838,-1150.505592385638
102,-296.2898187072838,-1163.072683473895
103,-292.47922284024656,-1175.7230611381826
104,-288.6956837542619,-1188.3564426344026
105,-284.92865638412917,-1200.8872877985264
106,-281.1822879113461,-1213.6179437647609
107,-277.4643091102849,-1226.171852878559
108,-273.75382950829356,-1238.876268821088
109,-270.0631409392657,-1251.5295141990005
110,-266.4059642340646,-1264.198105625941
111,-262.76443949555375,-1276.9292099396278
112,-259.14113476586675,-1289.747500843128
113,-255.54200311596145,-1302.4240590563504
114,-251.96729364769618,-1315.15792805941
115,-248.41044007759075,-1328.0217210049912
116,-244.8894602890004,-1340.6952525756137
117,-241.38149356251193,-1353.6911104111234
118,-237.90542515245005,-1366.7074126847094
119,-234.44374094150993,-1379.667546603951
120,-230.9988257956498,-1392.63420579353
121,-227.58204300865106,-1405.4693581462702
122,-224.18206318070867,-1418.217801389173
123,-220.81271955868903,-1431.2029659359755
124,-217.46666425238863,-1444.3187764654533
125,-214.1319785013506,-1457.2905160338644
126,-210.82269547211962,-1470.537309683527
127,-207.52617756009596,-1483.7607738715733
128,-204.26838596396084,-1496.8352993759847
129,-201.02995521583767,-1509.8945741997768
130,-197.811793051684,-1523.1970467516028
131,-194.6198521342157,-1536.4350012536759
132,-191.44451440832796,-1549.4652464751969
133,-188.2875652720242,-1562.4721308042592
134,-185.15479694845243,-1576.1230873269235
135,-182.0451382017132,-1589.7426918226183
136,-178.96055681053764,-1603.0495404384765
137,-175.90583916742008,-1616.4447653124669
138,-172.8628187864593,-1629.7099655043608
139,-169.84575314370858,-1642.851121020238
140,-166.85807081865636,-1656.2356254508
141,-163.8955282547858,-1669.9500902748562
142,-160.95157178099333,-1683.3774123217386
143,-158.03655319487513,-1696.8670076024969
144,-155.13946852533405,-1710.4923825979324
145,-152.27862027542784,-1723.8296570835134
146,-149.4254324800741,-1737.0559027902198
147,-146.60271818044777,-1750.2647049154166
148,-143.79687212392622,-1763.9136857625933
149,-141.02047693929984,-1777.6311778105835
150,-138.25914757130755,-1791.4079602013062
151,-135.53025559303393,-1804.858654601017
152,-132.82220085893306,-1818.1600922770483
153,-130.139356982925,-1831.6276074868647
154,-127.47661723798801,-1845.3175392086496
155,-124.85224734728608,-1859.0064677329394
156,-122.242836240838,-1872.912872790257
157,-119.65774209523276,-1886.627725224335
158,-117.10102588319266,-1900.3650427846947
159,-114.56866564225929,-1914.0958590935174
160,-112.06277759209415,-1927.8738345312572
161,-109.56905430786985,-1942.0619471574362
162,-107.1074724300551,-1955.9341504068923
163,-104.67030693353006,-1969.9221420408999
164,-102.25120006686329,-1983.564940289509
165,-99.86976008177491,-1997.1700072971305
166,-97.51775379627786,-2010.9189286032556
167,-95.17987663810838,-2025.015404322288
168,-92.86600255993726,-2039.2122478580923
169,-90.57622767977254,-2053.1785871364436
170,-88.32404194725261,-2067.218558123477
171,-86.088614579679,-2080.984266751975
172,-83.88464553110684,-2094.541438748184
173,-81.71234746826455,-2108.267714981028
174,-79.56196266985687,-2122.4805921511806
175,-77.43723497504179,-2136.877599259752
176,-75.33473668802769,-2150.971625681645
177,-73.24890889731175,-2165.1960485442205
178,-71.19424114565383,-2179.2306277406906
179,-69.17099662216303,-2193.565267971795
180,-67.17009265530127,-2207.538515637242
181,-65.1928796721492,-2221.4034850789994
182,-63.23890808554317,-2235.339044011339
183,-61.319867103394174,-2249.4213372345625
184,-59.43009662643105,-2263.8580945018875
185,-57.56684658851343,-2277.4929444204986
186,-55.73721760043422,-2291.8619290469746
187,-53.94504139760379,-2306.2323530346316
188,-52.17370890954673,-2320.1892558711197
189,-50.4280077004626,-2334.4840846515413
190,-48.705047264669176,-2349.3018279916923
191,-46.99985497570462,-2363.5907886329846
192,-45.327950080817615,-2377.600776071018
193,-43.68587623045737,-2391.6421232773414
194,-42.068727787156874,-2405.9746576469943
195,-40.476008221410595,-2420.2750777942697
196,-38.93051375134205,-2433.956960301652
197,-37.39956816481701,-2448.3670358902896
198,-35.90347381249403,-2462.393365710108
199,-34.439103819643535,-2476.493652984095
200,-33.000209656303056,-2490.7401195564703
201,-31.594203612669205,-2505.3778155323475
202,-30.214558021533932,-2519.694776917953
203,-28.871851886416195,-2533.605550870281
204,-27.562599385057567,-2548.182554548202
205,-26.28407889722466,-2562.6687975694117
206,-25.024182459971186,-2577.3511336966026
207,-23.78788230450793,-2591.898501297595
208,-22.593900937058876,-2606.7694197841984
209,-21.433486879346034,-2620.881236631353
210,-20.297877672146612,-2635.62205541339
211,-19.19683330514924,-2650.4900387098
212,-18.125017043454974,-2665.0426865802838
213,-17.082875761469538,-2679.0032714846716
214,-16.082663649088815,-2693.2797269033954
215,-15.127597699209149,-2707.667746074963
216,-14.186183233536257,-2722.423682911716
217,-13.287852998426773,-2736.9479082986163
218,-12.412450802702141,-2751.019112629712
219,-11.571983811206495,-2765.8341135677315
220,-10.758758464146512,-2779.6913710443037
221,-9.987346407079302,-2794.4015293508646
222,-9.24887727834964,-2808.336890610897
223,-8.539463524240704,-2822.2592263915603
224,-7.890769719479453,-2837.2266275248385
225,-7.265467238491668,-2851.7300340178713
226,-6.665849095239809,-2866.388470902926
227,-6.11294651690814,-2880.5616590450804
228,-5.573087612333255,-2895.6168581452175
229,-5.093458566204321,-2910.5461984016342
230,-4.65303945666294,-2924.2869397910563
231,-4.236256685902889,-2938.198010959746
232,-3.866837835258524,-2952.4562894814053
233,-3.5390553157374587,-2967.3011657415477
234,-3.25393211428859,-2981.830462499971
235,-3.0241766164759145,-2995.8262394829944
236,-2.8361095988017713,-3009.778811549336
237,-2.6815859267745044,-3024.9079640943273
238,-2.560986871324575,-3039.0980231697686
239,-2.4931926353373672,-3053.8972113260293
240,-2.4576969110221842,-3067.3733524604354
241,-2.4874819986247747,-3079.4348554722733
242,-2.5615561783192096,-3094.0037270337775
243,-2.664419116319708,-3108.456699373297
244,-2.813616574260708,-3122.924392941816
245,-3.019968404874179,-3135.8026353744194
246,-3.28726512602252,-3150.378550839825
247,-3.619610703377747,-3164.5669961251024
248,-3.9862867047693715,-3178.59379364533
249,-4.404962918696059,-3192.4349389410604
250,-4.8744333226904235,-3206.803641107215
251,-5.361140824355219,-3220.6207233009054
252,-5.94845083093769,-3233.5240811775657
253,-6.578557294802794,-3247.0481156191167
254,-7.23762165535395,-3260.773395559513
255,-7.966246867135327,-3274.633918410016
256,-8.75693092526369,-3286.986486502163
257,-9.622332608709302,-3299.467410516017
258,-10.522049297397688,-3312.026073699778
259,-11.49556687159968,-3325.967384316489
260,-12.515441592484125,-3339.848838234035
261,-13.581836457500048,-3353.1471297677604
262,-14.73078665152484,-3364.9217359419977
263,-15.95432956764198,-3377.196637071456
264,-17.220216229149443,-3388.2666763219777
265,-18.550914234362196,-3400.4907853179216
266,-19.93265728710348,-3414.3137060724785
267,-21.387653270615644,-3426.5423889179447
268,-22.91397555276005,-3438.401823364159
269,-24.534607556085845,-3450.173179746349
270,-26.197691512042567,-3462.6326496505244
271,-27.902190238491627,-3474.44820056983
272,-29.67593325838054,-3487.0637242956636
273,-31.519598647058544,-3497.752882690141
274,-33.490866687103264,-3510.137518402158
275,-35.49278604440285,-3522.018998919562
276,-37.53903792647559,-3532.1042213861388
277,-39.697445884242185,-3542.513457107387
278,-41.87712596039914,-3554.0012029803315
279,-44.16781562741771,-3566.1133052602313
280,-46.46610147684753,-3578.596058890706
281,-48.844950707334576,-3588.20810387885
282,-51.31997601525181,-3597.3779848554973
283,-53.88274919453538,-3607.765909597299
284,-56.51968476377924,-3618.522315908683
285,-59.217306008800435,-3629.1834118398583
286,-62.02411280612232,-3639.373251012681
287,-64.88761691310451,-3652.2013007886812
288,-67.82007164897679,-3662.121502828974
289,-70.83192441085741,-3671.982304320063
290,-73.85139509502464,-3682.195821666197
291,-76.9720790092188,-3692.432646437093
292,-80.21738775020098,-3701.9917276020237
293,-83.53042332349064,-3710.1406308189617
294,-86.98521593382218,-3719.6265797075534
295,-90.43553700206887,-3731.389182633903
296,-93.92848266816615,-3744.3010629761498
297,-97.50033360826482,-3751.1295217722427
298,-101.19949831667411,-3760.172647288476
299,-104.98734818220593,-3768.5900205371554
300,-108.80711609913435,-3778.1432025755103
301,-112.7046214272646,-3788.6845516993885
302,-116.7428357659167,-3796.581280276629
303,-120.82566684482985,-3805.793544727417
304,-125.01672911228131,-3815.345932242099
305,-129.2818445910587,-3825.489647167562
306,-133.65945988635605,-3835.45641549054
307,-138.2159548100903,-3842.5993771271674
308,-142.8612305641438,-3852.4136243939633
309,-147.60986487156794,-3854.533292430972
310,-152.4834052068291,-3863.523326215802
311,-157.425778306503,-3868.70557875898
312,-162.43330228418023,-3874.9962827590543
313,-167.71462880043958,-3882.193842505778
314,-172.94926164520297,-3886.894993146231
