N,lnPi(N),U(N)
0,-826.1564052423722,0.0
1,-817.1507171787018,-10.338602754689031
2,-808.8375048964347,-20.693019210799502
3,-800.8938499190854,-31.08150663933871
4,-793.1703640485034,-41.48232314102277
5,-785.6836542519106,-51.89291489034006
6,-778.3910147010421,-62.31014197963312
7,-771.2443884398656,-72.78570892523751
8,-764.2650367489391,-83.26872433040893
9,-757.3476209363243,-93.79279359277892
10,-750.5684709255268,-104.35463776817775
11,-743.8680497349586,-114.88982112615004
12,-737.2771367254511,-125.4584533770119
13,-730.7840803323473,-136.03106988661824
14,-724.3487195506149,-146.61166057143177
15,-718.020807719346,-157.23294523735532
16,-711.7369732290816,-167.8612775475855
17,-705.5296534499287,-178.46970983480776
18,-699.3709873567373,-189.15220298122605
19,-693.2864600533213,-199.83274621852118
20,-687.246800920966,-210.55459428883597
21,-681.2631294067176,-221.35182072807265
22,-675.316138744118,-232.1425335323459
23,-669.4180291591242,-242.94722891512762
24,-663.5898039712279,-253.81899975296628
25,-657.7684451131262,-264.6357421293078
26,-651.9842873972298,-275.4944122513921
27,-646.2713759742744,-286.35095320783995
28,-640.5956611003155,-297.1773037316003
29,-634.951535799953,-308.20835804320717
30,-629.3635208106734,-319.09862122206425
31,-623.8083266675463,-330.13195458560085
32,-618.2907590441342,-341.1878958200568
33,-612.7944214135113,-352.16172498625673
34,-607.3423432031617,-363.1027732880181
35,-601.9339282822993,-374.19751198644394
36,-596.5328018944662,-385.2243971673477
37,-591.1689796789565,-396.33585865348766
38,-585.8322990781437,-407.4593687938992
39,-580.545355600998,-418.5616268732624
40,-575.2808138358913,-429.53566692115646
41,-570.0451761022241,-440.61212388513553
42,-564.8313641092844,-451.79248813026595
43,-559.6577404330328,-463.0155924992705
44,-554.5124709508766,-474.2986553561243
45,-549.3900610803486,-485.581300126802
46,-544.2955110227722,-496.78482208616714
47,-539.2396828403857,-508.06587113988746
48,-534.2020819888969,-519.4658114569547
49,-529.1993230201118,-530.7896834252301
50,-524.2245877151855,-542.0444894229437
51,-519.2754657024777,-553.5008098278942
52,-514.3414714903088,-564.9954450624247
53,-509.43496667635225,-576.3874461084212
