N,lnPi(N),U(N)
0,-409.12849672252395,0.0
1,-401.10899879033553,-10.366418392986816
2,-393.8022308011348,-20.541709665012604
3,-386.93217385891626,-30.515124281446333
4,-380.37557452806806,-40.34124775460077
5,-374.07940057860833,-50.00046069615928
6,-367.9674704379141,-59.50589482364012
7,-362.0417858582796,-68.8691550192525
8,-356.2676008091502,-78.10196330249892
9,-350.6320352333118,-87.22947044858302
10,-345.1214529651985,-96.24601339648507
11,-339.7123647834984,-105.16115067189821
12,-334.41738124135884,-113.97279347717995
13,-329.22923984956657,-122.76313180030411
14,-324.123627871139,-131.4869102987359
15,-319.1045597954076,-140.09478215332638
16,-314.1740956369499,-148.63512992236065
17,-309.306306622004,-157.10661035329395
18,-304.5226670117239,-165.47180615123216
19,-299.8055399841906,-173.85291917542054
20,-295.1500088651803,-182.19088207150344
21,-290.55764362702575,-190.53215944839758
22,-286.031679214455,-198.76585390710534
23,-281.56820046838243,-207.0316762430739
24,-277.159665240211,-215.17648248032492
25,-272.8092050033632,-223.39779064971663
26,-268.51229216123176,-231.53771941822924
27,-264.2709190219794,-239.70849809155334
28,-260.0724578979271,-247.80702097254107
29,-255.92375556475736,-256.00849338278204
30,-251.81929418038936,-264.1563771367437
31,-247.7559707066492,-272.3043953938977
32,-243.73832944293144,-280.63362508569116
33,-239.76104679989766,-288.9636773450038
34,-235.82569399407527,-297.0440873634725
35,-231.93653707425426,-305.2354220008274
36,-228.09041237260112,-313.30781682757515
37,-224.285410728265,-321.4428844852591
38,-220.52793190740812,-329.5368315533269
39,-216.80263677090437,-337.6623663959981
40,-213.11624911656034,-345.81778697430127
41,-209.45865347576787,-353.9505444121387
42,-205.83947126940012,-362.07201628628536
43,-202.25812517722488,-370.2859663448253
44,-198.71723921646168,-378.51479788734287
45,-195.21458136869427,-386.7621754024949
46,-191.74442981832817,-395.00198984990857
47,-188.30273891451085,-403.29649005764804
48,-184.8951239572724,-411.5923043946532
49,-181.52886224151942,-419.85948634353554
50,-178.19044504110633,-428.0051176694833
51,-174.88963528894902,-436.27886568393296
52,-171.61705944551431,-444.61578644138353
53,-168.37425081328686,-453.0051277376624
54,-165.16884916453512,-461.34631797164184
55,-161.99059190250867,-469.72205150543596
56,-158.84476801903457,-478.0776798731531
57,-155.73267086319444,-486.483177106973
58,-152.64999337793978,-494.9116170026973
59,-149.59459101017995,-503.3501941917784
60,-146.57414705522802,-511.6847588996825
61,-143.58232435935145,-520.047199587978
62,-140.62049800698196,-528.5475466563876
63,-137.68679392363646,-537.1245577221271
64,-134.79068228183365,-545.6784878804028
65,-131.9224784814341,-554.2185155989282
66,-129.08516901733026,-562.7634372543907
67,-126.27730207446352,-571.3515781095412
68,-123.49878161827415,-580.0549007235531
69,-120.74501776263854,-588.7243541545395
70,-118.02107910782915,-597.3761312280258
71,-115.32845039584315,-605.9003990528654
72,-112.6673090370628,-614.5517680150442
73,-110.0367287956643,-623.1520625522389
74,-107.43389428373347,-631.9030950476226
75,-104.85894272792949,-640.6493384256682
76,-102.31572840514188,-649.5232533246599
77,-99.80254507237548,-658.5436925583854
78,-97.31605240990551,-667.3913853773411
79,-94.85787513645367,-676.1411197233101
80,-92.42609109914297,-685.0390041591963
81,-90.02943134252551,-693.8867935748349
82,-87.65902535993807,-702.6714189367922
83,-85.31596466727471,-711.6340161858097
