N,lnPi(N),U(N)
0,-409.1659064415117,0.0
1,-401.1409093041272,-10.376032821957779
2,-393.8309705319956,-20.54210160072398
3,-386.96963128832044,-30.52677532358939
4,-380.4087276796551,-40.32075831873226
5,-374.103703428006,-49.954636245951406
6,-367.9978728971986,-59.50133055612969
7,-362.0601762526544,-68.86910978925152
8,-356.2847324279868,-78.09830332864658
9,-350.6507393868283,-87.19587351797236
10,-345.1339300885466,-96.22821811620088
11,-339.73182663819404,-105.10765280635678
12,-334.43397396822155,-113.95308398418274
13,-329.22852297932445,-122.66892796044704
14,-324.131791073248,-131.31289092385123
15,-319.1133421548111,-139.87517401578225
16,-314.1745504796244,-148.41540037759842
17,-309.30603831016214,-156.85295736641274
18,-304.5134248764295,-165.30504468361323
19,-299.7947944010189,-173.72804211022594
20,-295.14198524758325,-182.22476966324757
21,-290.5574648539373,-190.6696377219123
22,-286.0291325961737,-198.9299044632353
23,-281.55715266605273,-207.12577975361637
24,-277.1546645514369,-215.23033713101177
25,-272.7981060576666,-223.45163931670686
26,-268.4993524981222,-231.6904501309109
27,-264.2509470711233,-239.8501047556274
28,-260.045841544671,-248.00219999205
29,-255.8897203879391,-256.13020992012025
30,-251.78085958578237,-264.18253885192826
31,-247.7198305354616,-272.2744027449953
32,-243.7018408922373,-280.39770336147194
33,-239.72996395746435,-288.67143609766936
34,-235.80244864563994,-296.81376668898156
35,-231.9149673441586,-304.9433367534075
36,-228.07279666209794,-313.1268618702961
37,-224.261706542812,-321.29228332658386
38,-220.49081593898006,-329.4886684062076
39,-216.76433126019577,-337.6946046397861
40,-213.07260743137337,-345.92812473748927
41,-209.41484903820148,-354.0912716141247
42,-205.79796300617033,-362.30194261814904
43,-202.21509368634352,-370.4682257887325
44,-198.67405923535964,-378.6008782218123
45,-195.16649946971518,-386.7900363605004
46,-191.69438323306545,-394.97973478212225
47,-188.25391293174033,-403.25016379241424
48,-184.85056258778062,-411.42526398912014
49,-181.47812954357528,-419.71300328451616
50,-178.13988565839372,-428.043381669042
51,-174.8310596611127,-436.25663402243663
52,-171.55877262134655,-444.85903917084215
53,-168.31970942495334,-453.2567803446291
54,-165.1132682881467,-461.52651912088186
55,-161.93437290681936,-469.8408491186201
56,-158.78720975385323,-478.29889359850495
57,-155.66843157768864,-486.62825534857984
58,-152.58769537157775,-495.01380224163586
59,-149.53322551377715,-503.4639560994765
60,-146.51426200390335,-511.8775123311789
61,-143.52583964313135,-520.2765626295441
62,-140.5668774185927,-528.8450017525029
63,-137.63780941544354,-537.4507665122946
64,-134.7311703093206,-546.001919148468
65,-131.8650008666129,-554.4532470173945
66,-129.02916557025674,-562.8885150240967
67,-126.21685273713437,-571.4368556143381
68,-123.43529133450981,-580.0573683568291
69,-120.68604387545086,-588.755082632073
70,-117.96554988522762,-597.408807009866
71,-115.27759731168906,-605.9428551136589
72,-112.61937350320294,-614.6820851467855
73,-109.98640913652939,-623.4368467296081
74,-107.38302960435844,-632.1351326039439
75,-104.80420931204485,-640.8357989612923
76,-102.25777845886664,-649.750392158363
77,-99.74065744679653,-658.4727564903078
78,-97.25205205301187,-667.2068325191503
79,-94.78881513684432,-675.9003605736216
80,-92.36088049184512,-684.6289431218611
81,-89.9643154131828,-693.5534471388164
82,-87.59645480547628,-702.3524946656908
83,-85.2541984854157,-711.3607427207535
84,-82.94384363630006,-720.3782526961731
85,-80.65946805346901,-729.3741073539641
86,-78.40347689866654,-738.4384867921763
87,-76.17715719657546,-747.3791665857643
88,-73.98055976665431,-756.4454352299581
89,-71.81784588254969,-765.5006404841843
90,-69.68237113587615,-774.8730915607521
91,-67.57690689158362,-784.2201608310061
92,-65.50554146529252,-793.2663681078557
93,-63.463479099828184,-802.4303357991666
94,-61.45190054975159,-811.4637888126235
95,-59.46793140243806,-820.6968446594256
96,-57.5149464158552,-829.863377371461
97,-55.58859080731411,-838.8726899706817
98,-53.691977972578734,-847.9505027289415
99,-51.831134619357265,-857.044808646322
100,-49.999969602379274,-866.4843990741792
101,-48.20617357667327,-875.8484091819773
102,-46.44405591394706,-885.0100229005475
103,-44.70607471603682,-894.4596416647473
104,-43.00537661731578,-903.9441992797438
105,-41.328160970353274,-913.3089817706641
106,-39.68092420787632,-922.4865874769821
107,-38.07382179743296,-931.8986643079916
108,-36.49265821314156,-941.3031261623619
109,-34.94707682906658,-950.9545462526366
110,-33.43054344685617,-960.5972419884929
111,-31.9468525108599,-970.0636601527804
112,-30.49643805665203,-979.4813591064958
113,-29.073252736981306,-989.0049557232051
114,-27.695461431380227,-998.6726294691325
115,-26.3503768060035,-1008.4684748235668
116,-25.028542518104803,-1018.3977026591529
117,-23.738514019910827,-1027.954043688449
118,-22.496466343696387,-1037.6909859111984
119,-21.28284378840691,-1047.2446777804726
120,-20.10636671007636,-1056.7759970944462
121,-18.96669236199715,-1067.0415603708025
122,-17.850436458667208,-1076.877968381581
123,-16.785517976735424,-1086.3887010864928
