N,lnPi(N),U(N)
0,-834.1352412818034,0.0
1,-823.6633690245407,-9.164880226438981
2,-813.9261559860912,-18.21567578849499
3,-804.596712160021,-27.161195622604282
4,-795.5569901772482,-36.009515567697235
5,-786.7884009165408,-44.74100771774829
6,-778.2011688235364,-53.425356280196866
7,-769.7797221471599,-62.02363032669382
8,-761.5159592771405,-70.55596722605696
9,-753.3849550601917,-79.02703653110075
10,-745.3628725689341,-87.42352884637512
11,-737.4656672752897,-95.66675217104785
12,-729.6631791609061,-103.88557650276925
13,-721.9513737781946,-112.0857497639081
14,-714.3392769645017,-120.22094098212256
15,-706.8214019691799,-128.36104707796767
16,-699.3593052254544,-136.49241090990108
17,-691.9803962322252,-144.52415687558096
18,-684.6541865372,-152.51664109327976
19,-677.4294069928039,-160.570898772472
20,-670.2442286962746,-168.45576927571528
21,-663.1271281158433,-176.42762620209396
22,-656.0666878650705,-184.37641160929343
23,-649.0490494109653,-192.2518101287642
24,-642.100561593882,-200.08761884993874
25,-635.216554493683,-207.98218549365993
26,-628.393905600491,-215.84508819144685
27,-621.6081622082789,-223.61108959815465
28,-614.8714779356858,-231.3946075524218
29,-608.1695445186983,-239.1989404716005
30,-601.5167321933699,-247.0041853939474
31,-594.9056837616628,-254.89938849364262
32,-588.33688558653,-262.652863713578
33,-581.8214946198277,-270.62533839594835
34,-575.3528637454672,-278.5794284011863
35,-568.925654837723,-286.37484324698016
36,-562.5369537461142,-294.1695390461464
37,-556.1902447046562,-302.04680446914426
38,-549.8828051859243,-309.8205883709743
39,-543.6011942655,-317.6638004904089
40,-537.3759127719654,-325.48481462994823
41,-531.1924834032473,-333.3731480944407
42,-525.038550869497,-341.2685143989147
43,-518.923583510054,-349.1506545832963
44,-512.839496783132,-357.02837928301597
45,-506.7932607381714,-364.88303769470076
46,-500.7868026244684,-372.841697832293
47,-494.81103343279403,-380.7378371590312
48,-488.8616281052348,-388.6441832466953
49,-482.95328805769964,-396.5739496857859
50,-477.0817311787334,-404.490968298589
51,-471.24724973115394,-412.4644599537496
52,-465.4427732319557,-420.4288109739282
53,-459.6710036647255,-428.29904877967783
54,-453.92684023556393,-436.16936986042856
55,-448.21932116431526,-444.1497588043567
56,-442.5569709276778,-452.2936316304913
57,-436.91706754753415,-460.34510438943835
58,-431.31156617501875,-468.417840476679
59,-425.73678066414124,-476.56905428448226
60,-420.19833593983327,-484.68285963765084
61,-414.6815953019055,-493.0076732759626
62,-409.2055760603471,-501.3865745990988
63,-403.74481196577517,-509.56814558961196
64,-398.31808760999587,-517.7190123251276
65,-392.9345779326925,-525.8718368070913
66,-387.57756347325363,-534.0894800967144
67,-382.25162556926387,-542.3864019137545
68,-376.9451159612498,-550.5878436348867
69,-371.67389282653477,-558.8924086554835
70,-366.44297486781824,-567.3709263749843
71,-361.2343284070094,-575.7369712374784
72,-356.0614149708931,-584.0346704969634
73,-350.9109640580922,-592.313748470493
74,-345.7858857826786,-600.6740562312116
75,-340.6950498355912,-609.1348834954842
76,-335.65044585308686,-617.5510031246522
77,-330.62681407952743,-626.0155199451619
78,-325.6395892243443,-634.5574712638627
79,-320.67293716918164,-643.0661876468439
80,-315.73785688969076,-651.4148547053337
81,-310.84612108782983,-659.8759268249123
82,-305.98297984489966,-668.5447414295777
83,-301.152751055938,-677.2510164523919
84,-296.34502069479015,-685.856617590849
85,-291.57223461523427,-694.3878044525627
86,-286.8248071938083,-702.9314862220999
87,-282.1147530433036,-711.5339027831869
88,-277.42878584788264,-720.3590452442804
89,-272.7870902964222,-728.9449638064616
90,-268.1723795028188,-737.6832554083376
91,-263.5832797959264,-746.8016521345708
92,-259.0331978066149,-755.9153979667026
93,-254.49948529052563,-764.6187626030878
94,-249.9935318706515,-773.3694962659138
95,-245.52618840495393,-782.347877838416
96,-241.08750718168812,-791.261611664966
97,-236.67350837900983,-799.9883190077235
98,-232.29814194682592,-808.5012978885206
99,-227.9492001126372,-816.9436405697998
100,-223.65513632410762,-825.8764661336609
101,-219.37683938741054,-834.825597225703
102,-215.13427395540305,-843.9848747058277
103,-210.9284725073078,-852.821602426644
104,-206.75659401386042,-861.8006464069185
105,-202.6095097459979,-871.0955012211707
106,-198.49380740091726,-880.271866183255
107,-194.41756255075336,-889.309612534802
108,-190.36780983636356,-898.4319577750648
109,-186.3520037841805,-907.575084469885
110,-182.35703538853295,-916.7239875787418
111,-178.4101008185463,-926.4344351323452
112,-174.49035179887107,-935.9894980387617
113,-170.61479797790594,-944.9475856061763
114,-166.75882404463994,-954.2863146426462
115,-162.94299938539484,-963.5809974711301
116,-159.15930910628276,-972.8329272497431
117,-155.41853879074438,-981.6462066466192
118,-151.71161256655478,-990.7713470854505
119,-148.0101762617336,-1000.3286283051566
120,-144.38799822942735,-1009.602799844477
121,-140.78560925045383,-1018.861346046353
122,-137.2178706466641,-1028.3043518929771
123,-133.69503926520395,-1037.74882890124
124,-130.18904613939617,-1047.253490439376
125,-126.75879273600367,-1056.5439643468344
126,-123.35349513275935,-1066.133428748035
127,-119.97616926039439,-1075.6426415665992
128,-116.63665422163638,-1084.9437938821575
129,-113.33785544159241,-1094.3968763411103
130,-110.07774973194728,-1103.2744869299058
131,-106.86380380695323,-1112.8111993728671
132,-103.67474978210532,-1122.3248446280559
133,-100.5478264125876,-1131.692799866927
134,-97.44220335971193,-1141.0801471374944
135,-94.3838981380801,-1150.9306325550206
136,-91.36381236632906,-1160.7639442463696
137,-88.38455768681706,-1169.8657103606456
138,-85.43865592539282,-1179.3384352626017
139,-82.5439166572819,-1188.5761759432862
140,-79.68208627552383,-1198.837933484756
141,-76.84853908379102,-1208.827355072186
142,-74.07337457350502,-1217.9050526416977
143,-71.34701884551487,-1227.4281139001323
144,-68.6706504878398,-1237.0388731632484
145,-66.03753644068604,-1246.7353624536627
146,-63.451376777693554,-1256.0062711694918
147,-60.91387520692865,-1265.3497503059625
148,-58.39029906107521,-1275.1707954027152
149,-55.932616339123115,-1284.5849500124823
150,-53.50920125701418,-1293.5337800313137
151,-51.139399423041255,-1303.4727135862704
152,-48.828942828659706,-1313.1100954947615
153,-46.553735440719606,-1322.6329746412885
154,-44.339788532950934,-1332.1628453514495
155,-42.158517823971806,-1341.5325328507242
156,-40.03117907815283,-1350.8940242304598
157,-37.94889685438807,-1360.2003024757505
158,-35.91284691718727,-1369.908209428817
159,-33.921865496741816,-1378.7567956840794
160,-32.005960241496496,-1387.3840096772328
161,-30.13236664031149,-1397.2389973890313
162,-28.312706958760714,-1406.7764550073261
163,-26.545845729777625,-1416.2688275187975
164,-24.81641842519514,-1425.6771054049314
165,-23.16399757131728,-1434.4787793208525
166,-21.571465009454755,-1443.3689773041697
167,-20.028697017177706,-1453.1322049362134
168,-18.530436333937814,-1463.8828978676975
169,-17.094160988588442,-1472.3399355599104
170,-15.754490750386822,-1481.0502741870368
171,-14.441434608341524,-1490.245792485759
172,-13.191339204301471,-1497.9457586370481
173,-12.012259485044865,-1505.8386502222565
174,-10.892199478529506,-1515.1335260811975
175,-9.853232897862654,-1524.6394503971678
176,-8.881133446174772,-1533.0105037896574
177,-7.958129789880218,-1541.914072528154
178,-7.095198242826086,-1550.3686292008133
179,-6.307573373618993,-1558.2700798401202
180,-5.572036196114254,-1568.0679835912015
181,-4.912346403513425,-1575.5347014470244
182,-4.2996337079749765,-1585.258429434747
183,-3.7800994136387094,-1594.7031030838625
184,-3.3561473032893905,-1602.765442235861
185,-2.9765379343946283,-1610.7933325654012
186,-2.658970283916688,-1619.5521414605755
187,-2.4285636833293442,-1627.021975376112
188,-2.2895127565790294,-1634.4367873076044
189,-2.2151581057755725,-1642.3157153993307
190,-2.202952750145642,-1650.5663544400159
191,-2.267353095062959,-1658.28012448144
192,-2.4157740947653115,-1664.9103108460695
193,-2.6903795863382816,-1671.7997762439045
194,-3.025041623272273,-1679.7261433728563
195,-3.4145725350090292,-1687.0113375987348
196,-3.908943332520153,-1694.530051349284
197,-4.485366582745769,-1699.9672641189973
198,-5.130437157378992,-1707.507515883597
199,-5.874207265972814,-1714.2963568381892
200,-6.6826604247814885,-1721.6916876557007
201,-7.588964699454664,-1728.840431972887
202,-8.59852587338844,-1735.8853002002143
203,-9.67023682454328,-1743.5292307853088
204,-10.853698404766078,-1750.3624911358638
205,-12.133451238179646,-1754.4932567825672
206,-13.543983265648649,-1758.7173450569026
207,-15.02272093706506,-1765.9556716053703
208,-16.6267811475376,-1772.7147743460955
209,-18.36202791685946,-1779.2047554265591
210,-20.165338581068,-1783.1842344978577
211,-22.050950589158674,-1788.6918609881977
212,-24.031210966006938,-1795.0971867619592
213,-26.11178261270811,-1797.4136280459352
214,-28.33679999304843,-1803.3389294585795
215,-30.64966543333412,-1810.5337605731838
216,-33.00331367224078,-1816.5736107384073
217,-35.56806475249459,-1819.8824417944925
218,-38.212287016769665,-1823.4804768815084
219,-41.00619848969325,-1828.2812674152883
220,-43.87974439324387,-1833.0046585738528
221,-46.81776437098108,-1836.3363712163336
222,-49.91630647624095,-1838.7129694640316
223,-53.043654310062266,-1844.799797621723
224,-56.365768355642786,-1847.725969612533
225,-59.906162699918696,-1852.462093692935
226,-63.504387244511236,-1852.2099162925442
227,-67.13158326885446,-1853.3433635135952
228,-71.05073256294759,-1853.3382074545734
229,-74.99669652600994,-1856.5200461106215
230,-79.06311480616205,-1860.8436784834266
231,-83.27821154463311,-1864.741442003644
232,-87.61576089672337,-1863.5574669657508
233,-92.02812733287158,-1869.2590497395795
234,-96.58568758018487,-1868.434946452573
235,-101.3155370915207,-1869.005052208333
236,-106.14677929531649,-1870.5724868013713
237,-111.00146686073094,-1874.2039372010622
238,-116.02554302855742,-1876.3335207996424
239,-121.2562480018438,-1875.7341895132486
