N,lnPi(N),U(N)
0,-245.39948684690944,0.0
1,-239.85752292371657,-11.644686136085511
2,-235.01161149993476,-23.248208569952112
3,-230.57463716421688,-34.89635956892744
4,-226.41299918095953,-46.56734008300191
5,-222.47379116292126,-58.262069034313754
6,-218.70748442378982,-69.99652758185766
7,-215.08758467011648,-81.79882228614224
8,-211.59715259964779,-93.60703794069195
9,-208.21156425974425,-105.35226948077252
10,-204.93900843621415,-117.16099740959544
11,-201.75965648692383,-128.9645000128694
12,-198.65770410781644,-140.86482641019757
13,-195.63985213944218,-152.7465254433264
14,-192.6804081620277,-164.58576410491514
15,-189.7981772143123,-176.4461171899893
16,-186.9776915024475,-188.4543278439487
17,-184.2120815677251,-200.4293345622391
18,-181.49593594505694,-212.46679913889602
19,-178.8309911359705,-224.55627756763351
20,-176.20984016131925,-236.67081108055572
21,-173.63467393884375,-248.84656189983798
22,-171.10729195526275,-260.8661984793762
23,-168.61566031593193,-273.0366396199279
24,-166.16028848964035,-285.1955364372843
25,-163.74526941592077,-297.41921256714704
26,-161.36942693917828,-309.5975061939971
27,-159.02292350660983,-321.8659499616733
28,-156.71111866186928,-334.25520169326046
29,-154.4273087333041,-346.79860586036375
30,-152.1732143503929,-359.2537299629148
31,-149.9488572324071,-371.7929333740103
32,-147.7490070102846,-384.3137829145744
33,-145.5775183124621,-397.0082598982117
34,-143.43644546799442,-409.6231076339427
35,-141.32318337054457,-422.2838084231298
36,-139.23011584323874,-434.7645666162316
37,-137.15723812387452,-447.44989685994733
38,-135.11246857883756,-460.3331438010937
39,-133.08878414357454,-473.24086839885786
40,-131.08261356580348,-486.09298601825503
41,-129.10034184820435,-499.13279879484253
42,-127.13932566226515,-512.2201501750787
43,-125.200085205821,-525.2183872804271
44,-123.28358364612865,-538.271163633377
45,-121.38348425615969,-551.4038071497162
46,-119.50481850370448,-564.6069087395626
47,-117.64259185197625,-577.6680698802302
48,-115.79764575317658,-590.7523871365447
49,-113.97062778342517,-604.0911712907291
50,-112.16199103244382,-617.6210062006394
51,-110.36516068283181,-631.1487236206231
52,-108.58693299225918,-644.749089027795
53,-106.82578289816742,-658.4073055958361
54,-105.07584891147333,-672.211602808904
55,-103.34394216198355,-685.9919917655825
56,-101.62392388983135,-699.7672599875114
57,-99.92649894541965,-713.5516070894191
58,-98.23649128823764,-727.1865720803034
59,-96.55953820610311,-741.0943889052105
60,-94.90280048576419,-755.274785235466
61,-93.25755369243127,-769.3823145293682
62,-91.62566906255039,-783.5239252472893
63,-90.00819696703307,-797.7755678355716
64,-88.40655815520363,-811.9023833781357
65,-86.8124262483448,-826.2069510333204
66,-85.23244040253657,-840.4990652096749
67,-83.66735839989117,-855.0508094121687
68,-82.11519402637278,-869.6002725807193
69,-80.5702343141492,-884.2500435586226
70,-79.04373128913879,-898.8794500051408
71,-77.52554968093368,-913.6286518539782
72,-76.02031123839869,-928.4374557409719
73,-74.53259903543976,-943.1788145775718
74,-73.05310183394882,-958.100999949329
75,-71.58247347294456,-973.056789214439
76,-70.12786716337361,-988.2200894544221
77,-68.68704365910985,-1003.2104549928154
78,-67.2565949674486,-1018.4246778779343
79,-65.83847618424399,-1033.702091031253
80,-64.43164378387071,-1049.0261582932326
81,-63.04511621883724,-1064.3717972689046
82,-61.66843631159985,-1079.999951636346
83,-60.30541707357072,-1095.5644614524244
84,-58.94726704587656,-1111.4803249003417
85,-57.598535664172616,-1127.3653522999339
86,-56.260920700011,-1143.0123476131048
87,-54.93280279125041,-1158.9007929393629
88,-53.630459636071734,-1175.1053575173137
89,-52.32469468566673,-1191.2018312687178
90,-51.03269114829418,-1207.3795947861581
91,-49.763529940658586,-1223.5006306416763
92,-48.49544804261792,-1239.9562471017125
93,-47.24003135712745,-1256.196856609
94,-46.00301539118222,-1272.611657620815
95,-44.77487094175068,-1289.1576334258498
96,-43.55706438246243,-1305.8823880661585
97,-42.35301939119792,-1322.685975593362
98,-41.16185121263554,-1339.4858606191992
99,-39.9833601179579,-1356.4635458618468
100,-38.81770210911644,-1373.3388739244729
101,-37.67041184744893,-1390.3315724160311
102,-36.5317631698736,-1407.4211011463485
103,-35.40958926665975,-1424.6560010751855
104,-34.29756026803436,-1441.9710657633768
105,-33.19821528369583,-1459.490188051088
106,-32.11258014529953,-1477.064593164836
107,-31.044058218748393,-1494.646285772371
108,-29.9870015128967,-1512.43003765892
109,-28.94544312973905,-1530.3542158506243
110,-27.91776253977601,-1548.3258673566343
111,-26.905913537332868,-1566.332734628897
112,-25.903241184681566,-1584.5735384250765
113,-24.921449400025967,-1602.7233888242736
114,-23.95677883229452,-1621.3370689131661
115,-23.00697466381975,-1640.0478954387763
116,-22.077639316935734,-1658.6553191301828
117,-21.15829004612546,-1677.3708381265642
118,-20.25504380111251,-1696.2666482838176
119,-19.36609438896925,-1715.481038227299
120,-18.49612055852761,-1734.4667819679999
121,-17.642284649185502,-1753.9922540343978
122,-16.807507681176606,-1773.7547340323217
123,-15.985083608494524,-1793.1565817969094
124,-15.189913748632183,-1812.7726582887772
125,-14.412055602275661,-1832.1541480450542
126,-13.652060390146307,-1852.1666885581544
127,-12.912796066041881,-1871.959321465427
128,-12.19652219898045,-1891.305669740399
129,-11.502463025182625,-1910.7976662896217
130,-10.826180868698504,-1931.0149988014564
131,-10.174390636691744,-1951.3957435826087
132,-9.546590427496728,-1971.8704978034366
133,-8.937365948956813,-1992.4482272001587
134,-8.35255480075448,-2013.1491792535562
135,-7.794466543497027,-2033.8555595076468
136,-7.257968485512084,-2054.8844103495358
137,-6.747967172465639,-2076.171096083828
138,-6.266457217576846,-2097.470648558934
139,-5.8086528600148775,-2118.8315983190223
140,-5.37889760218518,-2140.295929612679
141,-4.972890091704887,-2162.495395020025
142,-4.596950196423212,-2184.710931454538
143,-4.247835602857055,-2206.67586099451
144,-3.929978481975826,-2229.0590734918005
145,-3.644291637903979,-2251.127800740014
146,-3.38508060436688,-2273.5266226435233
147,-3.1628797000607167,-2295.2912350521838
148,-2.981132010227373,-2317.403723187461
149,-2.8279290959909136,-2339.979665234401
150,-2.7131690180514343,-2363.052358498506
151,-2.627657111333082,-2386.2017392592206
152,-2.5869861664989062,-2408.997707157763
153,-2.5710944972587586,-2432.4375699288794
