N,lnPi(N),U(N)
0,-245.50625695098907,0.0
1,-239.96717375406254,-11.609951834398089
2,-235.12831408620698,-23.22196543004611
3,-230.67849838199135,-34.85869782261216
4,-226.51762919837017,-46.532151298004464
5,-222.56947544374208,-58.232065105912625
6,-218.80191363718507,-69.9139537112278
7,-215.18565620973445,-81.6085025711509
8,-211.70167077953522,-93.35676555306782
9,-208.33155653635328,-105.17428477923386
10,-205.05999632802352,-117.04423251871776
11,-201.87906602228443,-128.85329144169737
12,-198.78034340014517,-140.75323651523286
13,-195.75877483095684,-152.5791344523168
14,-192.80566531684093,-164.52464395680727
15,-189.92033323170946,-176.43996624126157
16,-187.0948651089184,-188.42891635393244
17,-184.32335842394252,-200.47658257388684
18,-181.605485331004,-212.45097959710256
19,-178.94635644546457,-224.53918717390115
20,-176.32467705863553,-236.60941644254854
21,-173.74583369516287,-248.7767255641811
22,-171.2135614311391,-260.8476738204663
23,-168.72256516769488,-272.9701179307158
24,-166.27105165244274,-285.23978043287207
25,-163.85587652340212,-297.52487937966725
26,-161.47547904333746,-309.83444446266003
27,-159.12556066188625,-322.10225800370245
28,-156.81388199269014,-334.4048954306454
29,-154.53246975097898,-346.71054306037695
30,-152.2802549085098,-359.1195642703642
31,-150.0613007416798,-371.59584622337934
32,-147.86466127403395,-384.0685495349426
33,-145.70392098636503,-396.7477751051956
34,-143.5644614549371,-409.4167004305891
35,-141.45010683826985,-422.04163875258746
36,-139.35733304677655,-434.87329232139746
37,-137.29160054807457,-447.67904006092067
38,-135.2523823781786,-460.46046679900974
39,-133.225011496178,-473.28076111831615
40,-131.22058992728483,-486.1259542981097
41,-129.24064132926722,-499.05017117048556
42,-127.28400681426581,-511.96167337209044
43,-125.3451491236412,-524.9142536907675
44,-123.4276209226299,-537.9788028679723
45,-121.53056685473877,-551.091372447212
46,-119.65258928585709,-564.1413001672408
47,-117.78844893687005,-577.5806192886048
48,-115.94107925831293,-591.1023676917721
49,-114.1095725202517,-604.3534509511701
50,-112.29588533847095,-617.722260187973
51,-110.49545996195914,-631.1298247746054
52,-108.71513744391157,-644.4838667434669
53,-106.9567235771946,-657.9691447943806
54,-105.21184948798822,-671.5831796157836
55,-103.47842379434528,-685.3137963770532
56,-101.75506599534461,-699.120948477248
57,-100.05025950425409,-712.8609620067946
58,-98.36625715513225,-727.1585425880876
59,-96.69207762725057,-741.3766170325543
60,-95.03087092896678,-755.2634967445374
61,-93.38087867625751,-769.4268945266012
62,-91.74848292572926,-783.486541470771
63,-90.1330023572664,-797.6636137836504
64,-88.52799964655267,-811.8941923142156
65,-86.93720163647345,-826.0884135086199
66,-85.35753247212665,-840.4271494660024
67,-83.79078801931706,-854.7480036871784
68,-82.24087797912131,-869.2647852515474
69,-80.6997479327249,-883.6933664129792
70,-79.17444246497192,-898.2687131594976
71,-77.66708021626258,-913.1903534942612
72,-76.16881806031157,-928.1457299842186
73,-74.6794814123482,-943.3036373849172
74,-73.20369319047498,-958.2572812834987
75,-71.74056308482633,-973.3438611317506
76,-70.28468322017065,-988.5166845343629
77,-68.83221848184064,-1003.7855190353293
78,-67.39960535138499,-1019.076526996083
79,-65.97903961589557,-1034.3244953770263
80,-64.57677633172659,-1049.5896830652164
81,-63.18042166977752,-1065.0103224885825
82,-61.79581319075745,-1080.5567373855265
83,-60.42202422423994,-1096.1120478584744
84,-59.063618770238,-1111.6794645918962
85,-57.718573367747176,-1127.5742281711573
86,-56.381447830309064,-1143.3589602425236
87,-55.055024766844035,-1158.9527429233458
88,-53.74270020291038,-1175.286247733089
89,-52.44521337254272,-1191.1118562903866
90,-51.15851600391854,-1207.3194615857465
91,-49.87910789096008,-1223.5355086269738
92,-48.613796498428364,-1239.6205972748576
93,-47.360639671197724,-1255.953316181436
94,-46.122306639938834,-1272.4092005372804
95,-44.897111536547065,-1288.8831053015529
96,-43.68045157830374,-1305.4386411043051
97,-42.4766462000017,-1322.2889310306455
98,-41.28647116658552,-1339.2081341545272
99,-40.11101114757334,-1356.1248499285684
100,-38.94898361605092,-1373.314002533345
101,-37.79552125010496,-1390.531624062558
102,-36.654990210171,-1407.7561873153754
103,-35.531674731142196,-1425.003821739847
104,-34.41960020376779,-1442.33510243184
105,-33.32006556361889,-1459.75405623404
106,-32.23504447412764,-1477.2765037382087
107,-31.163783710072885,-1494.953940950727
108,-30.108730127316527,-1512.606866858303
109,-29.068289761080386,-1530.5482312440145
110,-28.039438292516415,-1548.39649920171
111,-27.024523782680568,-1566.3952411817409
112,-26.027253638249952,-1584.6382282869781
113,-25.045236386596365,-1603.0051121599026
114,-24.075322890646866,-1621.610335797548
115,-23.117609529453766,-1640.4653676005946
116,-22.17627972450773,-1658.9780443238997
117,-21.25627097309097,-1677.7126122737136
118,-20.34679377781756,-1696.5105398798805
119,-19.45937114919922,-1715.4619628078144
120,-18.586462105217485,-1734.4841400393198
121,-17.73433884617389,-1753.9429978208573
122,-16.897703020219318,-1773.3556633588523
123,-16.078713936094765,-1792.7880798830884
124,-15.28194174242946,-1812.3456956748414
125,-14.499724540828502,-1832.0155543739966
126,-13.741141377094088,-1851.6624810947687
127,-13.000118238748705,-1871.462344316289
128,-12.280396774868926,-1890.9917484469006
129,-11.578698907923602,-1910.8933080284733
130,-10.899716412731998,-1930.964437836159
131,-10.24624718983727,-1951.4724676884616
132,-9.614888021875053,-1972.157555242542
133,-9.001536052826928,-1992.948138242038
134,-8.415488455311582,-2013.8714101961523
135,-7.857950834911314,-2034.5733937544283
136,-7.317976716401937,-2055.769122380101
137,-6.8054615544106625,-2077.0534594088895
138,-6.313829058371361,-2098.314924873226
139,-5.85039883977273,-2119.8314201039902
140,-5.413843354179782,-2141.653671186923
141,-5.006855545492407,-2163.1342315015536
142,-4.6251412791340485,-2184.685727860582
143,-4.278810978880976,-2206.4599593676285
144,-3.9597628476440936,-2228.5620093191865
145,-3.668839186529674,-2251.1835663845523
146,-3.407867288369879,-2273.7728780639227
147,-3.1854624038618558,-2295.287836109779
148,-3.001516207151774,-2316.735322662851
149,-2.8385371972770703,-2339.3446660718437
150,-2.718006163424285,-2362.2737519722104
151,-2.630023241638917,-2385.3210303216038
152,-2.5787048436064244,-2408.5979609377246
153,-2.563299227390637,-2432.0655390685897
154,-2.5846461909634333,-2455.8932137153315
155,-2.6441974935798602,-2479.352362305188
156,-2.739189402937932,-2503.180430030523
157,-2.886651623525545,-2526.9476198694283
158,-3.072928452716632,-2550.913358758371
159,-3.2910302097541195,-2576.1706439576774
160,-3.554592930027973,-2601.398949116363
161,-3.8552142085807692,-2625.397963683754
162,-4.207839581995209,-2649.4590316257745
163,-4.60742375993717,-2674.2275535231274
164,-5.057995644865763,-2698.449129063025
165,-5.570067230246302,-2722.0240215230224
166,-6.141069470572425,-2745.7466635784476
167,-6.750988259039666,-2770.403031708571
168,-7.418666229886746,-2795.1859867615203
169,-8.162016634600626,-2819.917597472311
170,-8.949238218855463,-2844.881296119136
171,-9.79068828680996,-2872.480802704631
172,-10.682375769058687,-2899.4773418761797
173,-11.617958829258576,-2924.9933565236825
174,-12.624691376805792,-2950.4767855316677
175,-13.683775003422788,-2975.5233890802483
176,-14.820607158141534,-3000.5949001877343
177,-16.03973195724486,-3026.008734435636
178,-17.319057781136017,-3052.553234736097
179,-18.668408434753125,-3078.415654520897
180,-20.082414451649633,-3103.9749260344834
181,-21.557501172805324,-3131.3964668543194
182,-23.093849730825944,-3157.55367975606
183,-24.72240885644515,-3184.2286215402855
184,-26.405876013389324,-3210.82706638347
185,-28.158925154804045,-3236.8513832620447
186,-30.004264810665937,-3263.504900591088
187,-31.900081489833745,-3291.3556604998885
188,-33.88029473157578,-3317.3548354336854
189,-35.96235184074546,-3344.888803340753
190,-38.10175820708235,-3372.223666871545
191,-40.33620704671767,-3399.6731144382466
192,-42.633972243376455,-3426.0367967279817
193,-45.04659689610809,-3454.881175510942
194,-47.55463808019925,-3483.222718544428
195,-50.1236372675047,-3510.367684834935
196,-52.77442990390852,-3538.192635673531
197,-55.51415789835311,-3565.5494076571995
198,-58.308836116906114,-3592.8030733263295
199,-61.23942567603279,-3619.779902629485
200,-64.25345261514116,-3647.7579509905845
201,-67.34883751700298,-3675.908036331166
202,-70.65197362688198,-3703.454190818651
203,-74.04418144035884,-3729.0036212909617
204,-77.5695508393132,-3753.6914415300052
205,-81.17776124080777,-3780.466970039877
206,-84.80842899180192,-3808.1727254767065
207,-88.5169352957985,-3837.6124080855916
208,-92.44487295083348,-3859.9714013762896
209,-96.39358022943534,-3895.2708967493854
210,-100.50074107918314,-3922.3680112738366
211,-104.75157484042279,-3949.2725322843507
212,-109.18126496137094,-3972.77986319354
213,-113.67700238288435,-3999.9900274642023
214,-118.3174114151912,-4033.7286135791837
215,-123.11410565105243,-4062.036442063556
216,-127.92226023923351,-4089.1388194330684
217,-132.97599540116997,-4118.696838733726
218,-138.09325904133811,-4143.941938034939
219,-143.32587043202017,-4172.29593061476
220,-148.79127175557662,-4191.014687066421
221,-154.45153369483336,-4216.4113707752695
222,-160.1879686887203,-4247.208363832473
223,-166.12130706243863,-4269.341198399121
224,-172.3375382716655,-4302.415577028867
