N,lnPi(N),U(N)
0,-133.89068621328846,0.0
1,-128.98066549644335,-10.36299923198385
2,-124.76651643306778,-20.77972394608878
3,-120.94927957797358,-31.26576778071103
4,-117.41953806310593,-41.7964448735911
5,-114.10338185552602,-52.32523241533636
6,-110.9685150983296,-62.885782576271595
7,-107.99457410500355,-73.46779738917758
8,-105.15280427803042,-84.03328294618404
9,-102.41742206845947,-94.73648533754385
10,-99.78600730489082,-105.38976647453092
11,-97.24898585240615,-116.14163970497611
12,-94.79943097118937,-126.95447960012098
13,-92.42313479926773,-137.78535734098114
14,-90.11770589108735,-148.69290288416596
15,-87.88261023701222,-159.604629295638
16,-85.71745596152748,-170.52560026098217
17,-83.60421788679982,-181.53001130155462
18,-81.54502879693868,-192.5315727484449
19,-79.54287957143015,-203.62488175460385
20,-77.59249688021721,-214.71445334134478
21,-75.68894142759609,-225.8699608715251
22,-73.82802892732296,-237.08930331097872
23,-72.00982768937135,-248.29369003226384
24,-70.2320152242952,-259.6312153752915
25,-68.49533052368227,-270.88847038126914
26,-66.79019878426205,-282.27679431597426
27,-65.12366377154967,-293.7357294695794
28,-63.495831377500075,-305.116245604353
29,-61.898767751252215,-316.63317143966924
30,-60.333966292624844,-328.2061160238918
31,-58.805002199568584,-339.7505521685707
32,-57.30368018264665,-351.42384457003936
33,-55.82917348409364,-363.2032000299332
34,-54.38618233247711,-374.9628818834026
35,-52.97311082197728,-386.71497237359654
36,-51.58846503024528,-398.4053802645649
37,-50.23234668055243,-410.25949941426006
38,-48.90018183715922,-422.3446998694126
39,-47.58938728663501,-434.5035328791819
40,-46.303820297768816,-446.7018017472328
41,-45.040896941427555,-458.9093466166014
42,-43.8096910483117,-471.09872777014607
43,-42.596856859969286,-483.46197617673533
44,-41.40416058967208,-495.8698533419556
45,-40.23473397759748,-508.3718387043664
46,-39.083132842077184,-520.849669359246
47,-37.95792200398217,-533.1249228797751
48,-36.8558378504625,-545.6486238973412
49,-35.773348162869546,-558.3966985084953
50,-34.70518682564788,-571.1380422501024
51,-33.66304573965498,-583.9833133129796
52,-32.63263227459715,-596.7348809511714
53,-31.62574899749756,-609.9040196820533
54,-30.635489439291938,-622.8051577984043
55,-29.668058378703513,-635.8735889206619
56,-28.719689968211746,-648.9563074326143
57,-27.787655285128828,-662.1111063799108
58,-26.87543986498951,-675.4776096626956
59,-25.98249754698285,-688.9368590441882
60,-25.106164435438053,-702.3210076659489
61,-24.24827493656108,-715.5634283185173
62,-23.403035688632094,-729.0778228193158
63,-22.577433505300398,-742.5013304912572
64,-21.770115209517336,-756.1268722849854
65,-20.98096908618019,-769.9344142256632
66,-20.208838233873173,-783.7661756460948
67,-19.45095586206356,-797.692929298526
68,-18.714356023017537,-811.4758462319332
69,-17.986569160176778,-825.5493886551849
70,-17.280396911736894,-839.5986406823977
71,-16.596143180849246,-853.8552863523437
72,-15.928984308456952,-868.0045197857435
73,-15.271135364433468,-882.6144347963818
74,-14.627037380381031,-897.1266624261189
75,-14.00359040445523,-911.4545023497521
76,-13.397012309958432,-925.6878910904597
77,-12.807142651936877,-940.1057831705984
78,-12.23080716735358,-954.8486056542861
79,-11.665123562367077,-969.4607957974877
80,-11.122798654248532,-984.2709074355735
81,-10.599999970987204,-999.2705482072924
82,-10.090852557791441,-1014.1715856897026
