N,lnPi(N),U(N)
0,-1292.2549081101126,0.0
1,-1282.2764547098,-21.178062751016114
2,-1273.0936739910262,-42.404931849450804
3,-1264.2461545943831,-63.63056342571508
4,-1255.70938832955,-84.9082162513514
5,-1247.3664916127068,-106.20093479380012
6,-1239.222761744928,-127.55206019588513
7,-1231.2653679590587,-148.879276085936
8,-1223.3989939399266,-170.2188008853118
9,-1215.676766072681,-191.6118171918788
10,-1208.0886303675206,-213.041666272562
11,-1200.5866221541075,-234.448965458374
12,-1193.1973104312974,-255.97104224626673
13,-1185.849405849699,-277.47979110409506
14,-1178.6359654063635,-299.01082268269965
15,-1171.4678178065233,-320.46346373617416
16,-1164.3263354417265,-342.08768292394234
17,-1157.2984338745493,-363.6352406098158
18,-1150.3390481742722,-385.25314835150493
19,-1143.4574390676398,-406.836833892914
20,-1136.630845200568,-428.51915982499486
21,-1129.8420754099034,-450.1298362289672
22,-1123.0987151761283,-472.0626374044223
23,-1116.4096016262074,-493.86422639142256
24,-1109.7798765552407,-515.6187410603743
25,-1103.1827756335913,-537.4774537669146
26,-1096.6440550066845,-559.3211871704552
27,-1090.1565678201387,-581.0439233007492
28,-1083.6854016134057,-602.9259955171146
29,-1077.2610820748127,-624.9367294263211
30,-1070.898355172298,-646.8912651181454
31,-1064.5643466534846,-668.8766749274218
32,-1058.2553460644085,-690.9461128845578
33,-1051.979915782971,-713.0140009442111
34,-1045.748726247113,-734.9897478392813
35,-1039.5514644942718,-757.101251494314
36,-1033.4022021304768,-779.267048970738
37,-1027.2677175486917,-801.2652542737196
38,-1021.1672886855526,-823.3618228815612
39,-1015.0938809035283,-845.5808620162425
40,-1009.0591260507629,-867.9398993559298
41,-1003.0378083032604,-890.1386768025695
42,-997.0649269436915,-912.28499568603
43,-991.1421369169979,-934.5541276191943
44,-985.2186882444187,-956.7381005643983
45,-979.3184784987941,-978.9643989457982
46,-973.4680988468638,-1001.2295135609456
47,-967.6549606943095,-1023.442184130312
48,-961.8538128550592,-1045.8770741976914
49,-956.0626644668126,-1068.4289410196943
50,-950.3360389040859,-1090.7584721437888
51,-944.6229240220061,-1113.1930202701478
52,-938.9313108094749,-1135.701625856629
53,-933.2886429409406,-1158.2033949455945
54,-927.6388495876479,-1180.6703217630275
