N,lnPi(N),U(N)
0,-1292.771169145872,0.0
1,-1282.7548806587376,-21.180964792205486
2,-1273.4626814963904,-42.40589128161082
3,-1264.572926285097,-63.64415231766179
4,-1255.9888244753804,-84.93137737858342
5,-1247.663276774829,-106.22826548508601
6,-1239.5184798030634,-127.50858073489508
7,-1231.5475536300496,-148.83479647058994
8,-1223.6709890572806,-170.21121686918195
9,-1215.9482958721223,-191.6270724365022
10,-1208.319314520097,-213.04175518843113
11,-1200.7820726325278,-234.50588194292504
12,-1193.3951326692672,-255.96225966874044
13,-1186.073777151882,-277.47320800833404
14,-1178.8055391111702,-299.02650153654395
15,-1171.6071930028832,-320.63391371560283
16,-1164.519673060192,-342.12976400653133
17,-1157.4463417295774,-363.71055263467133
18,-1150.469664286614,-385.34778841404477
19,-1143.5609995771947,-406.9799705981277
20,-1136.7306954066219,-428.62191858695587
21,-1129.9566804408146,-450.39302907232195
22,-1123.2248052603418,-472.1286141903256
23,-1116.5372433847488,-494.0040933666751
24,-1109.9002075666745,-515.8671125349938
25,-1103.324091351463,-537.7217950398917
26,-1096.761434853298,-559.4200384198921
27,-1090.2560369270248,-581.3277687140508
28,-1083.7965652378543,-603.2927244415041
29,-1077.376753656053,-625.190641069843
30,-1071.0073966074976,-647.0978547817213
31,-1064.645915450138,-669.1249487462919
32,-1058.311490448783,-691.1472592999344
33,-1052.05839906831,-712.9606999070966
34,-1045.852446428965,-734.9228092553676
35,-1039.6397716209333,-757.0678501158254
36,-1033.4546271345525,-779.1388338876422
37,-1027.3291113360933,-801.3350641906145
38,-1021.2396063088469,-823.634412792977
39,-1015.1853170056878,-845.6526383973542
40,-1009.1470761649281,-867.7990384636796
41,-1003.1392707192184,-889.897109181853
42,-997.194144333123,-912.124589554558
43,-991.2513399992739,-934.4201629094314
44,-985.3425795884317,-956.6726188341272
45,-979.4574527617611,-979.3194028598955
46,-973.6054688982807,-1001.5294174945448
47,-967.7880846772298,-1024.0393751866068
48,-962.0029110635919,-1046.203355413687
49,-956.2123648857757,-1068.5422324549872
50,-950.4436618049822,-1090.975763838098
51,-944.7409484150849,-1113.5125013103243
52,-939.0350639000795,-1135.9420909493929
53,-933.3775615606925,-1158.3619044070365
54,-927.7449603476282,-1181.0804967294098
55,-922.1169307504451,-1203.8628755147802
56,-916.5192532999373,-1226.3235931803356
57,-910.9583907477922,-1248.9130035761627
58,-905.4112312131903,-1271.4827678367728
59,-899.8914071027526,-1294.1067650155746
60,-894.3903492904075,-1316.6873990226886
61,-888.9091550113279,-1339.4634263068438
62,-883.4768378442305,-1362.2114956768928
63,-878.0472367160144,-1385.1958912701812
64,-872.6197257087372,-1407.650072250748
65,-867.2421681242305,-1430.4249256693292
66,-861.8880313585114,-1453.2734353342676
67,-856.5546957317831,-1475.7791851676884
68,-851.2475432529733,-1498.3942677262821
69,-845.9432520050062,-1521.3108723192126
