N,lnPi(N)
0,-0.0515800593873254
1,-3.06924342172157
2,-6.024987832991332
3,-7.961194350404301
4,-7.7112923223999195
5,-8.427477352708102
6,-9.714374683172943
7,-10.74095381600406
8,-11.566805940280057
9,-12.270241555027699
10,-12.829307819904457
11,-13.216567974475986
12,-13.493612806297428
13,-13.667531305889451
14,-13.754129081885132
15,-13.790401354699716
16,-13.718084734888247
17,-13.582108852244293
18,-13.372119857093809
19,-13.111441914155678
20,-12.80564806301948
21,-12.450556742913774
22,-12.056402917444588
23,-11.664247116433803
24,-11.275139459513802
25,-10.89354767486551
26,-10.56385103521349
27,-10.311133937733452
28,-10.159968359729273
29,-10.10282464823166
30,-10.228849670779537
31,-10.58224632652711
32,-11.244485176976056
33,-12.254374198172263
34,-13.607945331918238
35,-15.263569916718646
36,-16.963017797101926
37,-18.3582524456709
38,-19.385634900547615
39,-20.2073004928788
40,-20.85642818232483
41,-21.29057522323164
42,-21.525709926217864
43,-21.62104817591528
44,-21.583689763279512
45,-21.46692980826991
46,-21.293288724735735
47,-21.062426243217924
48,-20.799119247808534
49,-20.53197127862633
50,-20.241728778909593
51,-19.956791993858484
52,-19.694387648306343
53,-19.460373418282146
54,-19.252225128539315
55,-19.097922153205296
56,-18.977587569781626
57,-18.92334039341241
58,-18.940287130478918
59,-19.027208709868948
60,-19.209830536878606
61,-19.514339263244324
62,-19.921368250866564
63,-20.44800548524328
64,-21.134311252237673
65,-21.96303617241821
66,-22.93254524269374
67,-24.06690090810453
68,-25.330225961916852
69,-26.655989551615292
70,-27.88465745125604
71,-28.822981627876516
72,-29.38658206163536
73,-29.558772582566984
74,-29.534931489155742
75,-29.415143796509618
76,-29.24106381872949
77,-29.04642453699357
78,-28.84868843516687
79,-28.634357076380425
80,-28.423469880628392
81,-28.25467641112766
82,-28.11354173205272
83,-27.97104140726574
84,-27.870067942098252
85,-27.822405985382485
86,-27.823868920504932
87,-27.85548569888939
88,-27.913741119807735
89,-28.014574613318818
90,-28.18567047408667
91,-28.428821993324394
92,-28.746711454513484
93,-29.124347748410717
94,-29.570004875320663
95,-30.128808623906092
96,-30.78870212289593
97,-31.503805847840145
98,-32.330785569180634
99,-33.26284695870633
100,-34.294075490272625
101,-35.370202101683404
102,-36.43461776685521
103,-37.215345148811316
104,-37.577858570267416
105,-37.62282557073917
106,-37.510432019591065
107,-37.357390195592195
108,-37.20185498690535
109,-37.0335148127168
110,-36.85923063347356
111,-36.73918680041895
112,-36.658420008148745
113,-36.601264179441046
114,-36.553439135215655
115,-36.52825320476468
116,-36.54781475194453
117,-36.58977187284958
118,-36.653262437036275
119,-36.77624761926635
120,-36.94384826021035
121,-37.15693539965406
122,-37.42134076579031
123,-37.73994981593498
124,-38.1056794173541
125,-38.53893677317018
126,-39.032162282803476
127,-39.55424423714079
128,-40.143782864770436
129,-40.81467202210058
130,-41.54825591433949
131,-42.355248053908866
132,-43.192846017956846
133,-44.056779321484804
134,-44.8987946590984
135,-45.398399384116715
136,-45.6097044646726
137,-45.623012003727325
138,-45.536382638596734
139,-45.41301843709715
140,-45.26346522842611
141,-45.1494564644201
142,-45.06903784681763
143,-45.01290393306029
144,-44.98942374078854
145,-44.98724598549497
146,-45.00918276425362
147,-45.05019935675358
148,-45.11168321361429
149,-45.22461235951351
150,-45.34490183488042
151,-45.48370629643677
152,-45.65040769470749
153,-45.84692782627245
154,-46.098960889744866
155,-46.35065936099334
156,-46.66744407993888
157,-47.04200166104812
158,-47.46119874254267
159,-47.902379549021234
160,-48.413539830023446
161,-48.970066295070694
162,-49.57058414461279
163,-50.21246916953073
164,-50.910797553792214
165,-51.65393472940193
166,-51.95225381156641
167,-52.13655126674284
168,-52.21673034949218
169,-52.19894417148754
170,-52.135499920123344
171,-52.041583479800785
172,-51.94867261327276
173,-51.86352596359997
174,-51.801713050144265
175,-51.74405293375566
176,-51.729502517650204
177,-51.73265701377709
178,-51.7644492432082
179,-51.8120443508614
180,-51.890459926383926
181,-51.99668943738444
182,-52.12373472119105
183,-52.27333677379397
184,-52.45276330875345
185,-52.67353795161816
186,-52.92572116026026
187,-53.19379238451494
188,-53.50979450075534
189,-53.86232579916732
190,-54.24887937092052
191,-54.662337388862326
192,-55.129912159544595
193,-55.63359545370659
194,-56.13456928963736
195,-56.70118676118542
196,-57.270915520947234
197,-57.89532242932243
198,-58.15102999038779
199,-58.305087341393964
200,-58.3353244583829
201,-58.28828424511764
202,-58.212758725365035
203,-58.13164311223405
204,-58.06956263076822
205,-58.00231276333802
206,-57.99593150368437
207,-57.98315090074623
208,-57.9888698780806
209,-58.01993557412904
210,-58.0679241479018
211,-58.15105588405812
212,-58.25007991585251
213,-58.3609970627394
214,-58.49582835282753
215,-58.63514640562411
216,-58.80186174708304
217,-58.99325370936113
218,-59.21962381311399
219,-59.46541055790074
220,-59.71767671907144
221,-60.01087871083727
222,-60.32744253061618
223,-60.69154715119929
224,-61.077510846492956
225,-61.48225373072096
226,-61.93154535686271
227,-62.39339899692296
228,-62.904441513296405
229,-63.08883341066508
230,-63.236476672904104
231,-63.30744159625272
232,-63.33901839043877
