N,lnPi(N)
233,-63.33814212603623
234,-63.28691676764589
235,-63.237478820740655
236,-63.19740769875714
237,-63.17260629248444
238,-63.15182015028967
239,-63.1551468553173
240,-63.18064926733472
241,-63.19998435733054
242,-63.25354132908917
243,-63.31067422082151
244,-63.376672032818924
245,-63.50178367546224
246,-63.61878675030697
247,-63.76217156537241
248,-63.919511165835715
249,-64.09310492221984
250,-64.30611324410782
251,-64.52539882240855
252,-64.79167284487589
253,-65.01865134046733
254,-65.26051877956911
255,-65.51000348113281
256,-65.78967495767486
257,-66.08371488778303
258,-66.38359394759914
259,-66.67394730400072
260,-66.94871902663127
261,-67.13033990620151
262,-67.27861396393338
263,-67.38816077265032
264,-67.46509303517395
265,-67.48640370237268
266,-67.47280862587529
267,-67.43609565441486
268,-67.39568586669864
269,-67.34014167332091
270,-67.29212972700448
271,-67.2597651419142
272,-67.22988418471212
273,-67.23811433458572
274,-67.25839291954208
275,-67.28633031874068
276,-67.32904852642385
277,-67.38538724495005
278,-67.44879460845665
279,-67.5244279482171
280,-67.63081744550975
281,-67.76208786645363
282,-67.89765727994912
283,-68.0480074652975
284,-68.19941749307444
285,-68.38302217026131
286,-68.56480792694929
287,-68.76694561875638
288,-68.97462841527695
289,-69.19387812478605
290,-69.39804632958266
291,-69.59999418043063
292,-69.8483686643111
293,-70.08604187289335
294,-70.32206004775311
295,-70.52864099179159
296,-70.737803245645
297,-70.9169277767021
298,-71.08850141531809
299,-71.222462457945
300,-71.15942469780082
301,-71.10986742226036
302,-71.06928383918266
303,-71.0413291442634
304,-71.03206736357602
305,-71.03235069659135
306,-71.05027652501234
307,-71.07415718420302
308,-71.09904821521904
309,-71.1369839776171
310,-71.1903080136223
311,-71.25939949766696
312,-71.33773543796875
313,-71.43703707152407
314,-71.55650104317056
315,-71.69228636213984
316,-71.80570739678778
317,-71.9283817471122
318,-72.06931933462424
319,-72.2132012146614
320,-72.36502267888119
321,-72.52459950727517
322,-72.69070214374466
323,-72.85630655802485
324,-73.06702558404919
325,-73.2840727765432
326,-73.5092401616612
327,-73.7236501676937
328,-73.9225760968738
329,-74.10587904848244
330,-74.27928373913515
331,-74.44024497469945
332,-74.59250122252095
333,-74.73194471060171
334,-74.83708859203148
335,-74.90068964343128
336,-74.93709115343549
337,-74.96023778673673
338,-74.97735892512841
339,-74.99269784737871
340,-74.9901535033346
341,-74.99938410455313
342,-75.01854493945021
343,-75.0453608318284
344,-75.09055881650103
345,-75.15320115640617
346,-75.21782175115557
347,-75.3017504492359
348,-75.41185807882152
349,-75.53486657939743
350,-75.65791986578934
351,-75.7903629528983
352,-75.9343421881065
353,-76.09524872020448
354,-76.27366914837927
355,-76.41991537839473
356,-76.57519454197015
357,-76.74122890638148
358,-76.91523787451852
359,-77.08411112171135
360,-77.2475411937253
361,-77.4062282049343
362,-77.56771159234353
363,-77.61398009464294
364,-77.6603620687507
365,-77.70463026713725
366,-77.7498106787163
367,-77.79586937824175
368,-77.8496004195432
369,-77.90532044303355
370,-77.96294526494455
371,-77.92728814361705
372,-77.9020064427742
373,-77.88021262526388
374,-77.8687094791473
375,-77.87442947826234
376,-77.8867699834918
377,-77.9094631045501
378,-77.94438379002331
379,-77.99433537523447
380,-78.06145533210662
381,-78.13492081139434
382,-78.21264765794737
383,-78.29764949134676
384,-78.38975533062344
385,-78.48804635847729
386,-78.59633680684563
387,-78.7269299088843
388,-78.86674203767684
389,-79.01482170049812
390,-79.16737398924327
391,-79.31429246286163
392,-79.4553943582572
393,-79.60174520394922
394,-79.76315379298599
395,-79.78682182352412
396,-79.79555470271922
397,-79.7936175826949
398,-79.78467958598353
399,-79.77856442835724
400,-79.75660344564315
401,-79.72730242913251
402,-79.69955876990021
403,-79.64824228150846
404,-79.6026220258474
405,-79.56482063748923
406,-79.52720914220822
407,-79.50413983768539
408,-79.48481792781078
409,-79.47618336783911
410,-79.47817490169248
411,-79.51247260779736
412,-79.5450113376851
413,-79.58055442778912
414,-79.63713783106483
415,-79.69607705691952
416,-79.7603271903286
417,-79.835675022674
418,-79.92364859767082
419,-80.01615821812088
420,-80.1127041143333
421,-80.22363754988623
422,-80.33523165381536
423,-80.45645120672341
424,-80.58625111662673
425,-80.71451257291423
426,-80.82133006072297
427,-80.92134692959303
428,-81.01969745144724
429,-81.10250824792737
430,-81.17648257038582
431,-81.23295504460606
432,-81.27686263794084
433,-81.30766543512397
434,-81.23951963211135
435,-81.17291406493219
436,-81.10654430769459
437,-81.0425588290783
438,-80.98744231955733
439,-80.9358570629173
440,-80.90252630059788
441,-80.86547593519437
442,-80.83748601875855
443,-80.82107081594351
444,-80.81245847694278
445,-80.81863288485243
446,-80.82920651260694
447,-80.84481500271772
448,-80.86735748182276
449,-80.8951114111802
450,-80.93950651758601
451,-80.98479958934372
452,-81.03975365708692
453,-81.10060628076363
454,-81.17254369099781
455,-81.25365995579112
456,-81.34675029198763
457,-81.44266081509424
458,-81.54530597747798
459,-81.6523654578022
460,-81.7618383135707
461,-81.8723697537099
462,-81.99354496320491
463,-82.12262619999247
464,-82.2505545997543
465,-82.3772868281783
466,-82.47114863408693
467,-82.55635884205913
468,-82.64002942335246
469,-82.70119819777119
470,-82.75660497330591
471,-82.7983658148662
472,-82.82306978186641
473,-82.83584509686867
474,-82.82064681265867
475,-82.8042741809761
476,-82.79174113454599
477,-82.78183300469448
478,-82.77438075513334
479,-82.7698505153753
480,-82.7735241033263
481,-82.76021488311183
482,-82.75592451753772
483,-82.76298430141607
484,-82.77696199957407
485,-82.8050669689897
486,-82.8382554029196
487,-82.88116437243269
488,-82.92658131599038
489,-82.89187103410798
490,-82.85461739581419
491,-82.8194502612992
492,-82.7823816653244
493,-82.74330366129199
494,-82.70500427924742
495,-82.66848260214732
496,-82.6199704487631
497,-82.65218673856938
498,-82.6849089208525
499,-82.7070378174336
500,-82.7249867708054
501,-82.73862795618447
502,-82.75496766868322
503,-82.75733181359335
504,-82.75655104447081
505,-82.70145826448343
506,-82.64388664878518
507,-82.5870876885804
508,-82.535949074236
509,-82.49349621000655
510,-82.45127900946794
511,-82.41451854682944
512,-82.38949379021952
513,-82.36663489150698
514,-82.34401875325393
515,-82.32616420089084
516,-82.32580866311785
517,-82.33853991898651
518,-82.35805884505776
519,-82.37718544734729
520,-82.41609978005583
521,-82.4655748180594
522,-82.52915544515372
523,-82.59756755939111
524,-82.68018655022844
525,-82.77190358499037
526,-82.86927878635373
527,-82.97509066756704
528,-83.09274491685775
529,-83.23506105294194
530,-83.36949999783634
531,-83.51175377690348
532,-83.66571228238443
533,-83.83446567180295
534,-84.01909591647609
535,-84.21817656471885
536,-84.43827639464445
537,-84.67255467710356
538,-84.9096443121278
539,-85.1547598506433
540,-85.41644664904575
541,-85.6999723445106
542,-85.99241535287324
543,-86.29113379268061
544,-86.5996297150137
545,-86.91829061349297
546,-87.23933026942261
547,-87.59147463059469
548,-87.95366990169671
549,-88.33759450140262
550,-88.7319153242193
551,-89.13870489570263
552,-89.54589752372144
553,-89.97382394756028
554,-90.42412351725486
555,-90.88685830172902
556,-91.36048559650173
557,-91.84170765213145
558,-92.34921144793601
559,-92.87777528025624
560,-93.43113103383479
561,-93.98632387370712
562,-94.57020946798981
563,-95.17251775091846
564,-95.77933185325901
565,-96.40952667422974
566,-97.06379390654145
567,-97.75323136045795
568,-98.44008529925095
569,-99.13888187728342
570,-99.85402117366931
571,-100.58622958302927
572,-101.3391474118857
573,-102.1026542879332
574,-102.88165690181744
575,-103.68991246974628
576,-104.52758935111578
577,-105.36013786363611
578,-106.21790893348498
579,-107.09386322242034
580,-107.99813639683792
581,-108.92471323256211
582,-109.87304626216725
583,-110.8522617929597
584,-111.83588490224233
585,-112.84111259484632
586,-113.88122850173357
587,-114.92801449289985
588,-116.00048830445319
589,-117.09508900173564
590,-118.21201071483176
591,-119.36609364383771
592,-120.52416058302343
593,-121.69643768260143
594,-122.90811241857652
595,-124.16890733567847
596,-125.44566147190666
597,-126.74102079240811
598,-128.0750714959974
599,-129.44011952531957
600,-130.8364640359602
601,-132.25729973574207
602,-133.69418066760988
603,-135.1541444778676
604,-136.63437888684624
605,-138.13410156560957
606,-139.66497221686657
607,-141.22523014354593
608,-142.80683185217288
609,-144.43979498022486
610,-146.08195507283364
611,-147.7511540988068
612,-149.46044906139673
613,-151.17069845661644
614,-152.90903879454078
615,-154.67650759054587
616,-156.47191129884666
617,-158.28080882083904
618,-160.12747005423327
619,-161.99829738322015
620,-163.8979225504149
621,-165.83920471030217
622,-167.82677080152152
623,-169.8326665541924
624,-171.84878803393636
625,-173.93173947012028
626,-176.03965218974454
627,-178.16458979010784
628,-180.31063932724064
629,-182.52834413916204
630,-184.79305703999083
