N,lnPi(N)
90,-27.985092584417025
91,-28.221442598690178
92,-28.52967177468349
93,-28.912546157928517
94,-29.356148423396498
95,-29.915751118847783
96,-30.581287272764584
97,-31.310352623815984
98,-32.14940720718735
99,-33.07307239206564
100,-34.108227392479215
101,-35.18434059401425
102,-36.21706691960848
103,-36.88875481612143
104,-37.113530876884916
105,-37.08633595030097
106,-36.943129657032515
107,-36.78211805923709
108,-36.62869181976039
109,-36.46596873861681
110,-36.303211189669845
111,-36.19991378725089
112,-36.13434593467538
113,-36.10026215351539
114,-36.08099882725211
115,-36.083218173497905
116,-36.13052774260626
117,-36.19759083537481
118,-36.28671596643708
119,-36.4211580466316
120,-36.596147731005196
121,-36.81517283968507
122,-37.10253813953548
123,-37.43863795393253
124,-37.80515132791262
125,-38.25189550985691
126,-38.763268020660156
127,-39.284121236435446
128,-39.87361357502205
129,-40.54529975511529
130,-41.29850326493635
131,-42.126506349772576
132,-42.977600842403426
133,-43.86820013935072
134,-44.74567378929317
135,-45.186565331185754
136,-45.346361267783855
137,-45.31448427247706
138,-45.2138592937196
139,-45.07551612920924
140,-44.93344065595309
141,-44.811298680975405
142,-44.71692903984376
143,-44.66467109719717
144,-44.63682013156713
145,-44.63181056746434
146,-44.64558098132682
147,-44.677244880560124
148,-44.736765190923826
149,-44.83964087072844
150,-44.97028895222672
151,-45.111434621550224
152,-45.28183611828382
153,-45.4849675446373
154,-45.73781995155119
155,-46.00338362628717
156,-46.32126313762372
157,-46.70161532105154
158,-47.12745619982062
159,-47.58227442777403
160,-48.10182767757059
161,-48.65559834472943
162,-49.256460991775576
163,-49.90866276584327
164,-50.615669809709274
165,-51.36133005769689
166,-51.75669963317432
167,-52.04428162934486
168,-52.21128240995961
169,-52.24653566271376
170,-52.219003479485565
171,-52.133142398664184
172,-52.048796758118364
173,-51.97028691151394
174,-51.9188044975644
175,-51.87737353176442
176,-51.87116262488277
177,-51.88039543568916
178,-51.92858933844407
179,-51.98324956186462
180,-52.06286539611717
181,-52.17742950156244
182,-52.304175550595566
183,-52.4450738264558
184,-52.611107749986644
185,-52.81952662881838
186,-53.06483094726312
187,-53.3254150682544
188,-53.64312939144802
189,-54.00025868392099
190,-54.399502107742535
191,-54.82416538518991
192,-55.297456325617695
193,-55.804775354662624
194,-56.31375583794629
195,-56.86921059363758
196,-57.44543927865953
197,-58.07446674520495
198,-58.42785767855152
199,-58.70047490783003
200,-58.87989853841408
201,-58.96015429621806
202,-58.986622434617644
203,-58.97370940910639
204,-58.937755188002704
205,-58.883386535412086
206,-58.872243180848535
207,-58.860888373144554
208,-58.86513490032579
209,-58.88897965216882
210,-58.9416865632259
211,-59.03267105729461
212,-59.14067005736919
213,-59.25393854692003
214,-59.37405921765978
215,-59.48565972803058
216,-59.63435358253646
217,-59.807882426235444
218,-60.00805467737147
219,-60.236078701593385
220,-60.46280249774821
221,-60.73540780907723
222,-61.04599103241354
223,-61.41806213248998
224,-61.813860872787586
225,-62.22349294486301
226,-62.67582069519688
227,-63.14391375302302
228,-63.662910198814366
229,-63.92490821150922
230,-64.16531247873661
231,-64.34611584054048
232,-64.46981107332003
233,-64.54013072442997
234,-64.54976752004177
235,-64.55096245411133
236,-64.52439216437486
237,-64.50072008897936
238,-64.48749343277716
239,-64.48758860869728
240,-64.5070976529141
241,-64.52828987033257
242,-64.57534787394012
243,-64.63491091730123
244,-64.70805316979674
245,-64.79987292352016
246,-64.89843185706121
247,-65.01951700136127
248,-65.14881997730886
249,-65.30390808114555
250,-65.49000455058413
251,-65.69056979888809
252,-65.92970971252522
253,-66.1547685902646
254,-66.40377488621057
255,-66.65473697273941
256,-66.92669047104113
257,-67.22287095379005
258,-67.51763574389922
259,-67.80093831407258
260,-68.06503544649269
261,-68.22643311345229
262,-68.36237173492759
263,-68.45417485601244
264,-68.51490801389417
265,-68.519014607837
266,-68.48703012860909
267,-68.43665184603334
268,-68.40128975250784
269,-68.34260518100764
270,-68.29158037345313
271,-68.26418453582605
272,-68.23583977175764
273,-68.24195867887084
274,-68.2522015519621
275,-68.27141097030443
276,-68.30778268102026
277,-68.36287587347934
278,-68.42666338623964
279,-68.50620818806793
280,-68.61335391119644
281,-68.7419000983622
282,-68.87360093840849
283,-69.02401940581582
284,-69.17882151834067
285,-69.35047698769003
286,-69.53381610003338
287,-69.73260514834624
288,-69.93918960089432
289,-70.14812916571299
290,-70.35131376664498
291,-70.55480774943379
292,-70.79648961971621
293,-71.03270297883903
294,-71.26258348806398
295,-71.46686624552491
296,-71.6879455689398
297,-71.87576540072769
298,-72.06247238706207
299,-72.2261691332835
300,-72.16847466564654
301,-72.12437738902608
302,-72.09017229426867
303,-72.06802375176926
304,-72.06219141771612
305,-72.06656899054656
306,-72.08656609927549
307,-72.10920896568572
308,-72.13296002799476
309,-72.16188673936857
310,-72.20628716615141
311,-72.26309268328076
312,-72.32432895018972
313,-72.41205982291613
314,-72.5193948435028
315,-72.63906646177928
316,-72.76245099628201
317,-72.89730535259066
318,-73.04514834275882
319,-73.1952121425686
320,-73.35443676509311
321,-73.53204963960191
322,-73.71691460269965
323,-73.89711618452313
324,-74.0725960110478
325,-74.24051716116992
326,-74.40018783623084
327,-74.53706190295792
328,-74.64050088292463
329,-74.71612653368148
330,-74.76492712589798
331,-74.80192590180899
332,-74.89599783377014
333,-74.97770124830377
334,-75.03454191612833
335,-75.05977534244533
336,-75.0669174634222
337,-75.06749665540595
338,-75.07326228661661
339,-75.08452597142046
340,-75.08579525051145
341,-75.10319215775104
342,-75.12657316943721
343,-75.16108051168615
344,-75.21428365611291
345,-75.28350095755007
346,-75.35416871560022
347,-75.44811842296485
348,-75.5577379130091
349,-75.68552960434585
350,-75.81178925154089
351,-75.94722297209181
352,-76.09354360437634
353,-76.26241040730018
354,-76.44980522783571
355,-76.5995857820267
356,-76.75521070882395
357,-76.91844412770025
358,-77.0850603223801
359,-77.25105544896803
360,-77.41018591480255
361,-77.55868711205777
362,-77.6929210089859
363,-77.6570961062863
364,-77.62783596445168
365,-77.59887024004034
366,-77.57717204049678
367,-77.55851009196039
368,-77.55235006143943
369,-77.5542443550389
370,-77.56541900448778
371,-77.52756119021089
372,-77.49712845316476
373,-77.47451990060529
374,-77.46188690384747
375,-77.46897229695202
376,-77.48628941407549
377,-77.50987629677597
378,-77.54657781150874
379,-77.6007607790782
380,-77.67207628990202
381,-77.74849369767365
382,-77.82763430368918
383,-77.91550067479155
384,-78.01380694417814
385,-78.1167579128815
386,-78.23421688350012
387,-78.37407809473913
388,-78.52591270445679
389,-78.68679835221695
390,-78.85425716424322
391,-79.01918180881776
392,-79.18842579862769
393,-79.36579103642609
394,-79.56018918996865
395,-79.5916944299783
396,-79.60944411543412
397,-79.61780358185985
398,-79.61904870531704
399,-79.62110515583097
400,-79.60859685782272
401,-79.58338369267992
402,-79.55438101259426
403,-79.50931137851052
404,-79.46698089587298
405,-79.43296159225342
406,-79.39817150867674
407,-79.37794263401808
408,-79.36617137926517
409,-79.35788839182695
410,-79.36410229212778
411,-79.39508488629642
412,-79.42602258368078
413,-79.46155015324258
414,-79.51537636084893
415,-79.57741364741408
416,-79.64664738029765
417,-79.7230882509283
418,-79.80192092298601
419,-79.87280233183489
420,-79.95253985846877
421,-80.04523018999943
422,-80.13507271230789
423,-80.2301508169284
424,-80.32595373793195
425,-80.41741381731869
426,-80.53480602425802
427,-80.64675680393663
428,-80.75978313211563
429,-80.86173668829865
430,-80.95772534288342
431,-81.03156439413205
432,-81.0957376735276
433,-81.14007002792226
434,-81.11938285211693
435,-81.09035129358291
436,-81.05669580360276
437,-81.01577677201607
438,-80.97506549024885
439,-80.93124937626058
440,-80.90452204067194
441,-80.86926522608853
442,-80.83795665532722
443,-80.82081578865302
444,-80.81034431601124
445,-80.80929062080745
446,-80.81552835203239
447,-80.82489299410223
448,-80.84618963819777
449,-80.87835529650654
450,-80.92829359417438
451,-80.98173469048277
452,-81.04519334476801
453,-81.11667865429469
454,-81.1971261080268
455,-81.28097297736868
456,-81.37633110119799
457,-81.48124688095169
458,-81.58898130186701
459,-81.7018482953506
460,-81.81265189595612
461,-81.92901365887747
462,-82.05213955185398
463,-82.18171303754248
464,-82.31037298499234
465,-82.44539624550534
466,-82.50885315495933
467,-82.56563246323802
468,-82.61805500304571
469,-82.6557092056753
470,-82.6879940207941
471,-82.71207397139973
472,-82.72682292114222
473,-82.73956001883343
474,-82.72976274203889
475,-82.7183131183079
476,-82.71155381754642
477,-82.7022159071858
478,-82.69813576976762
479,-82.70507444215608
480,-82.71635083307486
481,-82.70780221715431
482,-82.70773120833829
483,-82.72140952623471
484,-82.74387418098418
485,-82.78064725734627
486,-82.82367354672017
487,-82.87536272013836
488,-82.93033544071167
489,-82.88669405435408
490,-82.84107095885759
491,-82.79990907279746
492,-82.756339154885
493,-82.71071976105254
494,-82.66768382375997
495,-82.62864429868642
496,-82.57241617251012
497,-82.58767001353407
498,-82.59870558289286
499,-82.59621541438938
500,-82.58939847181846
501,-82.5718365246244
502,-82.55234989491498
503,-82.51206025849791
504,-82.46742748932505
505,-82.40937822278687
506,-82.34869288433018
507,-82.28853267138132
508,-82.22777440764226
509,-82.17615132316256
510,-82.13150690009668
511,-82.09233211894887
512,-82.06181789079669
513,-82.04005301140033
514,-82.0149952098461
515,-81.99568868683164
516,-81.99361817331048
517,-82.00229496938283
518,-82.02266316453586
519,-82.04342376573099
520,-82.08199083382412
521,-82.12784493632286
522,-82.1949178282763
523,-82.267764163564
524,-82.34883587018484
525,-82.43923569195164
526,-82.5355338697353
527,-82.63839410388697
528,-82.75188140513211
529,-82.89045994650722
530,-83.02676380624156
531,-83.16984039587439
532,-83.32705245076316
533,-83.49298726285802
534,-83.67348688953929
535,-83.86125259957478
536,-84.06890750890382
537,-84.30222277621725
538,-84.54001839070101
539,-84.78462076729721
540,-85.04636478815083
541,-85.32963103654095
542,-85.62699967506906
543,-85.93324523406623
544,-86.23241114041997
545,-86.5451274720401
546,-86.86011020430061
547,-87.20653156003887
548,-87.56716384837944
549,-87.95004180162961
550,-88.34492245773079
551,-88.74907850594427
552,-89.16673236709264
553,-89.6004431682532
554,-90.05149806054608
555,-90.51807794851075
556,-90.99345043170705
557,-91.47312500578845
558,-91.97261190866118
559,-92.49644309907602
560,-93.05619775936235
561,-93.62381146980424
562,-94.21012190649544
563,-94.81669647153417
564,-95.42764531442417
565,-96.05526791613462
566,-96.70890305118243
567,-97.38978320661724
568,-98.08178061101886
569,-98.77993158464344
570,-99.49670142708105
571,-100.2307269650812
572,-100.9786328023828
573,-101.7366182870184
574,-102.51463320593426
575,-103.3169876714665
576,-104.15093231796368
577,-104.98824591203012
578,-105.85170761906475
579,-106.73131682722317
580,-107.64637897517423
581,-108.58289339003058
582,-109.55552306994545
583,-110.54931034652219
584,-111.52919288814086
585,-112.52776636645883
586,-113.56023069873503
587,-114.60184942011496
588,-115.67877438538412
589,-116.77337097382386
590,-117.89879905281884
591,-119.06325840973244
592,-120.20957973534256
593,-121.37228343787523
594,-122.56645099914304
595,-123.80068868089504
596,-125.06799809758935
597,-126.35902647102154
598,-127.6929718012941
599,-129.06155845237294
600,-130.44392890273102
601,-131.8510448915932
602,-133.27511983473516
603,-134.72170013098068
604,-136.1908784996113
605,-137.68957954659894
606,-139.2130715851505
607,-140.78298855662885
608,-142.37466034349168
609,-144.0079918233313
610,-145.64492492569872
611,-147.3176706784908
612,-149.0249823449592
613,-150.72879918108723
614,-152.47375965319588
615,-154.2377071683354
616,-156.04441752316174
617,-157.85651582293957
618,-159.70962120538923
619,-161.57998883614493
620,-163.48220553145387
621,-165.4112537421075
622,-167.3875535028099
623,-169.40074385700606
624,-171.42408469236724
625,-173.50527503754984
626,-175.6395129175849
627,-177.7743604574985
628,-179.9279924785457
629,-182.12461944944917
630,-184.3606864677864
