N,lnPi(N)
480,-84.19959065349084
481,-84.18705671307727
482,-84.1814782055697
483,-84.1889197959436
484,-84.20322814184397
485,-84.23125562761763
486,-84.26461979427927
487,-84.30439037456337
488,-84.34546308485038
489,-84.26798959195199
490,-84.18704740232106
491,-84.110656270951
492,-84.02854144608177
493,-83.94492578960656
494,-83.86240130783168
495,-83.7833066645639
496,-83.6906196079211
497,-83.7253983052976
498,-83.76079016250249
499,-83.78095818155975
500,-83.80301984592599
501,-83.8213607029043
502,-83.8430890725221
503,-83.85034999069225
504,-83.85852660358583
505,-83.80327149002649
506,-83.74538980217477
507,-83.6905097192845
508,-83.63953962863383
509,-83.60246393573784
510,-83.56607146720333
511,-83.53479325836518
512,-83.51510218100962
513,-83.49455997269884
514,-83.46971562355874
515,-83.4526318176671
516,-83.44622003898475
517,-83.4492315718023
518,-83.46614430294517
519,-83.48454303750981
520,-83.52269071746194
521,-83.56607945002138
522,-83.62790731019732
523,-83.69458919979571
524,-83.77158813826058
525,-83.85779633344347
526,-83.95594373818732
527,-84.05697301554439
528,-84.1726325980461
529,-84.3077180916588
530,-84.44271724767249
531,-84.58912582634451
532,-84.74025370327728
533,-84.90444906613997
534,-85.08873523667589
535,-85.28452231549372
536,-85.50266548949686
537,-85.73369523244716
538,-85.96413152691775
539,-86.20614097875544
540,-86.46343062718375
541,-86.74459986179723
542,-87.03437780568906
543,-87.33364111172045
544,-87.63923947282686
545,-87.96348075399138
546,-88.28479213853126
547,-88.63348434769678
548,-88.99416367379838
549,-89.3805210914079
550,-89.77891144320984
551,-90.19195476413401
552,-90.60454627821882
553,-91.03452591223326
554,-91.48202669508329
555,-91.94534583625352
556,-92.42115566595332
557,-92.9106972610114
558,-93.4245327106321
559,-93.9637110603019
560,-94.51704668791018
561,-95.07798847510202
562,-95.66037737339988
563,-96.26277912543512
564,-96.87141227093966
565,-97.49981497836717
566,-98.15722932577049
567,-98.83885535487964
568,-99.51254595517985
569,-100.19826945594356
570,-100.90990573387512
571,-101.64010103241998
572,-102.38229455435398
573,-103.14614909376635
574,-103.92932098622417
575,-104.74392805157503
576,-105.58334828405633
577,-106.42013634229784
578,-107.28076422136927
579,-108.1598431261488
580,-109.07139418140815
581,-110.00721899540113
582,-110.96989946185481
583,-111.95798972526507
584,-112.9352050798028
585,-113.93621363751892
586,-114.97483269166807
587,-116.02003864226928
588,-117.08688813070694
589,-118.18370804474428
590,-119.30978569360563
591,-120.47753915704902
592,-121.63671677210286
593,-122.8052630452881
594,-124.01372583790989
595,-125.26784605491844
596,-126.54008508451338
597,-127.83197052747927
598,-129.15894551919953
599,-130.52050574486248
600,-131.88967448401172
601,-133.29533189985477
602,-134.7155816484497
603,-136.15718392512264
604,-137.62556245533057
605,-139.12190688938716
606,-140.64400898355078
607,-142.2217133802773
608,-143.82345340630425
609,-145.45805728755886
610,-147.09679760141213
611,-148.75657084535405
612,-150.46173319655108
613,-152.16855040705636
614,-153.9053585196903
615,-155.67857416866593
616,-157.48904833319682
617,-159.3090897509189
618,-161.17952992645635
619,-163.05238342084104
620,-164.9490977919318
621,-166.88041813938017
622,-168.87146919069946
623,-170.86809304383627
624,-172.88471672445715
625,-174.9588408062025
626,-177.0717888054586
627,-179.19649345639385
628,-181.35395061214098
629,-183.56455474233712
630,-185.82392163548397
