N,lnPi(N)
0,-0.05156457426753112
1,-3.069763526003468
2,-6.024341354722099
3,-7.9581548960754676
4,-7.719215259858042
5,-8.428365651882345
6,-9.722538413576688
7,-10.7502061864693
8,-11.57719348182349
9,-12.283085357519903
10,-12.850957197803064
11,-13.239435747870099
12,-13.513168327648586
13,-13.67805409837499
14,-13.768314624134131
15,-13.792547327876164
16,-13.705483828190827
17,-13.562899790349082
18,-13.363295395242693
19,-13.107257873488432
20,-12.803009452735612
21,-12.43913867761185
22,-12.035530166861964
23,-11.638065713293585
24,-11.247352317112977
25,-10.85975671850281
26,-10.52006997470971
27,-10.275417920273869
28,-10.124368610820275
29,-10.06025777785824
30,-10.176974854118608
31,-10.521746264299644
32,-11.19039674571457
33,-12.210186232734982
34,-13.554651596525993
35,-15.183808076712488
36,-16.87959340586832
37,-18.276635287383648
38,-19.304298937435682
39,-20.131713691726084
40,-20.7890123340467
41,-21.212779965147753
42,-21.44857701316589
43,-21.534822560244102
44,-21.487055662535724
45,-21.352415967331147
46,-21.171316259313993
47,-20.95643649242488
48,-20.701202581056553
49,-20.434342335883493
50,-20.146690554394294
51,-19.86079161604835
52,-19.588631875234714
53,-19.349561126179218
54,-19.135775553151287
55,-18.97449825325089
56,-18.854856673828124
57,-18.79896177817991
58,-18.818357465494206
59,-18.903389244390926
60,-19.09117567968115
61,-19.397298240353713
62,-19.815694424937167
63,-20.345833430724433
64,-21.050544715925565
65,-21.895216584493934
66,-22.903426342544932
67,-24.061937023243175
68,-25.33690286711142
69,-26.654998334887026
70,-27.853075068516667
71,-28.740500659583525
72,-29.29231359498484
73,-29.450767660800665
74,-29.414528449872567
75,-29.288381314924973
76,-29.108093861645433
77,-28.916352583193923
78,-28.714822440555665
79,-28.51312783245213
80,-28.30698736635032
81,-28.143630645070306
82,-28.003805212518486
83,-27.874682633629543
84,-27.784821297624955
85,-27.733544565704747
86,-27.734912943371285
87,-27.765896717714657
88,-27.829134339432247
89,-27.929512570547622
90,-28.105969403139788
91,-28.353043990921865
92,-28.665242905455976
93,-29.04799848740245
94,-29.4904732371541
95,-30.044475006084358
96,-30.696397399939713
97,-31.427732649474038
98,-32.255882834255985
99,-33.16867235495139
100,-34.205118124944974
101,-35.29088479205606
102,-36.349573662014585
103,-37.056916003374454
104,-37.36197676470307
105,-37.38258099094631
106,-37.26543592548734
107,-37.1068330098357
108,-36.95283930461843
109,-36.78553727866194
110,-36.621635633848186
111,-36.52460426951263
112,-36.45802515052014
113,-36.422124828448005
114,-36.3961158408438
115,-36.39110967401764
116,-36.435984025804615
117,-36.50725139465036
118,-36.59611260036422
119,-36.723749874010764
120,-36.89007895710761
121,-37.107666016489354
122,-37.381617340484546
123,-37.71841601053624
124,-38.09741372156683
125,-38.54054900367679
126,-39.050208640063
127,-39.58928018810916
128,-40.20102632568306
129,-40.87593650228375
130,-41.63052502215881
131,-42.465876768009956
132,-43.32299760122933
133,-44.21531747797058
134,-45.09994215026307
135,-45.63544571928325
136,-45.877399439202335
137,-45.90095520055336
138,-45.81563763935976
139,-45.691024418933395
140,-45.55319811245765
141,-45.438453106586245
142,-45.35643499912181
143,-45.293478558320615
144,-45.260728027017876
145,-45.245199964824806
146,-45.249708568051574
147,-45.275360103121315
148,-45.31553118646367
149,-45.39916183158284
150,-45.510134390094805
151,-45.66124421903588
152,-45.83066045113571
153,-46.02943133155625
154,-46.28217778616481
155,-46.54750253107925
156,-46.86752953512919
157,-47.25373138942449
158,-47.67452365025205
159,-48.117278470359786
160,-48.624896070039156
161,-49.17552942579589
162,-49.77086597688368
163,-50.40574324095738
164,-51.09594011952054
165,-51.833701684059704
166,-52.12725344553066
167,-52.302363733750376
168,-52.34961947154916
169,-52.31570366953479
170,-52.242517907079474
171,-52.13474149080837
172,-52.04488107645104
173,-51.96472199034942
174,-51.90660907023815
175,-51.859087592703716
176,-51.85136536798929
177,-51.85349538108338
178,-51.899901660924286
179,-51.9579320814367
180,-52.03846648035473
181,-52.14330163314384
182,-52.26531663180708
183,-52.41501584908978
184,-52.59482830901744
185,-52.80469601895927
186,-53.0468202654399
187,-53.32052609341208
188,-53.650797949774955
189,-54.01197620470574
190,-54.412383947683274
191,-54.83329060983077
192,-55.308095694548584
193,-55.83091847836414
194,-56.35551444074553
195,-56.93601620588174
196,-57.52575380829474
197,-58.16754470851054
198,-58.50751352267206
199,-58.76964414509137
200,-58.933604058073925
201,-59.000297329200535
202,-59.01743884908204
203,-59.00160626835806
204,-58.968296307516304
205,-58.90942766110659
206,-58.91120574851814
207,-58.91042627580747
208,-58.92419918485797
209,-58.96466753644312
210,-59.016941989566256
211,-59.10014358969197
212,-59.20421059758116
213,-59.33373309726968
214,-59.46219952552923
215,-59.596408941916536
216,-59.759903757164395
217,-59.952849416726586
218,-60.17296709274206
219,-60.41038340263313
220,-60.656869105135584
221,-60.93977617754674
222,-61.24835408661408
223,-61.61409563668281
224,-61.995368929043075
225,-62.40749035246841
226,-62.857976437167586
227,-63.31378439545744
228,-63.808859061729294
229,-64.11740247632423
230,-64.39820686392795
231,-64.60988841842381
232,-64.75050035335202
233,-64.82612117127617
234,-64.84492745754089
235,-64.83877984757837
236,-64.80846482833327
237,-64.77256129512415
238,-64.75254598811894
239,-64.7533795534607
240,-64.76112042937018
241,-64.77431774443848
242,-64.81440736861738
243,-64.86380896355669
244,-64.92288025539334
245,-65.03727817508185
246,-65.16216284083183
247,-65.30690144547816
248,-65.46280950801021
249,-65.6335387850582
250,-65.84986426859952
251,-66.07118637299973
252,-66.3265149607709
253,-66.55656970050765
254,-66.80851117643397
255,-67.07684865564393
256,-67.36300172665285
257,-67.67420053244808
258,-67.98212129183389
259,-68.29712723462087
260,-68.59841843570555
261,-68.68095634860234
262,-68.72674590336426
263,-68.74205585092429
264,-68.72789437964434
265,-68.67017575003932
266,-68.6015666864247
267,-68.52813072309151
268,-68.48242346703246
269,-68.42560315111994
270,-68.3786394190684
271,-68.34109124576459
272,-68.31429402545723
273,-68.32158695589578
274,-68.34231642864643
275,-68.36465982593654
276,-68.40187280647211
277,-68.45512527610683
278,-68.52396054153067
279,-68.6114239383923
280,-68.71690446585347
281,-68.85204785861822
282,-68.9932576092488
283,-69.15992231418451
284,-69.32390923107646
285,-69.52154069852557
286,-69.71109344320415
287,-69.9269592158732
288,-70.15010661602533
289,-70.38423060669886
290,-70.61207323624923
291,-70.84553099613348
292,-71.17634999397384
293,-71.52229743176508
294,-71.87819506437741
295,-72.2170904906365
296,-72.58644374105
297,-72.93031590690781
298,-73.29089373843297
299,-73.61737742847114
300,-73.56304115565408
301,-73.51913384358534
302,-73.48379619507581
303,-73.46001119476401
304,-73.45424906204092
305,-73.46192106275109
306,-73.48004062853136
307,-73.50310420392375
308,-73.5247192642331
309,-73.56139585558373
310,-73.60783850093011
311,-73.6670988152249
312,-73.73403887068625
313,-73.81940596543977
314,-73.92698510832109
315,-74.0467649016972
316,-74.17826050943665
317,-74.31943024574258
318,-74.47801410135571
319,-74.64121785225512
320,-74.81814873416924
321,-75.01645044997225
322,-75.22180571606964
323,-75.4142164923034
324,-75.59518339916933
325,-75.76894438127627
326,-75.94468580294391
327,-76.09452856652543
328,-76.21088178162614
329,-76.30236560267929
330,-76.37922521761855
331,-76.44455305984467
332,-76.51268434518065
333,-76.57234611337103
334,-76.60565007165387
335,-76.61443020845842
336,-76.61047675774748
337,-76.60617888653721
338,-76.6082516212755
339,-76.61194666174312
340,-76.60989051966742
341,-76.62475560007026
342,-76.64695868622167
343,-76.67916060767139
344,-76.72423710855828
345,-76.7901762202751
346,-76.85920108943765
347,-76.94582236172977
348,-77.05334701291557
349,-77.17416725327763
350,-77.29738872167373
351,-77.43480279698554
352,-77.58414325200013
353,-77.75286440644084
354,-77.93442474972902
355,-78.0875687166603
356,-78.24651328121564
357,-78.42346891344506
358,-78.60359767742148
359,-78.78253237970755
360,-78.95709417958332
361,-79.12983999261043
362,-79.30224536605833
363,-79.34775101299523
364,-79.39484955410683
365,-79.4424549142454
366,-79.48757238837464
367,-79.53462987934323
368,-79.58985909458447
369,-79.64473297221434
370,-79.70335811898599
371,-79.67039010801072
372,-79.64411816129413
373,-79.6212848836261
374,-79.61023062102824
375,-79.61981881958665
376,-79.63847820281812
377,-79.66542859835093
378,-79.70232832449355
379,-79.76438453984332
380,-79.84039839140483
381,-79.92166168316784
382,-80.003145161179
383,-80.09742088331865
384,-80.20322900143573
385,-80.31539466739164
386,-80.43905609130738
387,-80.57169385870151
388,-80.71023422078304
389,-80.85962831971464
390,-81.0179192565942
391,-81.17286894389015
392,-81.32598458605236
393,-81.482497679176
394,-81.6533433675981
395,-81.7176076097214
396,-81.76393616771053
397,-81.79992752174854
398,-81.82040859390696
399,-81.84382728117198
400,-81.83753504478712
401,-81.82245716037414
402,-81.80395844392442
403,-81.75101344471739
404,-81.70029000047485
405,-81.66089980138076
406,-81.62405410986906
407,-81.60250793441116
408,-81.5894245379206
409,-81.58448620417573
410,-81.59082572583515
411,-81.6189128582784
412,-81.647323083318
413,-81.67721520666967
414,-81.72764346444868
415,-81.78646808132709
416,-81.85244314007237
417,-81.923810033598
418,-82.00596933592767
419,-82.08617583460386
420,-82.1665326435534
421,-82.25245649911794
422,-82.34325334311914
423,-82.43633759849519
424,-82.5343049957427
425,-82.62586961535621
426,-82.72623773151439
427,-82.82054036513105
428,-82.91242843974088
429,-82.99736104872623
430,-83.07305485141602
431,-83.13417215429004
432,-83.17972453601926
433,-83.21263602849481
434,-83.1665402652557
435,-83.11417158202012
436,-83.05970779309826
437,-83.00269290834001
438,-82.95143106673314
439,-82.90440085568318
440,-82.87573778192306
441,-82.84305922240227
442,-82.80648800051553
443,-82.78314197736347
444,-82.77120826537123
445,-82.7657026536729
446,-82.76912175974182
447,-82.77624374786282
448,-82.78996761599419
449,-82.80748561521963
450,-82.84821955485428
451,-82.89325843153486
452,-82.94643409501668
453,-83.00537173582285
454,-83.07574557248437
455,-83.15118552741797
456,-83.2323650907416
457,-83.32514370995189
458,-83.41882031310702
459,-83.51348928597012
460,-83.60780913555516
461,-83.70608668187256
462,-83.81315497536508
463,-83.92401407928635
464,-84.02894362844182
465,-84.13018348725868
466,-84.17246294098655
467,-84.20499064407129
468,-84.23244991236716
469,-84.247666841361
470,-84.25935110548872
471,-84.26043689125156
472,-84.26058870578822
473,-84.26355323585545
474,-84.25337334947189
475,-84.23988848615856
476,-84.22917647920065
477,-84.21931229053182
478,-84.20739470575873
479,-84.20086353209429
