N,lnPi(N)
248,-65.21508480072146
249,-65.38416261731086
250,-65.5871782797932
251,-65.80218869123432
252,-66.06896835429988
253,-66.31069303555218
254,-66.55930199669497
255,-66.82512117325783
256,-67.11281057021674
257,-67.42166018936491
258,-67.73309392638515
259,-68.0437648854423
260,-68.3549221365467
261,-68.48568256499357
262,-68.58154626538524
263,-68.64125024422388
264,-68.67816632652037
265,-68.66551022409804
266,-68.62343230364984
267,-68.57347220677211
268,-68.5250539171079
269,-68.47214168146412
270,-68.42744946456325
271,-68.39751681142556
272,-68.37104461392418
273,-68.38094217893546
274,-68.39247993512555
275,-68.419504260316
276,-68.46443842633096
277,-68.51710214852812
278,-68.58920065043004
279,-68.68446435674852
280,-68.79688500607631
281,-68.92283786505494
282,-69.06120451485782
283,-69.22608172528355
284,-69.389220022681
285,-69.57064864855339
286,-69.74415340384226
287,-69.93651878469332
288,-70.13256391321062
289,-70.33581768211062
290,-70.53446736994223
291,-70.71790247691422
292,-70.97698228493503
293,-71.24075744239059
294,-71.49950764994774
295,-71.74771258508663
296,-72.01823548232622
297,-72.26298829153154
298,-72.51531865744838
299,-72.7362319160861
300,-72.66059981172013
301,-72.59850741074317
302,-72.54839954880633
303,-72.50873650773227
304,-72.48910357876704
305,-72.47796374836678
306,-72.4834839425931
307,-72.49084214512496
308,-72.51927304435105
309,-72.5574876740926
310,-72.60624696580409
311,-72.67314346466043
312,-72.75108465921785
313,-72.85148407438567
314,-72.969542353571
315,-73.10512315696306
316,-73.23075994784577
317,-73.36710476099755
318,-73.51893612666655
319,-73.67153826174669
320,-73.82935324253489
321,-74.00650219210098
322,-74.18846217791531
323,-74.36403759886714
324,-74.56099085106445
325,-74.75491501217665
326,-74.94293709625359
327,-75.11240988594956
328,-75.25376704742446
329,-75.37161017553593
330,-75.46987828743389
331,-75.56092117771358
332,-75.72010147835378
333,-75.86150798519981
334,-75.96676674684097
335,-76.03096462267051
336,-76.0657416528756
337,-76.08482270586912
338,-76.09969921076262
339,-76.11367607179159
340,-76.11456016349779
341,-76.13274736213965
342,-76.15884401834074
343,-76.19086391944951
344,-76.24152592071519
345,-76.30916764127335
346,-76.37841486337285
347,-76.46937976431711
348,-76.58733614106832
349,-76.714200295329
350,-76.837838656186
351,-76.97608346345743
352,-77.12804853117606
353,-77.30479492150093
354,-77.49495189517117
355,-77.64748049947637
356,-77.80613442941899
357,-77.97719254296454
358,-78.15625049858653
359,-78.33383879101369
360,-78.50566872325211
361,-78.67495101273795
362,-78.83935123677901
363,-78.88559932013565
364,-78.93694190895715
365,-78.9849187890374
366,-79.03374225777593
367,-79.08078572008975
368,-79.13860215382077
369,-79.19274974206614
370,-79.24788285168776
371,-79.21671286867075
372,-79.19686216723636
373,-79.18117230979526
374,-79.17195351872722
375,-79.18409616060532
376,-79.20150670965718
377,-79.22839052155156
378,-79.26804250521671
379,-79.3236401252837
380,-79.39511785131366
381,-79.46838202715281
382,-79.54584450484718
383,-79.63132658096764
384,-79.72806177981575
385,-79.8235626823286
386,-79.93301141755725
387,-80.06104995780417
388,-80.20029904178269
389,-80.34761501555064
390,-80.50111749923151
391,-80.64842031227423
392,-80.79558003991933
393,-80.94814213816505
394,-81.11242917289849
395,-81.15532366763281
396,-81.18609713369051
397,-81.20743576185522
398,-81.21632959727279
399,-81.22798128748103
400,-81.21605596808475
401,-81.19347641395596
402,-81.17565016729839
403,-81.11801151756433
404,-81.06657139141305
405,-81.02593497364059
406,-80.9847451018405
407,-80.95596871552769
408,-80.93709190947871
409,-80.92453363606862
410,-80.9279001936509
411,-80.96062338685002
412,-80.99578413680086
413,-81.03989309721544
414,-81.10155068241559
415,-81.17275068345567
416,-81.25095156752725
417,-81.3319145800766
418,-81.41600048968158
419,-81.49777856511909
420,-81.5830237215925
421,-81.6727232492826
422,-81.76901299036885
423,-81.87115708900856
424,-81.98077637204361
425,-82.08310890246379
426,-82.20850997947335
427,-82.33378006895987
428,-82.45818837273386
429,-82.57392837637119
430,-82.6790090153293
431,-82.76368243336027
432,-82.83196800240103
433,-82.88411317553613
434,-82.86286881133506
435,-82.83003398958535
436,-82.79085387359595
437,-82.74726052795344
438,-82.70824506204684
439,-82.66545985034409
440,-82.63657603596813
441,-82.59453883900674
442,-82.5596082130635
443,-82.53997312327564
444,-82.52834952096445
445,-82.52618920738934
446,-82.53151844605485
447,-82.53501222574585
448,-82.55000369468416
449,-82.56890314613409
450,-82.61233008055191
451,-82.6586174816074
452,-82.7073463195129
453,-82.76670821038101
454,-82.83673479099679
455,-82.91414356113316
456,-83.00199325272033
457,-83.09785825011046
458,-83.21639121749281
459,-83.34440719044366
460,-83.47782913836775
461,-83.61724290763422
462,-83.77034989030109
463,-83.93240283637574
464,-84.09372232961773
465,-84.2607477031892
466,-84.30294572979493
467,-84.33460866999272
468,-84.35410716531544
469,-84.35744943924254
470,-84.35376304558318
471,-84.33419179214836
472,-84.30700322312634
473,-84.27614105372402
474,-84.26118837605287
475,-84.24332813775612
476,-84.23140273131892
477,-84.22052363271226
478,-84.21027310481533
479,-84.21013681273816
480,-84.21581559235005
481,-84.21652063946496
482,-84.22552932036156
483,-84.245788407703
484,-84.27643055054877
485,-84.31910060057791
486,-84.36990895913061
487,-84.42704424368776
488,-84.48827317686045
489,-84.42872494817644
490,-84.3670083091038
491,-84.3067831437425
492,-84.24413857668313
493,-84.18072559628803
494,-84.12047673484454
495,-84.06615926170872
496,-84.00418880911565
497,-84.02084999957474
498,-84.0391598895544
499,-84.0488688391115
500,-84.05750397602395
501,-84.06142459548914
502,-84.06918371978017
503,-84.06552334367127
504,-84.05955886522689
505,-84.00336393399391
506,-83.95104180987074
507,-83.89869194132764
508,-83.8499758394367
509,-83.80859075520408
510,-83.77304664570515
511,-83.7414463642029
512,-83.71938422581428
513,-83.69750839963918
514,-83.67559953422658
515,-83.65972712062748
516,-83.66285270876922
517,-83.67652769351726
518,-83.7018378029093
519,-83.72327521328242
520,-83.76224569881694
521,-83.80505263099529
522,-83.86728709725756
523,-83.93054659730922
524,-84.00807458424566
525,-84.09333500770657
526,-84.18837274010221
527,-84.28684999941389
528,-84.39641135647554
529,-84.53757835997364
530,-84.67770839749413
531,-84.82344143015447
532,-84.97482369610977
533,-85.14201946227742
534,-85.32435967527866
535,-85.51833566399729
536,-85.72768245413747
537,-85.95702593236155
538,-86.18654545200135
539,-86.4222632696446
540,-86.67603652072539
541,-86.95507576578916
542,-87.24564118077467
543,-87.54373927756626
544,-87.8499866077953
545,-88.17244200955315
546,-88.5008115694569
547,-88.85204551906418
548,-89.21567619583429
549,-89.60536206186093
550,-90.00417624607759
551,-90.41584952895991
552,-90.82710941464326
553,-91.26291355729163
554,-91.71959159548639
555,-92.18926583498985
556,-92.66878814878754
557,-93.15609173040801
558,-93.66305911466064
559,-94.1948616556851
560,-94.73839319713109
561,-95.295453284106
562,-95.87016145009962
563,-96.47050912108367
564,-97.078518161287
565,-97.7053194385205
566,-98.35470457986705
567,-99.0412065280939
568,-99.72222389782272
569,-100.41736656832414
570,-101.13569159098667
571,-101.87044111730502
572,-102.62294628266744
573,-103.39206477273457
574,-104.17953487457925
575,-104.98718448350549
576,-105.8314420085344
577,-106.67456237984541
578,-107.5359410246873
579,-108.40944873242859
580,-109.3163709718794
581,-110.25703888257206
582,-111.21678982327707
583,-112.20218387095045
584,-113.1946077976082
585,-114.20328030492104
586,-115.24647463238672
587,-116.29753157185246
588,-117.37920421645548
589,-118.48411255477644
590,-119.60935436742916
591,-120.7749398811428
592,-121.93107047425323
593,-123.10357739572358
594,-124.30550664415836
595,-125.54872096527932
596,-126.81291787882634
597,-128.10196628177545
598,-129.42611954339316
599,-130.78432248873608
600,-132.1560622216496
601,-133.56111921775928
602,-134.9879379122956
603,-136.43977656046437
604,-137.91096336812302
605,-139.4004131700963
606,-140.92715769646915
607,-142.48516333639188
608,-144.0656109340178
609,-145.68853926423347
610,-147.3262065407312
611,-148.99046261917266
612,-150.69085206977087
613,-152.40466099447357
614,-154.14888733122723
615,-155.9220076697004
616,-157.73721469584012
617,-159.5660837948359
618,-161.43886393353114
619,-163.32115253834115
620,-165.22519542480106
621,-167.1736450038572
622,-169.17694939693146
623,-171.16643236009457
624,-173.19009993937104
625,-175.25978257378782
626,-177.3777994171781
627,-179.49689589511934
628,-181.65378625927812
629,-183.86651816805812
630,-186.11842833897109
