N,lnPi(N)
157,-46.99624033534746
158,-47.39760390606944
159,-47.85299550195927
160,-48.3647933065426
161,-48.91260578901452
162,-49.528429909422265
163,-50.17885645095589
164,-50.88051385776986
165,-51.61767127238435
166,-52.046882088592355
167,-52.36557581920719
168,-52.55446563228431
169,-52.6139950912638
170,-52.5845200370172
171,-52.483599093715426
172,-52.384232211865516
173,-52.289884901658844
174,-52.23747736519112
175,-52.17873144656211
176,-52.171559457613675
177,-52.17588910469394
178,-52.21675392549951
179,-52.281296174523334
180,-52.37052059738684
181,-52.48252746766366
182,-52.60506100117343
183,-52.75433590509004
184,-52.936284619223784
185,-53.15174813560201
186,-53.39043408018335
187,-53.65964422011763
188,-53.98391226360839
189,-54.347294741650785
190,-54.738910562262596
191,-55.16307633303175
192,-55.633308144427694
193,-56.13854761471075
194,-56.65730330307485
195,-57.21879549859505
196,-57.80757767724347
197,-58.427340952763345
198,-58.79135755610007
199,-59.07290950752459
200,-59.26927403741719
201,-59.35299449767247
202,-59.38580342137225
203,-59.36993541342918
204,-59.34453961954761
205,-59.29182751755412
206,-59.2833156117279
207,-59.28003503865362
208,-59.293355491875545
209,-59.330118125113444
210,-59.38089711830072
211,-59.46599153963725
212,-59.563970001456696
213,-59.6841157857802
214,-59.8357790792552
215,-59.97615533093348
216,-60.1444413012266
217,-60.334070265293185
218,-60.54442349628302
219,-60.76925596783191
220,-61.0142407916096
221,-61.29674074746492
222,-61.61760897573872
223,-61.98070013331851
224,-62.371005898218236
225,-62.77758992213137
226,-63.2267874093636
227,-63.68223871087122
228,-64.18968382692334
229,-64.43594767085591
230,-64.63646697751358
231,-64.77050540930234
232,-64.85261079111638
233,-64.87730403460199
234,-64.86409344944646
235,-64.84079383252238
236,-64.80734098802706
237,-64.78061679789347
238,-64.75788571175895
239,-64.75436895372886
240,-64.76632261043112
241,-64.78609323843018
242,-64.83229374811337
243,-64.88742000402618
244,-64.9528234007097
245,-65.0738101791169
246,-65.1982375644248
247,-65.33165718119213
248,-65.48902172623346
249,-65.66037419939221
250,-65.86282168477386
251,-66.08355561819063
252,-66.35237074513289
253,-66.57693356510168
254,-66.8136686333019
255,-67.07597062803036
256,-67.35867214621547
257,-67.65364443151657
258,-67.94503299067449
259,-68.24155322289239
260,-68.52548018860023
261,-68.61348954791184
262,-68.66903883183154
263,-68.69199884865215
264,-68.69213243350984
265,-68.65022750724921
266,-68.58899838899295
267,-68.53254203435255
268,-68.47883764789209
269,-68.4208449982209
270,-68.3683169313572
271,-68.34211468565317
272,-68.31200267362456
273,-68.31333848092596
274,-68.32881386575237
275,-68.35163387706521
276,-68.3965476498625
277,-68.45545585785007
278,-68.52339054561278
279,-68.60950651009463
280,-68.71588484200048
281,-68.84511362820157
282,-68.98713636515231
283,-69.14183501693127
284,-69.29044369695788
285,-69.47096504103709
286,-69.65106391730544
287,-69.84683591720191
288,-70.05175618250115
289,-70.26177596277246
290,-70.46038537108373
291,-70.66088495480344
292,-70.90659708498683
293,-71.15495620182153
294,-71.40521094658904
295,-71.62514883525508
296,-71.8513756627387
297,-72.04978631706054
298,-72.25928106247808
299,-72.44525049066878
300,-72.38444454668577
301,-72.33837826692327
302,-72.30187397859437
303,-72.27684319139422
304,-72.26547301153879
305,-72.26653406861755
306,-72.28404331782673
307,-72.30851210435554
308,-72.33618266370631
309,-72.37002884352393
310,-72.41734146753109
311,-72.4829221089034
312,-72.55574505753772
313,-72.65227325651513
314,-72.76578304665924
315,-72.89763363703976
316,-73.02640699640475
317,-73.16570003012474
318,-73.31932409250798
319,-73.47839505656604
320,-73.6494038171576
321,-73.83868228366649
322,-74.03580785645397
323,-74.22533203415232
324,-74.4097379042073
325,-74.58327151451056
326,-74.74897416310083
327,-74.89293055013536
328,-75.00727017196554
329,-75.0975310934153
330,-75.17175105904388
331,-75.23792758968787
332,-75.31792456983538
333,-75.38406939380955
334,-75.42580066265751
335,-75.44053442122988
336,-75.44103800913246
337,-75.43786736132324
338,-75.4377303890292
339,-75.43726821416432
340,-75.44030515536394
341,-75.45772660070504
342,-75.48512095260453
343,-75.52001666066433
344,-75.57297143433276
345,-75.64311016743659
346,-75.71679743673818
347,-75.81464631105952
348,-75.92286843081743
349,-76.05225194571844
350,-76.18143441347932
351,-76.3237624718997
352,-76.47681541357049
353,-76.64898727532629
354,-76.8402603018778
355,-76.9879335655658
356,-77.14235951208899
357,-77.30553291130795
358,-77.4645109340745
359,-77.61454634859945
360,-77.75290060828652
361,-77.8789835990613
362,-78.00348483530443
363,-78.04664789179668
364,-78.08940605097173
365,-78.13459575794889
366,-78.18148189457227
367,-78.22821706154156
368,-78.28263637731445
369,-78.33508289165005
370,-78.3899673538047
371,-78.3605105441644
372,-78.33926759832
373,-78.32001651410731
374,-78.31190538006625
375,-78.3211665112329
376,-78.3376102730394
377,-78.36778508402647
378,-78.40983203675982
379,-78.45369510273943
380,-78.51482881930231
381,-78.57630672887667
382,-78.64196150287881
383,-78.71527175205763
384,-78.79805563289932
385,-78.8842720615601
386,-78.9843269278666
387,-79.12431617362351
388,-79.27817118827375
389,-79.44284370140566
390,-79.61469831708325
391,-79.78939551842956
392,-79.96919889654882
393,-80.15333807460857
394,-80.36571928631703
395,-80.36000277542534
396,-80.33748963089228
397,-80.30064225871486
398,-80.25231528588886
399,-80.20498502166846
400,-80.14314963409566
401,-80.07696099845853
402,-80.01561056977403
403,-79.95934035014217
404,-79.90906352567667
405,-79.86800778162447
406,-79.82770931834203
407,-79.80085193085728
408,-79.7793179964705
409,-79.76991705786287
410,-79.77253504479056
411,-79.79391660403331
412,-79.81333116615703
413,-79.84004156970222
414,-79.88549404968944
415,-79.93901417373657
416,-80.00004016890759
417,-80.06420197290578
418,-80.14102285559716
419,-80.21704321504392
420,-80.30011025443368
421,-80.38628680376813
422,-80.47295960830262
423,-80.56624109791711
424,-80.65772142042269
425,-80.75133837138571
426,-80.8382361870509
427,-80.92162928025593
428,-81.00086917679509
429,-81.06542481949049
430,-81.11609205229078
431,-81.14582457781647
432,-81.16681016278896
433,-81.17106409450419
434,-81.1451222754419
435,-81.10740810885767
436,-81.06265367786797
437,-81.01178869463091
438,-80.96093437191223
439,-80.91304568717115
440,-80.87954532823915
441,-80.8372465345375
442,-80.79738763216467
443,-80.76822957509226
444,-80.75209457180586
445,-80.74266253205165
446,-80.74010665119917
447,-80.74526613467135
448,-80.75983168651281
449,-80.77250204350705
450,-80.80904551132102
451,-80.84965166887413
452,-80.90209021295051
453,-80.96210933681436
454,-81.03132144400213
455,-81.10847736901663
456,-81.19744340701583
457,-81.29519660253091
458,-81.39861714272203
459,-81.50669968405518
460,-81.61286999253034
461,-81.72190128642588
462,-81.83689098459078
463,-81.9565054042686
464,-82.07101877467402
465,-82.18656066927346
466,-82.2756264082719
467,-82.35806141283179
468,-82.42903934998532
469,-82.48572780915772
470,-82.53338771177354
471,-82.56781322898699
472,-82.59404818351445
473,-82.61264692184471
474,-82.54757282566437
475,-82.48716816915842
476,-82.44288899585989
477,-82.408161942571
478,-82.38159233352276
479,-82.36723989812893
480,-82.36190586098876
481,-82.34273636498945
482,-82.33325284658187
483,-82.33513148722237
484,-82.34547403851008
485,-82.37003822680485
486,-82.40382657281195
487,-82.44160907182138
488,-82.48457343587111
489,-82.40479752990298
490,-82.32601354930054
491,-82.24387547535461
492,-82.16100912265925
493,-82.07541680959626
494,-81.99254121296495
495,-81.91032728297448
496,-81.81524117779469
497,-81.84712573343401
498,-81.8803839349899
499,-81.9027096877043
500,-81.9253373357789
501,-81.94392723348389
502,-81.96260702616739
503,-81.96999176252518
504,-81.97381193614511
505,-81.92284264687837
506,-81.86872739411504
507,-81.81516608834512
508,-81.7658289150491
509,-81.72232978927933
510,-81.68514240032297
511,-81.6493967657007
512,-81.62155074726957
513,-81.59592895409607
514,-81.5707943698769
515,-81.55067701705053
516,-81.54886355891273
517,-81.56021634539466
518,-81.5843618628488
519,-81.60556263229672
520,-81.6450011202881
521,-81.68938826540371
522,-81.75117353947459
523,-81.82199250395553
524,-81.90324808778495
525,-81.99472811475943
526,-82.09877391799665
527,-82.20877072474715
528,-82.33102725478304
529,-82.46639431902045
530,-82.60220394986233
531,-82.74666599852138
532,-82.89797705392644
533,-83.05866365273128
534,-83.23463959154512
535,-83.4222807501884
536,-83.63588060695373
537,-83.86304337384006
538,-84.09776429607135
539,-84.33783850800656
540,-84.59551617574402
541,-84.8759245565268
542,-85.16327168539567
543,-85.4575280313457
544,-85.76017456613509
545,-86.07833234854982
546,-86.39426679467563
547,-86.74112564588317
548,-87.09591679498952
549,-87.4764685286617
550,-87.86801585221639
551,-88.27340250319693
552,-88.67125190169594
553,-89.08793935216073
554,-89.5264879494664
555,-89.98129839394579
556,-90.45076183517854
557,-90.92873161246403
558,-91.43042495179321
559,-91.95789402181185
560,-92.50825309352791
561,-93.06536976932004
562,-93.64609416845802
563,-94.24863002819913
564,-94.85502916479489
565,-95.47920528881795
566,-96.12771405021789
567,-96.80613907926715
568,-97.47941589651334
569,-98.16799599867387
570,-98.87565267170403
571,-99.59977756099805
572,-100.33778391104205
573,-101.09288707059564
574,-101.86677775645967
575,-102.6729270516717
576,-103.51459405440642
577,-104.35579735647876
578,-105.22198235313569
579,-106.09902648371647
580,-107.00334019028594
581,-107.93606052498139
582,-108.8981819497133
583,-109.87892639522833
584,-110.8657850785425
585,-111.87314211866993
586,-112.91210014389226
587,-113.95653448918657
588,-115.02525700345672
589,-116.1181594371
590,-117.23266340672208
591,-118.38417634456384
592,-119.55218328859468
593,-120.7339289271717
594,-121.94444760178551
595,-123.19316519544375
596,-124.45944142101483
597,-125.75111068868883
598,-127.08268943028878
599,-128.4508923944701
600,-129.8327191093857
601,-131.24431843508378
602,-132.66304164979545
603,-134.10028413099892
604,-135.55918938523416
605,-137.04662276991752
606,-138.57332528607037
607,-140.11384809364102
608,-141.69322465918628
609,-143.3087991485567
610,-144.92598695837688
611,-146.57830537645003
612,-148.2849564067709
613,-149.99088671681142
614,-151.732436056616
615,-153.5198402966022
616,-155.34683375709113
617,-157.169305357668
618,-159.02387308948812
619,-160.88988580572962
620,-162.78743242470733
621,-164.73369385160845
622,-166.73061467753462
623,-168.72279911981144
624,-170.7314765133301
625,-172.8061382681561
626,-174.9161979989251
627,-177.02724192969157
628,-179.17404829065342
629,-181.39201697803728
630,-183.6670976140469
