N,lnPi(N)
0,-0.051581060598639324
1,-3.069288289456719
2,-6.023192894834946
3,-7.961240809451933
4,-7.716400864638067
5,-8.425913704009425
6,-9.724943533612603
7,-10.749244446858086
8,-11.569728954155208
9,-12.2782969753429
10,-12.843569051413667
11,-13.23198432296061
12,-13.515659941402625
13,-13.692997209873097
14,-13.786058287215221
15,-13.81084383696842
16,-13.728209254213176
17,-13.586441098758073
18,-13.380246429984272
19,-13.128653114445946
20,-12.81879299177897
21,-12.461439364859968
22,-12.065084601451765
23,-11.665259571370479
24,-11.266582214361428
25,-10.881174244503205
26,-10.56058969032324
27,-10.31782357615848
28,-10.1603676506385
29,-10.104175075266454
30,-10.215124253779555
31,-10.548649802080332
32,-11.223548442572946
33,-12.236718822672756
34,-13.578122158911095
35,-15.222442827960895
36,-16.926982114749162
37,-18.332661549960942
38,-19.356286159471455
39,-20.19153071030117
40,-20.857941694767906
41,-21.293280215325385
42,-21.535114232182604
43,-21.634089142644363
44,-21.610029883798763
45,-21.49399897511492
46,-21.319126711915892
47,-21.09777244892936
48,-20.84207100660554
49,-20.573898873797322
50,-20.28495070836386
51,-20.00686808482115
52,-19.74366084233536
53,-19.505914133105325
54,-19.300602639137555
55,-19.147901810357205
56,-19.024664348136277
57,-18.961472652173246
58,-18.97628046180157
59,-19.05536211323341
60,-19.241668968667515
61,-19.54197741776639
62,-19.938857156227773
63,-20.461527615739374
64,-21.15603192191088
65,-21.99721838513427
66,-22.998537001295386
67,-24.144102343897952
68,-25.417783204812373
69,-26.74544139221071
70,-27.98338284527211
71,-28.943380685172738
72,-29.450384335315466
73,-29.587580927416738
74,-29.54025019584485
75,-29.40876810433812
76,-29.220327700890994
77,-29.01696275645866
78,-28.810146168676294
79,-28.602195050203285
80,-28.400511351254625
81,-28.23691669392485
82,-28.096138925821233
83,-27.963632194645665
84,-27.873594847435236
85,-27.82165702373502
86,-27.828316444339286
87,-27.848120363573422
88,-27.915078955921157
89,-28.027318764352536
90,-28.202032266778275
91,-28.436822991990777
92,-28.752030904009743
93,-29.12276697422007
94,-29.567839021616606
95,-30.12017627142758
96,-30.76719247109971
97,-31.48542191731778
98,-32.30537257995239
99,-33.22976385571869
100,-34.2591937834215
101,-35.35070160821053
102,-36.43834293103362
103,-37.165899644898474
104,-37.48228335478856
105,-37.501115267438685
106,-37.37824903225128
107,-37.22202194773381
108,-37.07864157428163
109,-36.92153377213805
110,-36.76245761561627
111,-36.669251569312415
112,-36.590692448102985
113,-36.552980476333246
114,-36.52817640185892
115,-36.515368075853914
116,-36.563015952992984
117,-36.62512942666775
118,-36.712845563863866
119,-36.83745984007894
120,-37.00234050486993
121,-37.2180552360745
122,-37.49537266090603
123,-37.82620341712692
124,-38.20972256094925
125,-38.649957973391075
126,-39.15666584066218
127,-39.68906467077654
128,-40.28543219819823
129,-40.95524981303076
130,-41.7216755860008
131,-42.5523804078428
132,-43.415785611219086
133,-44.31368775431696
134,-45.20347345501929
135,-45.60988715125159
136,-45.74066213356073
137,-45.70260439273296
138,-45.600591761003315
139,-45.46872390560889
140,-45.327492669267826
141,-45.21253314354716
142,-45.12388017361862
143,-45.05751472947577
144,-45.02085431466448
145,-45.00091413211031
146,-45.001997759846184
147,-45.029302031489564
148,-45.08070427557635
149,-45.175415457681524
150,-45.27791589163156
151,-45.420119399882694
152,-45.59515856403636
153,-45.79423664650919
154,-46.05562098341731
155,-46.317689522454586
156,-46.618602264220556
