N,lnPi(N),U(N)
0,-38.975714993746806,0.0
1,-35.27252601621808,-6.68749175022278e-16
2,-32.26047660354858,-0.026262505833190786
3,-29.65201126413814,-0.07868375479245279
4,-27.32986171644682,-0.1572600234804922
5,-25.22883304704282,-0.26208895727469494
6,-23.30852822565093,-0.3928477132108484
7,-21.541448834894652,-0.549772951540477
8,-19.906285501449787,-0.7325948475489605
9,-18.38753188544718,-0.9419507346838019
10,-16.97236143982785,-1.1766332811185167
11,-15.6507641890846,-1.4377306624852872
12,-14.4153731598,-1.724663151422899
13,-13.258475167938068,-2.0382232703655085
14,-12.17431834847632,-2.3771051789831676
15,-11.157565739793771,-2.741590747021057
16,-10.20395170908758,-3.132182564920077
17,-9.309752898736754,-3.5498073922813154
18,-8.471274870744992,-3.992039014706882
19,-7.684996630526502,-4.4587150932421915
20,-6.9491373735970114,-4.952822878205178
21,-6.261299168932624,-5.472409491741674
22,-5.6182884298121305,-6.017525913069338
23,-5.018028170658745,-6.588606322855345
24,-4.459403085070939,-7.183755897804237
25,-3.940262488333153,-7.805915375330729
26,-3.4593698957283934,-8.45256061486851
27,-3.0146377459812825,-9.126676418494036
28,-2.605428721727036,-9.82658725446832
29,-2.230381968373102,-10.551834093367862
30,-1.888035005665614,-11.30094501927708
31,-1.5774840155600884,-12.076208238247863
32,-1.2974327523273042,-12.876964422693923
33,-1.046775879649772,-13.70246873506626
34,-0.8257657652437724,-14.554203441821215
35,-0.6326931535053859,-15.429870327562892
36,-0.4664371976289985,-16.332176249097103
37,-0.3264703925823298,-17.260994325821862
38,-0.21251585473273593,-18.21432416520669
39,-0.12358853589044116,-19.191503597166875
40,-0.0590120784468553,-20.195099181244643
41,-0.017789249591672274,-21.222820988922226
42,0.0,-22.2728454884955
43,-0.004832604539863894,-23.355071047398614
44,-0.03154601146346181,-24.458055875266407
45,-0.08095375008142724,-25.584948741374475
46,-0.1508121713374,-26.737231590345388
47,-0.24134428252920515,-27.91343076773226
48,-0.35282150210908014,-29.118819363837304
49,-0.4832352810383185,-30.350935260770015
50,-0.6336127120207706,-31.607310614063284
51,-0.8037515375469013,-32.88744770432665
52,-0.992653093040623,-34.19413792801184
53,-1.1995467134116566,-35.52088921941017
54,-1.424771120142296,-36.87567106895292
55,-1.6676894140965928,-38.258301299612455
56,-1.9276446925408948,-39.66636665865144
57,-2.2044669656902363,-41.097230769890075
58,-2.4992940722523613,-42.5523346791858
59,-2.809807092871849,-44.02815273056869
60,-3.137062022222075,-45.53211334892759
61,-3.4800774946276434,-47.063343491712544
62,-3.839670072123127,-48.61660188589436
63,-4.214116414458829,-50.191771874174314
64,-4.6039858425821905,-51.796807291173735
65,-5.0092517075838225,-53.42293676373798
66,-5.429576611579549,-55.074738707647995
67,-5.864393155425077,-56.75495229405042
68,-6.313695968645568,-58.45947038219166
69,-6.7771863564435435,-60.18460692131301
70,-7.254820324386149,-61.93438671643271
71,-7.746381236565393,-63.71016708080034
72,-8.25205272518232,-65.51109562298385
73,-8.771067090431472,-67.32936555160273
74,-9.303893299636481,-69.1788118206621
75,-9.849494879747688,-71.05306816599355
76,-10.408786046508895,-72.95100797742394
77,-10.981239424664516,-74.87397659359456
78,-11.566567546437847,-76.82169232746467
79,-12.164708388682463,-78.7937170842637
80,-12.774717821273567,-80.79149712864199
81,-13.39784034582121,-82.81118289008639
82,-14.032397461317517,-84.85345881820473
83,-14.679406273912486,-86.92012398438878
84,-15.338202688650364,-89.01669860322691
85,-16.00924065760144,-91.13355920464475
86,-16.69318430338886,-93.27240737687974
87,-17.387828404936123,-95.44497256043101
88,-18.09495371532296,-97.64118443237348
89,-18.813467015837745,-99.86024663020795
90,-19.54360453758084,-102.10194599058329
91,-20.284352260746147,-104.37075510106634
92,-21.03678154970919,-106.66434065963095
93,-21.800093258106266,-108.97850004170601
94,-22.57448868430268,-111.32196991475153
95,-23.360593535255276,-113.68684606166701
96,-24.156933039636215,-116.0786659561244
