N,lnPi(N),U(N)
0,-460.3678980810472,0.0
1,-451.8018001398972,-14.701330045851664
2,-444.0106229136877,-29.028766090324957
3,-436.64744536935154,-43.063805439642685
4,-429.5978011389125,-56.6911240081365
5,-422.8218072923397,-70.03886289112236
6,-416.2566395304027,-82.9890382065316
7,-409.8832373521901,-95.61720884696871
8,-403.6692299713277,-107.95454183971248
9,-397.6020681478029,-120.09423309453125
10,-391.6642203280952,-131.9767117798465
11,-385.8430334234189,-143.68102120323599
12,-380.14202666054246,-155.20960144895471
13,-374.54263305839345,-166.6855539770651
14,-369.04208157674464,-177.84384909056536
15,-363.64384854055163,-188.80215793503623
16,-358.32050407467625,-199.857157795692
17,-353.0827555366908,-210.70758033377126
18,-347.90523506962575,-221.58847710635507
19,-342.8088818774461,-232.24000803551064
20,-337.76636131104556,-242.85833285519263
21,-332.7964821377177,-253.40652290364915
22,-327.891538944034,-263.98862709055084
23,-323.04790320095105,-274.53115350905273
24,-318.25901339354357,-284.9472533581736
25,-313.5232725967302,-295.41063339729345
26,-308.8366892596109,-305.85208313217726
27,-304.21313210950586,-316.13297521956144
28,-299.62787832423214,-326.5594017952999
29,-295.11079120132854,-336.9802369360985
30,-290.63009656680026,-347.29594250792576
31,-286.18695689965205,-357.67466350850947
32,-281.7873935433066,-368.12543360354107
33,-277.4399207112807,-378.43774660776563
34,-273.1354788849753,-389.0485844754806
35,-268.87316489398665,-399.0061306941774
36,-264.6548591698162,-409.2691592337644
37,-260.47266651216546,-419.73650901253023
38,-256.32854718177424,-430.23760683936024
39,-252.21792406511898,-440.62414305228543
40,-248.15245146604545,-451.0302804113803
41,-244.12891278553326,-461.459435452676
42,-240.1439049743246,-471.8765682780372
43,-236.18485770967507,-482.2586941519608
44,-232.26393537635548,-492.7946317642621
45,-228.376565247757,-503.35914733915723
46,-224.52514219953602,-513.952417538223
47,-220.70171471155766,-524.5776840591036
48,-216.91402995548577,-535.2166630327285
49,-213.1605712039285,-545.6881336660898
50,-209.43918592502436,-556.0664278836014
51,-205.75722766208864,-566.7115580238712
52,-202.10567196259345,-577.3065659979217
53,-198.4895016669948,-588.0095248918655
54,-194.9053502091888,-598.7372562832054
55,-191.3514032953078,-609.4148712016016
56,-187.82615219112878,-620.1504048835214
57,-184.32818274814102,-630.902029030414
58,-180.86311982743766,-641.5526073229659
59,-177.4307233151754,-652.3923022198608
60,-174.0340636440624,-663.2321480040792
61,-170.664897028303,-674.3795605102908
62,-167.32692403163432,-685.4838858199603
63,-164.01495620834325,-696.3313816341924
64,-160.7377234771172,-707.2508832010241
65,-157.48931007752915,-718.3868652005721
66,-154.2661175945532,-729.4120918804972
67,-151.0765960160533,-740.4733040199189
68,-147.91307061386985,-751.6093291779767
69,-144.78297704076223,-762.7234404736381
70,-141.68499995400228,-773.7082608325904
71,-138.61469162270677,-784.7833888068224
72,-135.57916644066015,-795.8680890670013
73,-132.57380226213732,-807.1757459830454
74,-129.60074646513172,-818.5427341271134
75,-126.66100380133818,-829.8325006603076
76,-123.7436402401917,-841.3014768192886
77,-120.85414189467772,-852.6001556380015
78,-117.99428522822095,-863.9528869197583
79,-115.16482824472584,-875.5197151631085
80,-112.3724563815193,-886.9430406962744
81,-109.60604068636579,-898.4143708715814
82,-106.87024817306329,-909.9768314505359
83,-104.1637489331637,-921.6170052245462
84,-101.48788611738146,-933.1885957228933
85,-98.8395993610412,-944.9221073434232
86,-96.22777947696514,-956.4632084784317
87,-93.64447513096289,-967.9283675711448
88,-91.08916983119613,-979.6139342407963
89,-88.57204281459266,-991.2571508798208
90,-86.07830357495786,-1003.0871411905813
91,-83.62357606893428,-1015.0443227375085
92,-81.19892766140711,-1026.9251199686946
93,-78.80437693514708,-1038.8674323091334
94,-76.43711238351753,-1050.8784192944922
95,-74.10568690016973,-1062.7453760212027
96,-71.81176214250618,-1074.6389989169331
97,-69.54706357583959,-1086.7097463016746
98,-67.32084889232013,-1098.680708441378
99,-65.11200874124884,-1110.785434721637
100,-62.9404186241766,-1123.3310710430799
101,-60.805383774632816,-1135.5990899500891
102,-58.704415262208926,-1147.7989094885882
103,-56.63589358939558,-1159.928358887085
104,-54.604658092777214,-1172.2535799976572
105,-52.606283151824556,-1184.6461742807098
106,-50.64523821335487,-1196.5881660953237
107,-48.721026427978444,-1208.634358845641
108,-46.82583787957063,-1220.9734811753035
109,-44.961750085425734,-1233.3467333310045
110,-43.130395674270545,-1245.9326649619509
111,-41.345049935687626,-1258.3480412090498
112,-39.58881806520148,-1271.0679064939181
113,-37.87080751740231,-1283.5972230245293
114,-36.18547878928402,-1296.191932462752
115,-34.541448742832614,-1308.8581206742008
116,-32.93441567373654,-1321.3918705527392
117,-31.356377403356106,-1333.9561489471337
118,-29.817486268168096,-1346.6788555919409
119,-28.318896765447647,-1359.2013338744541
120,-26.853144358505375,-1372.031092018493
121,-25.4313288647825,-1384.7865902815852
122,-24.048551238357874,-1397.66157606099
123,-22.70138552412905,-1410.6195529566637
124,-21.393020781623846,-1423.1679810266846
125,-20.127856894728694,-1435.7578673680011
126,-18.89855800592872,-1448.6650114855195
127,-17.712417774839906,-1461.3903256341548
128,-16.561683201026796,-1474.1866270655544
129,-15.458626391041577,-1487.236147861871
130,-14.398576783015216,-1500.2875394043863
131,-13.375137541054727,-1513.282809446246
132,-12.395627985030814,-1526.196007106801
133,-11.450439461427464,-1539.0841072911348
