N,lnPi(N),U(N)
0,-569.5108214060679,0.0
1,-560.0977340308573,-16.511687634879106
2,-551.3855680545003,-32.70139018232048
3,-543.1757852869796,-48.41360006219596
4,-535.3042724144215,-63.7214944933342
5,-527.7171356505976,-78.55209807840211
6,-520.3471977614848,-92.8658357306673
7,-513.2215886026046,-106.69320233779273
8,-506.26301076987215,-120.23022161372681
9,-499.4626133971599,-133.20663849369137
10,-492.8376798727189,-145.77103324653527
11,-486.31921550761945,-158.05876211781148
12,-479.9522570685115,-170.00023510604055
13,-473.6731071001348,-181.66217532318862
14,-467.5253697805854,-193.2696904991875
15,-461.4532731394427,-204.6644278748458
16,-455.4868291577906,-215.92407715022463
17,-449.6138058569619,-227.0499859653643
18,-443.8169224756529,-238.0513257145354
19,-438.08844141401977,-248.9856452603678
20,-432.43359903699417,-259.84810938318566
21,-426.85213510229056,-270.71286236944115
22,-421.34090993615786,-281.4778400261601
23,-415.8945426544647,-292.1939100391694
24,-410.4974055801057,-302.8481104733296
25,-405.15819468879215,-313.5444457842628
26,-399.8679661195081,-324.1263881743091
27,-394.6290557445214,-334.8032801545276
28,-389.4478609687259,-345.6241164963417
29,-384.31823580931507,-356.2449307139202
30,-379.2423969784033,-366.93003299409787
31,-374.19490942781044,-377.52603607484235
32,-369.1956862203947,-388.24099466496176
33,-364.25731941046513,-398.8766929039568
34,-359.34500633912853,-409.59489217946015
35,-354.47616705441004,-420.1986132324203
36,-349.65232961931173,-430.8221602604025
37,-344.8706721805923,-441.46566941936345
38,-340.12477169778714,-452.13671541785936
39,-335.4082266948355,-462.7943605051267
40,-330.7326699424157,-473.6410396587393
41,-326.09613785591085,-484.3815048165552
42,-321.49850877182934,-495.0613093048667
43,-316.9287877863391,-505.8542134012361
44,-312.3960320426884,-516.6845942634176
45,-307.8951352114695,-527.5448542486832
46,-303.4215757171691,-538.3861631674331
47,-298.9972512823104,-549.274288491569
48,-294.60562584231315,-560.1872795652245
49,-290.23596749216944,-570.9670685477766
50,-285.9009763976777,-581.7448295125691
51,-281.59819495326775,-592.7488207267103
52,-277.3332908784925,-603.7478561421525
53,-273.0904004488015,-614.8417282227906
54,-268.8858733521967,-625.891992607194
55,-264.70494614222974,-636.9270675963335
56,-260.5547305163422,-647.9933429210587
57,-256.43586447756616,-659.064014707089
58,-252.34972695613527,-670.101142222125
59,-248.28966766529334,-681.3064382216703
60,-244.2533095444141,-692.5526480363616
61,-240.24950414003797,-703.7454190018632
62,-236.27834161878968,-714.8784931291384
63,-232.3311335264848,-725.982958143415
64,-228.41693914415742,-737.2216774767054
65,-224.53658646243758,-748.5553616887173
66,-220.6800204221994,-759.9119124145234
67,-216.8514732813657,-771.210554525717
68,-213.04504691527,-782.5483671040123
69,-209.27636045022984,-793.9376351238823
70,-205.5295282857358,-805.5212087579067
71,-201.80956709055044,-817.1140495054553
72,-198.11719050807812,-828.5511125813734
73,-194.45268028157818,-839.984207276498
74,-190.82199353604489,-851.4870938587449
75,-187.2182826619408,-863.0180444605835
76,-183.63543113666907,-874.7058462787712
77,-180.08658037456064,-886.3412871523709
78,-176.57349616764662,-897.9781322626368
79,-173.07910394383453,-909.7275897159741
80,-169.62146818078276,-921.3640907855215
81,-166.190741881578,-933.1122857581743
