N,lnPi(N),U(N)
0,-569.3768568522579,0.0
1,-559.9479379290565,-16.540859508879347
2,-551.2620017448855,-32.748213588493925
3,-543.0508483649472,-48.5119166831702
4,-535.1846962800219,-63.816342866765815
5,-527.5844249116616,-78.63306150532183
6,-520.2260642474477,-92.85964880911851
7,-513.1002976217012,-106.56204701290623
8,-506.14486802844664,-119.91531200681725
9,-499.35729386766394,-132.88917999636587
10,-492.7164140316683,-145.6540086180877
11,-486.21404508140023,-158.03533287365693
12,-479.8330116534409,-169.96907709392858
13,-473.5608860807774,-181.77919326856878
14,-467.3995874807022,-193.29805745349992
15,-461.33378685812403,-204.635359007088
16,-455.3726576644414,-215.86166347828498
17,-449.4934043720075,-226.9663354718616
18,-443.69641649951956,-237.9126489955284
19,-437.97263999680416,-248.8415396284238
20,-432.32338288431674,-259.63662351229436
21,-426.74516424414395,-270.3593618820741
22,-421.22427115418446,-281.10248190818754
23,-415.7750237963418,-291.849385274677
24,-410.3669173371363,-302.5153688997645
25,-405.0382086094844,-313.28710781423246
26,-399.76025930860635,-324.07736370645995
27,-394.5277853573734,-334.7262405151274
28,-389.35258704759707,-345.2918892496327
29,-384.23265117504064,-355.8886241024357
30,-379.15992121946664,-366.6148647126089
31,-374.11389389027596,-377.33125578761684
32,-369.1283439219998,-388.03034565424446
33,-364.18192819357364,-398.6586697920022
34,-359.267259859327,-409.27247871711177
35,-354.4011669812865,-419.7368466279982
36,-349.5791844193828,-430.36420266606115
37,-344.791997786624,-441.1196822253183
38,-340.04402940332994,-451.87190900734225
39,-335.34219688610955,-462.56130386180513
40,-330.6714417398816,-473.2472503557263
41,-326.03975077691825,-484.0176814623952
42,-321.446470941594,-494.85115597994144
43,-316.888961179148,-505.6422725144672
44,-312.35601557345785,-516.4014950602024
45,-307.8602446643966,-527.2907822190421
46,-303.4022880111093,-537.9795875365782
47,-298.96915007946365,-548.8374898707085
48,-294.5706484689958,-559.7453859236748
49,-290.20504974675515,-570.778988616132
50,-285.8743355105845,-581.81686739711
51,-281.5667262105613,-592.7742439923857
52,-277.29241427050056,-603.7942997802513
53,-273.04976303323355,-614.7697699422749
54,-268.8456852732696,-625.8372565850101
55,-264.6683788657696,-636.8643417270439
56,-260.5210219639115,-647.8943441379948
57,-256.40280220734127,-658.9202662171037
58,-252.30693686000674,-670.0021083212863
59,-248.24894525604046,-681.004779717076
60,-244.22473152944426,-692.2433080249485
61,-240.2188581082203,-703.5639402645352
62,-236.24270274768284,-714.7775989672369
