N,lnPi(N),U(N)
0,-436.4716942299855,0.0
1,-428.8369034517053,-21.43218622537097
2,-421.89977094878714,-42.86314843585569
3,-415.38107311878633,-64.24254974014912
4,-409.2058431349773,-85.46791679956368
5,-403.2728990523089,-106.69433711530291
6,-397.5378210437404,-127.93285428341915
7,-391.97985755039855,-149.13116863200412
8,-386.5680110539636,-170.34971415632026
9,-381.2973354768754,-191.4867150123173
10,-376.142365090218,-212.34036238888802
11,-371.11624619298897,-233.03590451438504
12,-366.1952048774874,-254.05414757879043
13,-361.35551607286425,-274.88255455998296
14,-356.60210152486417,-295.62734072332387
15,-351.93984452345745,-316.1056890112595
16,-347.3636232475782,-336.3271754700472
17,-342.8599728623402,-356.6194097997068
18,-338.44188604244056,-376.6753814179174
19,-334.0909252149611,-396.45048149277136
20,-329.79728321532724,-416.6806702814065
21,-325.5541085486142,-437.0418322930054
22,-321.3820959771877,-457.0873164765726
23,-317.25571416984127,-476.9720864364717
24,-313.1934252960227,-496.47422365912644
25,-309.1768654715261,-516.0763179470814
26,-305.2114546744963,-535.5779639367902
27,-301.28910246187417,-555.1613177404433
28,-297.41715621424333,-574.3007598528347
29,-293.5885906744259,-593.6284659578669
30,-289.82003547296273,-612.9023369032584
31,-286.0759964397206,-632.2611584303377
32,-282.37836443595614,-651.4659062196515
33,-278.72301817639044,-670.6570730664098
34,-275.1000935629531,-690.0039517405239
35,-271.5093994204789,-709.1038915845711
36,-267.9610119950083,-728.2386338910219
37,-264.444203247736,-747.4684337087383
38,-260.9593325203931,-766.6309379220038
39,-257.49983881270754,-785.6344426983342
40,-254.0714488960688,-804.7762539232644
41,-250.6788405414273,-823.9118988064438
42,-247.31337993191434,-843.0618865544457
43,-243.9711565102355,-862.1555845456969
44,-240.65948665217735,-881.2773166218685
45,-237.37848099036964,-900.6501658103443
46,-234.12142845105316,-919.7419962259592
47,-230.8856953581684,-938.7416393105741
48,-227.67730718147143,-957.9758474962437
49,-224.4980415369241,-977.1309974172254
50,-221.34606803360785,-996.6105477919264
51,-218.2147333445935,-1015.607563837104
52,-215.11041968423294,-1034.4770504887128
53,-212.02334444938415,-1053.843766713726
54,-208.9664011515945,-1073.490489104006
55,-205.92388489395623,-1092.9343497423688
56,-202.9026243113146,-1112.22787372741
57,-199.89804984052893,-1131.6146215601693
58,-196.91755054664503,-1150.9955614651772
59,-193.96492510438458,-1170.4140937889824
60,-191.0279055269701,-1189.9560144185816
61,-188.1095684005124,-1209.7062624074533
62,-185.2108096974199,-1229.3347004269963
63,-182.32278731783643,-1249.1219245834945
64,-179.4582282654679,-1268.8346699065587
65,-176.60896172730233,-1288.6303068587877
66,-173.784376288056,-1308.5860755953254
67,-170.96863705456153,-1328.698477431244
68,-168.1768405062094,-1348.4065093180834
69,-165.40594325012088,-1368.2710491069593
70,-162.64989287005065,-1388.4193374260067
71,-159.91489024288998,-1408.4164922862692
72,-157.19343241926387,-1428.3821910811457
73,-154.49568126703556,-1448.327164644863
74,-151.815497655148,-1468.667379155646
75,-149.1425440637112,-1488.9049814913014
76,-146.4936624344065,-1509.048179587473
77,-143.85793189512717,-1529.337052262039
78,-141.24701973038933,-1549.677916081222
79,-138.64615005429354,-1570.3756899260916
80,-136.06099119007033,-1590.8824984687599
81,-133.49401138848563,-1611.674359264718
82,-130.94022220050815,-1632.7832065608964
83,-128.3991515284183,-1653.8165986261956
84,-125.89289086867998,-1674.6995400906671
85,-123.39215203207485,-1695.5980418770923
86,-120.90618893893,-1716.3659912197763
87,-118.44472824120865,-1737.7446015046735
88,-115.99999094878942,-1758.8908427215283
89,-113.57185614178886,-1779.6533852686844
90,-111.156974523093,-1801.0088166902424
91,-108.75320327887212,-1822.2454267598296
92,-106.37277404938735,-1843.8015166584082
93,-104.00577144040571,-1865.5607645601776
94,-101.6580243795701,-1887.208800907756
95,-99.3233512436465,-1908.8181124365074
96,-97.01237959850695,-1930.567118506311
97,-94.71956578373297,-1952.496618700272
98,-92.44253723244358,-1974.448505013701
99,-90.18812307585327,-1996.623934404699
100,-87.9504516535047,-2018.7399657724964
101,-85.72946597595134,-2040.7552447969356
102,-83.52880890319605,-2063.5807494451656
103,-81.3459641667495,-2086.4298346877913
104,-79.17871244395027,-2108.7257548607668
105,-77.03358779106574,-2131.239482312616
106,-74.90678104063286,-2153.8612822821015
107,-72.80040227903206,-2176.6858220591384
108,-70.71479163231979,-2199.0550637998167
109,-68.64694590217002,-2221.318912238581
110,-66.603875605566,-2244.372632605926
111,-64.5816812911174,-2267.4984086944605
112,-62.57777984750359,-2290.8690546373837
113,-60.59143099592765,-2314.3376009510466
114,-58.63285278431036,-2337.355525962652
115,-56.69556360930531,-2360.6083013758544
116,-54.78546696847056,-2384.5379649441893
117,-52.889652356816015,-2408.4196660587113
118,-51.02591346768227,-2432.482626631456
119,-49.185644285800805,-2456.4646809439146
120,-47.36433278626507,-2480.6069682171437
121,-45.56519322759905,-2504.815310193735
122,-43.79427038195226,-2529.1016862680626
123,-42.05197631210544,-2553.5320925263513
124,-40.33072495315619,-2578.144340179897
125,-38.63773856956075,-2602.9396565448405
126,-36.977848769457324,-2627.88823774935
127,-35.34064168877481,-2652.920439034562
128,-33.740159874449745,-2677.83070227399
129,-32.15991918247258,-2703.1527652250297
130,-30.611134739060528,-2728.5518424541006
131,-29.098332683360606,-2752.7790289459226
132,-27.61779065645842,-2777.1695764057513
133,-26.163738610230862,-2802.6915898267325
134,-24.741100864930925,-2828.2045713357074
135,-23.356312314383015,-2853.9024183733272
136,-21.99893219852188,-2879.5084345062496
137,-20.68978601261963,-2905.6237203753917
138,-19.407942366916156,-2931.5579730324753
139,-18.16550013427999,-2957.5093506861085
140,-16.95625063354046,-2983.6361286312895
141,-15.791256160768707,-3010.075153375459
142,-14.667587739047487,-3037.5334995992525
143,-13.582753630829043,-3065.1724319728382
144,-12.54643079772583,-3091.941387242492
145,-11.548339391200127,-3118.207328752629
146,-10.59482639831057,-3145.019903474582
147,-9.685389919198737,-3171.914625749312
148,-8.822385338239794,-3198.82239924273
149,-8.003399879110045,-3226.3382922195087
150,-7.235033623044128,-3254.309283499584
151,-6.516114714226514,-3281.3389751459035
152,-5.849472916331674,-3308.7979059384234
153,-5.232373327328528,-3336.553106230407
154,-4.674064577297113,-3363.5867213655
155,-4.169235627379091,-3390.944153921344
156,-3.7264389345760627,-3418.993457239296
157,-3.3289032192629087,-3446.7949257844593
158,-2.9996880584484664,-3478.0526080295676
159,-2.71128709522824,-3509.605443260356
160,-2.492348702098379,-3537.592254167881
161,-2.353771791829299,-3566.2176377804353
162,-2.2825531983720815,-3593.9563605671865
163,-2.274448372898828,-3619.5193562165514
164,-2.324083940637504,-3646.5481669802175
165,-2.450192905886322,-3675.45193424452
166,-2.634269634543866,-3703.9697366611217
167,-2.9060034738923513,-3734.0299721107294
168,-3.2594134171696076,-3761.5175749990303
169,-3.6867132335504174,-3789.819455291785
170,-4.1867176508505075,-3820.00268070749
171,-4.770271256604158,-3849.155764058458
172,-5.431604287900395,-3877.7705614958104
173,-6.211636558807495,-3905.0746953558264
