N,lnPi(N),U(N)
0,-436.6473939907839,0.0
1,-429.00654493576064,-21.39134473692684
2,-422.0797086589058,-42.81085983940284
3,-415.6026770543638,-64.14671883831033
4,-409.41321888999687,-85.5173278911534
5,-403.46650665351734,-106.88176257075975
6,-397.7230198736577,-128.13169504849066
7,-392.17682275767464,-149.31942479385907
8,-386.7689938181148,-170.2073921564952
9,-381.5057475538224,-191.18200284069462
10,-376.3552366849937,-212.14779598107998
11,-371.3299867558227,-232.88297695191432
12,-366.4004328063836,-253.849935407241
13,-361.5708339900117,-274.5005476109509
14,-356.84248741322324,-295.00340775414224
15,-352.18526561208995,-315.546920491317
16,-347.6178336537698,-335.9710160309842
17,-343.12545323717114,-356.45487951011455
18,-338.7038593216158,-376.689055432078
19,-334.33902031370354,-397.0086016572968
20,-330.04476377327313,-417.01515299398307
21,-325.81340253127036,-436.97361404634285
22,-321.6426983136165,-456.87773537480825
23,-317.5158020817058,-476.58423998754733
24,-313.4498547193504,-496.29546171351103
25,-309.43736629123424,-516.0016735972968
26,-305.46876393858867,-535.534980667042
27,-301.54787149636667,-554.9957328348319
28,-297.6782325404405,-574.4669576220331
29,-293.85545680578645,-593.8975610369453
30,-290.0783704372994,-613.1046434561067
31,-286.33354027038973,-632.3649568762485
32,-282.63724970786,-651.3852524938411
33,-278.97343911356745,-670.514455014054
34,-275.3495610642004,-689.8554276591167
35,-271.7572955844753,-709.0639697423467
36,-268.20417786265347,-728.1654571737163
37,-264.68605806914945,-747.2489401145285
38,-261.1991550639787,-765.9965646109194
39,-257.7445791499971,-784.8599436585719
40,-254.32704478239123,-803.760061873807
41,-250.9443087836761,-822.6365892537578
42,-247.5781559401109,-842.3754846264783
43,-244.23545625573476,-862.1992137074485
44,-240.934568559595,-881.3630140966052
45,-237.65082785944222,-900.39580477454
46,-234.3959503451271,-919.7090296208844
47,-231.15710465163198,-938.9700970622289
48,-227.94532168426605,-958.1452425829048
49,-224.76431922494234,-977.4314273816999
50,-221.60460966914601,-996.7536167551007
51,-218.4742223359712,-1015.4719795041456
52,-215.36554165570595,-1034.3435136659027
53,-212.2768415702876,-1053.586759255697
54,-209.21338266729867,-1072.854293864264
55,-206.16620650764773,-1092.1698808829533
56,-203.14417421597395,-1111.4878477665407
57,-200.13789092287377,-1130.7593691734
58,-197.15757239795855,-1150.4454118634894
59,-194.19145601037982,-1169.8604610554175
60,-191.2480889121694,-1189.750472562322
61,-188.3291491670875,-1209.7418099956558
62,-185.42849326843972,-1229.691522213332
63,-182.5388310157377,-1249.633928051
64,-179.6710454598136,-1269.359612238106
65,-176.818196048859,-1288.9930745235833
66,-173.98324903300127,-1308.9260776817027
67,-171.17494766105992,-1328.7891060187394
68,-168.3846890174464,-1348.5939081401448
69,-165.61440799765748,-1368.5892260807377
70,-162.84818485949737,-1388.6676693901609
71,-160.1062902087696,-1408.8140615919256
72,-157.37929922286483,-1428.871708533523
73,-154.67546364807592,-1448.8968885256763
74,-151.993243949704,-1469.0176372684873
75,-149.32305265610282,-1488.8014830324028
76,-146.6712903447736,-1509.0625316842852
77,-144.04164064399626,-1529.5290706899104
78,-141.42305381605675,-1550.2627174508889
79,-138.8282751100726,-1570.7109595691363
80,-136.24687013486246,-1591.3288273542203
81,-133.67333901050515,-1612.141180544917
82,-131.12333143729134,-1632.27964459153
83,-128.59166623356614,-1652.6164034852845
84,-126.07251068369672,-1673.3038765353194
85,-123.57330434648603,-1694.3100166682998
86,-121.09749915082509,-1715.2567132690237
87,-118.63187951490735,-1736.2483190143612
88,-116.19446914683132,-1757.4899104246433
89,-113.76505665371914,-1779.4982876561116
90,-111.34988808997016,-1801.7338181528685
91,-108.9586134928567,-1823.1343459260825
92,-106.58010494824723,-1844.4526689717532
93,-104.22770770809151,-1865.9296320154608
94,-101.89017227794469,-1887.4741301506
95,-99.56528035331675,-1909.3373908337526
96,-97.2563213975134,-1931.8330447388435
97,-94.95890342756283,-1954.0780449952508
98,-92.67830230947672,-1975.8780863252687
99,-90.42100852125142,-1998.0179185083034
100,-88.18304942925218,-2020.054811488415
101,-85.96149630617637,-2042.395434231512
102,-83.7561941927203,-2064.37366740196
103,-81.57095291233426,-2086.4398344331203
104,-79.40875971008464,-2108.7900488242594
105,-77.26698382714207,-2131.188670113501
106,-75.13482835365906,-2153.8737009362812
107,-73.03078363337485,-2176.54934175215
108,-70.94564262262472,-2199.5892142406956
109,-68.87718662624897,-2222.9194984863425
110,-66.832339147174,-2246.0045094174275
111,-64.80302167280232,-2269.17752579596
112,-62.79450849665491,-2292.6099113914534
113,-60.811409707498086,-2315.994554496843
114,-58.847396252184154,-2339.5313174766925
115,-56.90352201749843,-2363.0504891267046
116,-54.98638882860817,-2386.4604599943705
117,-53.092450599829846,-2410.05065530922
118,-51.22074681370239,-2433.9121060043253
119,-49.37280424545693,-2457.847509522522
120,-47.549216721931856,-2482.2482451623
121,-45.741941963583116,-2506.887998815866
122,-43.969505129394264,-2531.123806597854
123,-42.22357301132942,-2555.2645460652784
124,-40.504137575020906,-2579.9097195502254
125,-38.80698487236529,-2604.582667280316
126,-37.13837501252257,-2628.816116113034
127,-35.496708701551455,-2653.2576331570817
128,-33.885028568563115,-2678.2717958112044
129,-32.296790596723014,-2703.6445777246263
130,-30.743564792824966,-2729.136273985714
131,-29.22583438934745,-2752.8876509191978
132,-27.74281715202468,-2776.7954364992984
133,-26.287646532194653,-2802.3898971002054
134,-24.865873258085085,-2828.4531353918064
135,-23.482863987043142,-2854.331378365816
136,-22.130553401229317,-2880.318702409517
137,-20.81397965008099,-2907.7785446074413
138,-19.520268970783402,-2935.0799916925607
139,-18.266830487791335,-2961.1072013897356
140,-17.059540440582193,-2987.467905320642
141,-15.888091178260733,-3014.0029258538125
142,-14.7582922804668,-3039.342266107291
143,-13.664575382929026,-3065.4310939265924
144,-12.611234578487565,-3092.2372579169532
145,-11.605283619837305,-3119.145917386035
146,-10.642553534414471,-3145.8910594007248
147,-9.72591925691344,-3172.316211016805
148,-8.86564280347093,-3199.015604650005
149,-8.05221602538452,-3226.4169509764397
150,-7.283613043040614,-3253.964878506449
151,-6.5561107757331705,-3281.332973531462
152,-5.883845486501539,-3309.436505242491
153,-5.266760120026699,-3335.428627379908
154,-4.7052260758858,-3362.1898565183437
155,-4.188275545909303,-3390.9051112324305
156,-3.729835937556882,-3419.1523567310433
157,-3.329634789043578,-3447.5818350252594
158,-3.0018287740450345,-3476.7733748387473
159,-2.7212069612941403,-3505.454158890818
160,-2.4867993505592065,-3534.262386038463
161,-2.3259534052104667,-3562.78231298404
162,-2.229534765984536,-3591.0337901728926
163,-2.2263026831116943,-3619.577196753089
164,-2.3058030099639066,-3647.8186887135016
165,-2.442117255144947,-3676.441106015256
166,-2.6709493263049606,-3705.146224637647
167,-2.9700411556842963,-3734.2888324832966
168,-3.330137237683769,-3761.801110948414
169,-3.771505844623985,-3789.21638844657
170,-4.305142371282923,-3819.57434978096
171,-4.898965275678133,-3850.3917439702345
172,-5.591467394577446,-3877.97730004388
173,-6.362938918581815,-3905.489701563638
174,-7.22178080935171,-3935.1935847449786
175,-8.181642657337559,-3964.3993833020722
176,-9.249830889298064,-3993.7078881740163
177,-10.397204595657879,-4023.9449377953206
178,-11.640387102334355,-4055.053005182075
179,-12.969353108463533,-4085.997756965189
180,-14.384641026236547,-4116.443077350239
181,-15.959423526620096,-4145.643268682405
182,-17.640288483211375,-4174.466265227296
183,-19.420695313727574,-4203.217572447364
184,-21.32135442293176,-4234.245760009551
185,-23.36682481986625,-4262.553748331717
186,-25.535278313227845,-4290.795692637883
187,-27.79872860613474,-4322.479469528276
188,-30.213835081676987,-4352.876113746723
189,-32.716558297319835,-4381.464581763088
190,-35.310308195768044,-4412.459945567578
191,-38.16223313602907,-4440.171353417652
192,-41.011674758256646,-4466.767490475679
193,-44.01727264576513,-4495.187147863726
194,-47.1090226871718,-4524.2615200074
195,-50.38232542810434,-4555.967118602384
196,-53.8633834754024,-4591.04068827747
197,-57.57261159653089,-4620.826681848768
198,-61.307374648298065,-4647.78474702932
199,-65.16950092744005,-4674.770879364143
200,-69.291794175815,-4704.943587732036
201,-73.67033316702393,-4723.633965882582
202,-78.17266693207372,-4743.960257364844
203,-82.84904145591591,-4779.390600367311
204,-87.55815858375249,-4812.664362514755
205,-92.64811643629744,-4839.58183914148
206,-98.05152574963833,-4900.189299489022
207,-103.40732810260263,-4916.706982941076
208,-109.11611579616195,-4918.080935625367
209,-114.98260717226984,-4947.726474832787
