N,lnPi(N),U(N)
0,-436.7676881999344,0.0
1,-429.1534068471499,-21.38320811749145
2,-422.2265304402331,-42.81660814357747
3,-415.744117331594,-64.22752693604707
4,-409.5713190935591,-85.47895230835275
5,-403.644539231997,-106.8389923627401
6,-397.9245428941358,-128.1441265103931
7,-392.3651762090405,-149.32534531276906
8,-386.95509796199474,-170.4269325549394
9,-381.6790011331425,-191.39469780147192
10,-376.5321487512556,-212.3817798267046
11,-371.4981279803941,-233.12920543113432
12,-366.5566616864071,-254.10075816704193
13,-361.70923526205297,-274.7661653676041
14,-356.97569854485107,-295.3140748776859
15,-352.318585252829,-315.62589604402456
16,-347.74208848899985,-336.10590365115786
17,-343.2375670986811,-356.4392041640822
18,-338.8166329351382,-376.4827855520707
19,-334.4567994939997,-396.5435429854115
20,-330.16207040773986,-416.9444749085669
21,-325.9244606861249,-437.21646320286527
22,-321.7502204381181,-457.0090087175049
23,-317.63602267671155,-476.65792594553204
24,-313.57200759580775,-496.16931291068613
25,-309.56029424718156,-515.7807550604339
26,-305.6045339267785,-535.3760077073603
27,-301.69046101028164,-554.7773867295982
28,-297.81857484412154,-574.2509144178548
29,-293.98517525045327,-593.5745892100094
30,-290.19978929111096,-612.9053408366817
31,-286.4594909182211,-632.0920056478353
32,-282.76216779035684,-651.3129807521909
33,-279.1099345783899,-670.5888986267382
34,-275.4902699035756,-689.4938211537155
35,-271.9023341069445,-708.770584972568
36,-268.34477176504095,-727.9042871054116
37,-264.8267553586962,-747.0334327934033
38,-261.33794466207416,-766.2949426271953
39,-257.87616388953444,-785.4301626514425
40,-254.4528799646102,-804.6804952357561
41,-251.05473459149815,-823.8385007452816
42,-247.6905490206411,-842.7801382514954
43,-244.3536997255671,-862.2189015907861
44,-241.0394995560154,-881.3264277198323
45,-237.75288285680327,-900.5876459746796
46,-234.5023464464366,-919.7072259712295
47,-231.2710369587065,-939.1616721520695
48,-228.06462020551638,-958.5087510759622
49,-224.88032499154505,-977.8549884567256
50,-221.7239731472171,-997.0099371328106
51,-218.58897200361085,-1016.2973177152599
52,-215.4723137410361,-1035.5704859839825
53,-212.381552383562,-1054.6461754690463
54,-209.31046794862175,-1073.8119276011857
55,-206.2711109677407,-1093.1001231192058
56,-203.24516242513846,-1112.241777134659
57,-200.2470100361276,-1131.4481147488405
58,-197.27142647001986,-1150.5452940397445
59,-194.31022498620163,-1169.9888853054508
60,-191.36974839607987,-1189.6220911840064
61,-188.44885311336887,-1209.6916727235148
62,-185.55129430513404,-1229.1022053597626
63,-182.6739034982449,-1248.8826593742851
64,-179.81130496135344,-1268.82092369171
65,-176.9681956398048,-1288.3852283196538
66,-174.1396538401306,-1308.3394520604343
67,-171.33253994876085,-1328.2809676881152
68,-168.53375187717384,-1348.1288194354856
69,-165.77061116132276,-1367.9434127407294
70,-163.01355833867748,-1387.9191109466628
71,-160.27418379465686,-1408.2740336987918
72,-157.5506628720473,-1428.7354210457197
73,-154.84220750223406,-1448.821303598641
74,-152.14513759517214,-1469.0772052576867
75,-149.47573999217533,-1489.2236664814482
76,-146.82439318025538,-1509.4665608557043
77,-144.19580091705942,-1530.0114101036233
78,-141.57576251809203,-1550.3972093645643
79,-138.9723542087073,-1570.9869224303038
80,-136.39223347456007,-1591.6601846795456
81,-133.83008415781111,-1612.3679184090724
82,-131.28520759023328,-1632.9818034349446
83,-128.75208619744652,-1653.5552737879334
84,-126.23791730785113,-1674.6821124461349
85,-123.75120212900673,-1695.7505349212952
86,-121.26882850270043,-1717.225638739612
87,-118.79421656031842,-1738.500048963535
88,-116.34137663230602,-1759.9340724863432
89,-113.90668245727475,-1780.8933151471865
90,-111.48498551390627,-1802.105620257149
91,-109.08454260554002,-1823.4155312382936
92,-106.70556863245245,-1844.7992963107172
93,-104.34438051868038,-1865.8771951214221
94,-102.00293173177947,-1887.1343846554373
95,-99.68577749874508,-1908.8852609232417
96,-97.37846894681245,-1930.7820486338824
97,-95.08753389582107,-1952.5178168856655
98,-92.814722046842,-1974.3437299592842
99,-90.56009756153365,-1996.3744861099112
100,-88.3228748499062,-2018.444187015084
101,-86.10605102285648,-2040.4465343560514
102,-83.90495828314253,-2063.8542971729257
103,-81.71943028628043,-2087.447713108915
104,-79.5541463948703,-2109.9015997384267
105,-77.39968333299264,-2132.5351324724106
106,-75.27137516170824,-2155.2268084318857
107,-73.15579425638565,-2177.87991935794
108,-71.06726374295651,-2200.458992425214
109,-68.99959945996322,-2223.1291878636184
110,-66.94641554351772,-2246.0400977442478
111,-64.91357774868145,-2269.2714245798416
112,-62.90484740215503,-2292.6903165770636
113,-60.9226788474363,-2316.0725157525158
114,-58.9597661584621,-2338.992006281289
115,-57.02326229753031,-2362.061628476862
116,-55.1092936429274,-2385.896868286647
117,-53.220028283484154,-2409.7879694415096
118,-51.34721903222861,-2433.7160392229125
119,-49.497791451509315,-2457.5270894089044
120,-47.67011280841102,-2482.762654980863
121,-45.863465127280264,-2508.1165574922925
122,-44.0875233749894,-2532.1086051598686
123,-42.340000069374454,-2556.386797577441
124,-40.61935474247785,-2580.7123310673633
125,-38.92444710612493,-2605.0594277680066
126,-37.25480782607404,-2628.87815700371
127,-35.61307482013869,-2653.108114063274
128,-33.99992508420489,-2677.75002535199
129,-32.4250657562374,-2702.8843540842645
130,-30.875055081147064,-2727.931981796268
131,-29.357530607614347,-2753.646110913891
132,-27.874254928644046,-2779.20311770276
133,-26.412197112887537,-2804.562459139597
134,-24.987838788247966,-2830.172229285905
135,-23.595705651641293,-2855.731208721867
136,-22.241915918675527,-2881.6683423326467
137,-20.92234544804499,-2907.462312054784
138,-19.63352441279316,-2933.2546078351224
139,-18.389081634955613,-2959.264960016706
140,-17.18596866139755,-2986.099676711383
141,-16.012166007574063,-3012.467748886491
142,-14.875969168305897,-3040.246963156482
143,-13.77744874777822,-3067.9426115402894
144,-12.719658466689207,-3094.4820963733946
145,-11.698803405452491,-3120.7335753212537
146,-10.725001024508384,-3147.4730313827968
147,-9.802163290302229,-3173.4012624656098
148,-8.929019109954634,-3199.429131353405
149,-8.101786823094567,-3226.7270770014584
150,-7.322143786614259,-3254.1439468026147
151,-6.591367360492466,-3281.76235473797
152,-5.903186585792849,-3309.546316539723
153,-5.277161639088984,-3337.476947395291
154,-4.709939521801328,-3365.222322802052
155,-4.200553654080732,-3393.7583624292893
156,-3.741743149062114,-3422.3198337648573
157,-3.342778170607158,-3450.8231997417242
158,-3.0123660721772976,-3477.646840762849
159,-2.7451119692087045,-3504.3364043408365
160,-2.545626533956732,-3533.3279419304235
161,-2.38017247057125,-3562.4894789389364
162,-2.3004640788833908,-3590.6023414469746
163,-2.268309285904689,-3620.251555343835
164,-2.3158729502508604,-3650.3504364063483
165,-2.4254084000221323,-3678.7253465008107
166,-2.6034536621835795,-3708.1887276699927
167,-2.8636486751168317,-3736.547194274841
168,-3.2115458875535237,-3763.4824000379303
169,-3.6273437200903627,-3790.638651707988
170,-4.131656351661757,-3819.2260354975006
171,-4.708140691389058,-3848.2231635286953
172,-5.374997772006491,-3878.2527728953355
173,-6.109053732494015,-3906.6442126010807
174,-6.9685927662692215,-3934.497678057727
175,-7.940352498529688,-3962.119579042308
176,-9.004051555658105,-3991.0319025223216
177,-10.162835280196116,-4021.503458829022
178,-11.392774423396798,-4053.614853857558
179,-12.7336995912389,-4083.4857554373593
180,-14.183114412924379,-4112.723721051676
181,-15.738934800123825,-4143.2073558712655
182,-17.411274787367045,-4173.920642752149
183,-19.181581721232572,-4201.995218880846
184,-21.04468824624551,-4229.131413661242
185,-23.064781507207822,-4258.99617861984
