N,lnPi(N),U(N)
0,-483.03870136120304,0.0
1,-475.30585822345637,-7.424520781678439
2,-468.2675853176813,-14.85163293320511
3,-461.63140089402026,-22.298185713603743
4,-455.287023752088,-29.733464273602294
5,-449.1901301282049,-37.20697512663173
6,-443.26340999716814,-44.716315824509365
7,-437.5118063645331,-52.1994459782145
8,-431.8992987784804,-59.69555260418565
9,-426.4006263166089,-67.24525599495973
10,-421.0316393077428,-74.75798196940013
11,-415.751304501794,-82.27284916280041
12,-410.5837378687934,-89.88550213894632
13,-405.4897153704499,-97.49642205510463
14,-400.4741223991594,-105.09850374139933
15,-395.5337701904272,-112.67500532038684
16,-390.6698970361782,-120.29505419515772
17,-385.87442588855515,-127.96001814338524
18,-381.15059569509054,-135.59372996364255
19,-376.4692158277047,-143.2519164572368
20,-371.84906499169443,-150.90585237388586
21,-367.29293119442275,-158.56852118227107
22,-362.7821778994093,-166.2257851000686
23,-358.3229371293986,-174.01416837319266
24,-353.91574834946,-181.86350388440042
25,-349.5632973800581,-189.66373690986075
26,-345.24518214314406,-197.42996863472217
27,-340.97491149852766,-205.1699028250223
28,-336.7578183941162,-212.96535863829195
29,-332.57599078844527,-220.77487539940194
30,-328.4351334548243,-228.5414827883651
31,-324.33168502995625,-236.33873611564195
32,-320.2675997746009,-244.20412426748226
33,-316.2366309806627,-252.09194534423295
34,-312.2442355263216,-259.99921493276634
35,-308.292579816574,-267.93078795932524
36,-304.3769893959171,-275.78414197506936
37,-300.49385991673086,-283.69236208002985
38,-296.64799429488744,-291.72399805991154
39,-292.83511526561944,-299.80122751129966
40,-289.05612432161007,-307.75682353651064
41,-285.3021826272707,-315.7541234527089
42,-281.5879618517261,-323.7820573203353
43,-277.9037177864677,-331.7508804403187
44,-274.2544173098601,-339.75920444863004
45,-270.6358171779665,-347.78780100098083
46,-267.0404291822951,-355.827595974406
47,-263.4769694559529,-363.90860901894484
48,-259.9417962888914,-371.95169314913073
49,-256.438672364145,-380.03959199853125
50,-252.96585426585398,-388.2878814086507
51,-249.52118991781276,-396.53395912828273
52,-246.10481007840525,-404.60720568833494
53,-242.71421929726432,-412.7575621839569
54,-239.35549166271733,-420.96441269650677
55,-236.01580101603173,-429.1359243323459
56,-232.70452188375805,-437.3299864599103
57,-229.42781800931652,-445.5206563841857
58,-226.17185082251785,-453.6511276985548
59,-222.94089537595994,-461.9270006651059
60,-219.73967190005652,-470.2575987343589
61,-216.56079953504235,-478.5199602243956
62,-213.41308833989723,-486.9449791001025
63,-210.29493168120246,-495.2202646237711
64,-207.19189988354537,-503.5428776402114
65,-204.1037288384112,-511.93332067171286
66,-201.05602953042097,-520.1657095294431
67,-198.03118595998643,-528.4764371357523
68,-195.0249902597438,-536.8572213584775
69,-192.0509941977558,-545.2652721153281
70,-189.09783959910436,-553.7539795571865
71,-186.16620063994338,-562.406263293451
72,-183.26311499247612,-570.8687983951677
73,-180.378086180707,-579.2549773652718
74,-177.51852844302277,-587.7216012397184
75,-174.68629404165603,-596.198126723888
76,-171.87741251331676,-604.7194495619988
77,-169.09078464729367,-613.2564412646461
78,-166.33080437762186,-621.7756768307954
79,-163.5913480618268,-630.1157069870314
80,-160.8777662818527,-638.7295709427344
81,-158.18686011231847,-647.4047796048617
82,-155.51394072485806,-656.0760449817099
83,-152.8581677670919,-664.6567310073588
84,-150.2368474798937,-673.3268153552854
85,-147.63941512916045,-681.9138260017135
86,-145.0667132174325,-690.4430996779993
87,-142.50571777149548,-699.128339167888
88,-139.97585003412968,-707.7500922605977
89,-137.46428627050238,-716.6715886420352
90,-134.97996652746144,-725.5706536474027
91,-132.51169820263732,-734.2715244639621
92,-130.06707461816427,-742.9773629890988
93,-127.64418980454887,-751.631030477889
94,-125.25111104990434,-760.3701587662072
95,-122.87735822921961,-769.053433419962
96,-120.52871724558814,-777.7677543071914
97,-118.20319181885814,-786.5583102066521
98,-115.8991042693127,-795.4856110115797
99,-113.61197746960674,-804.2658619425056
100,-111.3494602174507,-813.0674905969354
101,-109.10915224076216,-821.9271399401114
102,-106.88829487529061,-830.7958337212185
103,-104.69632077820096,-839.7155392264103
104,-102.51983471363114,-848.5802653181163
105,-100.37145147591285,-857.5053889460105
106,-98.24575467816622,-866.4146261202259
107,-96.13954081781525,-875.3522264182466
108,-94.05338565108416,-884.2686368455979
109,-91.99432383231236,-893.2529463620376
110,-89.95978527540699,-902.1911323311942
111,-87.94898128951483,-911.1414051777319
112,-85.96469963049735,-920.1360142115518
113,-83.99057997250013,-929.4878654474087
114,-82.03522484169177,-938.5800549751802
115,-80.11090525047716,-947.5263964976693
116,-78.21324255770053,-956.4710412254644
117,-76.34344751911554,-965.3999080915455
118,-74.49009992831877,-974.3106075719916
119,-72.6521714696426,-983.1796650544347
120,-70.84054395713689,-992.4389076517255
121,-69.05671901663065,-1001.7257034934664
122,-67.29093583166649,-1010.9209830977852
123,-65.54877894105651,-1019.9736101086528
124,-63.82812174685641,-1029.0815530031687
125,-62.128705025584836,-1038.1665030330405
126,-60.45172193853442,-1047.2705891971054
127,-58.79631582826947,-1056.4534291491145
128,-57.16924865876017,-1065.7102194129693
129,-55.56146390566123,-1074.822948496294
130,-53.97987749344507,-1084.1059745428574
131,-52.41545525795895,-1093.471576637603
132,-50.88418542021019,-1102.6263146705314
133,-49.371693893967674,-1111.9253081386269
134,-47.88343354634837,-1121.4767063851614
135,-46.42290715142552,-1131.1154524171943
136,-44.97187513597025,-1140.2788768830142
137,-43.55272801929321,-1149.3621465939796
138,-42.15775581403362,-1158.6183362642987
139,-40.78169372516855,-1167.968879717846
140,-39.426126853795026,-1177.3007745636278
141,-38.09551047442743,-1186.6012983002802
142,-36.783565766929925,-1196.1613955806388
143,-35.499615531760966,-1205.2979256830586
144,-34.242735439983946,-1214.6705219206124
145,-33.008508226000046,-1224.0297955454516
146,-31.793083299322504,-1233.3973584730556
147,-30.609891439940142,-1242.8528686785285
148,-29.443969145074433,-1252.732935098531
149,-28.305556308035236,-1262.3488585168452
150,-27.189114406131566,-1271.6035625562945
151,-26.101681314666436,-1281.1589312808064
152,-25.02733775937297,-1290.427884693243
153,-23.98271425899462,-1300.0706251495722
154,-22.96621939874869,-1309.0851301468283
155,-21.97643243974072,-1317.8592716985077
156,-21.010781919840767,-1327.3154655038597
157,-20.066150232906907,-1336.8262757591729
158,-19.1431188385897,-1346.1223436956716
159,-18.240816898622526,-1355.7416346376776
160,-17.372711105779487,-1365.0985767067614
161,-16.526259625047246,-1375.8641827686151
162,-15.705497005102856,-1386.483257049309
163,-14.903066354407017,-1396.2375132959714
164,-14.129552031029434,-1405.5684789673542
165,-13.382971095837306,-1415.0390248968542
166,-12.655407108239089,-1424.7340005490914
167,-11.952563067500634,-1434.2955870978767
168,-11.272401889275486,-1444.0971884098617
169,-10.616563767299382,-1453.6014011875232
170,-9.989502759951606,-1463.3559825243792
171,-9.394748809507163,-1472.996100676297
172,-8.817780159111734,-1482.5345205500125
173,-8.269921277633259,-1492.247241731202
174,-7.736995884487996,-1501.7600720402334
175,-7.24881110618297,-1511.17157227805
176,-6.780540944409594,-1520.8703359610809
177,-6.334325776709235,-1530.3527742223014
178,-5.924334702128348,-1539.9664159640815
179,-5.527823900991095,-1549.7846395099186
180,-5.155993638786626,-1559.5581670819302
181,-4.813636493401518,-1569.2853432075499
182,-4.491541581597957,-1579.336001494048
183,-4.201012178184257,-1589.320071063281
184,-3.9394635477056994,-1599.30314608568
185,-3.6960836631297838,-1608.2756202473902
186,-3.4812234991392046,-1618.0320388016116
187,-3.3001446536368775,-1627.65124883112
188,-3.1392137220394005,-1637.3073370490456
189,-3.006308178014635,-1647.3779080901004
190,-2.8998844143070954,-1656.986209826864
191,-2.812435651742007,-1666.6334929384902
192,-2.746895058793015,-1676.193524092596
193,-2.715797471268033,-1686.0856507887584
194,-2.714397481133048,-1695.5255902396311
195,-2.745436212155525,-1705.3754723746315
196,-2.7971266815700773,-1715.0392450152212
197,-2.8861818666917856,-1724.3907242198402
198,-2.994251555668697,-1734.2636055808398
199,-3.1278866713206384,-1744.21027671513
200,-3.2924198075107682,-1754.3921738501522
201,-3.487934638772444,-1764.1016959212648
202,-3.7113578748313074,-1773.59763410101
203,-3.9727619623994173,-1782.2684419615616
204,-4.250717086964059,-1791.134431441933
205,-4.558920494291428,-1801.01899882203
206,-4.897023642688836,-1810.979618458019
207,-5.26331347248815,-1820.9797151362582
208,-5.6698456723432145,-1830.8591882791734
209,-6.111873045700506,-1840.7344830458387
210,-6.583613664689707,-1850.1508437442462
211,-7.064792759626229,-1860.1724709256669
212,-7.573521086511207,-1869.566149609731
213,-8.11467367443423,-1879.2816745399105
214,-8.700398685193804,-1888.3185649071165
215,-9.300644434721491,-1898.0855528538304
216,-9.940218651745951,-1908.1058769302617
217,-10.605625707229919,-1918.121937645592
218,-11.32033891986599,-1927.6413676799348
219,-12.057591725533698,-1936.6474273790955
220,-12.806261669485181,-1946.1122267500905
221,-13.593631990582239,-1955.9002847042357
222,-14.419718863143359,-1965.7928603487817
223,-15.286482778585011,-1975.4533192021045
224,-16.163558820877697,-1985.224914466853
225,-17.077331351531527,-1995.426488895595
226,-18.01875239857337,-2004.5935775489852
227,-18.995599963329525,-2014.4712799441186
228,-20.008313305453825,-2024.256111461953
229,-21.06530781833088,-2033.6194414002966
230,-22.142941012068533,-2043.5652060277935
231,-23.239227463516883,-2053.442134803656
232,-24.39373299749586,-2063.0693803784525
233,-25.571395976950086,-2072.52616709593
234,-26.783790666579975,-2081.792785679274
235,-28.042668513153885,-2090.9769824132527
236,-29.333728191222335,-2100.8887526166072
237,-30.65085914814783,-2110.871421096075
238,-32.006653641649095,-2119.9960262518434
239,-33.395564129712895,-2129.11773183677
240,-34.81050149964902,-2138.746185628981
241,-36.25593030525424,-2147.6942826571612
242,-37.76708553519852,-2157.2180808543562
243,-39.29462558340633,-2166.1276284283595
244,-40.86609274947925,-2175.2404575489054
245,-42.473922698035594,-2184.2021886843213
246,-44.10143445880793,-2194.291219979852
247,-45.7450376764388,-2204.930675313597
248,-47.460635482871496,-2213.2793645696293
249,-49.217609043725176,-2222.0585679644646
250,-50.98925820804088,-2231.0319405184564
251,-52.81964910147586,-2239.823291742832
252,-54.680472093286525,-2250.0579787067836
253,-56.56726385304147,-2259.1792787651502
254,-58.48500102935928,-2268.307304934511
255,-60.459524547891405,-2276.650597207379
256,-62.453737487524094,-2286.8986870968147
257,-64.51450114713263,-2295.5339842424364
258,-66.61431090416293,-2304.8426193167543
259,-68.73585725609614,-2313.983868120071
260,-70.8947296790926,-2323.2347973327924
261,-73.10869354249517,-2329.561682598811
262,-75.37814737366243,-2337.70788830988
263,-77.6447446284818,-2346.120206925174
264,-80.0003547672167,-2354.816577488593
265,-82.3654240739824,-2365.465519059515
266,-84.79773610872415,-2373.3673744293556
267,-87.26240631830653,-2382.3451066816124
268,-89.76466782707159,-2390.9086633761035
269,-92.32663300337894,-2400.759753812774
270,-94.94689807027196,-2409.1283759667276
271,-97.57016633542968,-2417.6599619609624
272,-100.23614069804448,-2423.9949749448206
273,-102.95801895109064,-2432.5843828198485
274,-105.73859645689292,-2441.5569356358683
275,-108.55647454573482,-2448.1524960572424
276,-111.42248487869459,-2456.182722716854
277,-114.34908638877998,-2464.509606072912
278,-117.28669530659555,-2472.494070305431
279,-120.27880135669277,-2480.70375395014
280,-123.33060763611569,-2489.389291675907
281,-126.43642737985344,-2498.0389449407594
282,-129.54263137148865,-2506.5035615335146
283,-132.72800038265711,-2515.8422313044284
284,-135.9459782548738,-2523.111085889468
285,-139.2542764181531,-2530.275178541684
286,-142.5609626951337,-2538.1700106071294
287,-145.95242374220038,-2544.68580659719
288,-149.4058463617211,-2552.2457552962296
289,-152.88517542451115,-2560.5443904832355
290,-156.38496427942277,-2567.7766040714196
291,-159.94422198581879,-2573.6514568818966
292,-163.5601498303398,-2581.3057941176958
293,-167.19797846973103,-2590.0144411255387
294,-170.89236802302713,-2597.084038724599
295,-174.67947364902642,-2604.0661902088395
296,-178.52040415054114,-2610.42366415968
297,-182.41442271581946,-2615.8101078122345
