N,lnPi(N),U(N)
0,-587.1073757172485,0.0
1,-578.9449932222536,-7.694566757461871
2,-571.4795990275936,-15.401837401572266
3,-564.4261429618975,-23.10691617611883
4,-557.675404055493,-30.824093443829042
5,-551.134382118742,-38.57013070487301
6,-544.7939604150972,-46.305285021495365
7,-538.6169052781333,-54.08699348758819
8,-532.5679522498671,-61.8860291143792
9,-526.6372995374041,-69.68958435387322
10,-520.8239867407367,-77.51714802776405
11,-515.117702312973,-85.31947670064983
12,-509.50767273694146,-93.15994904905529
13,-503.963045877427,-101.01554651556216
14,-498.5076874980314,-108.86480477688747
15,-493.1349793770534,-116.69859965427895
16,-487.82656955398693,-124.62917681385443
17,-482.5860387593012,-132.59012336483283
18,-477.3943909170197,-140.50539157243475
19,-472.2671989062186,-148.4149938620685
20,-467.205795232612,-156.36228281181684
21,-462.1932894562089,-164.32682410084817
22,-457.23896316446235,-172.29203754200717
23,-452.33367076586717,-180.28337187036232
24,-447.46238798129855,-188.30842529773508
25,-442.6499520223598,-196.3176483298157
26,-437.8872160893314,-204.34180514897162
27,-433.1572146853337,-212.4110554749277
28,-428.48364501676735,-220.47078811819665
29,-423.8391590735555,-228.50296431253082
30,-419.2374568702463,-236.63840856737806
31,-414.67508211240636,-244.8130724530347
32,-410.15254761396176,-252.96139486227185
33,-405.65389884491213,-261.0566301830622
34,-401.20163587696277,-269.17749479533813
35,-396.79582113930735,-277.34175659611356
36,-392.4226960458652,-285.5631355931473
37,-388.0863228936164,-293.7032907518951
38,-383.77973904767106,-301.8955902501184
39,-379.5057739925521,-310.13321468529466
40,-375.27211473632866,-318.3803668833789
41,-371.0606193082907,-326.64487895165803
42,-366.88376722782806,-334.8375732521599
43,-362.7229589422544,-343.1286928438931
44,-358.59708733626405,-351.40366665374313
45,-354.51389034138253,-359.6881254153777
46,-350.4538911642912,-368.01100694199704
47,-346.4265350089546,-376.31430622300104
48,-342.43214288718787,-384.6809909787189
49,-338.46306484236845,-393.07724348110787
50,-334.5222169204826,-401.49353961693123
51,-330.603558032169,-409.8680944744847
52,-326.7098873666375,-418.2729073313312
53,-322.84159679784045,-426.73461455581855
54,-319.0036684744778,-435.194531873276
55,-315.19561624215714,-443.6111007514919
56,-311.4070407675753,-452.12878954400367
57,-307.6439070443263,-460.5916386843892
58,-303.9146022057705,-469.076265204254
59,-300.20371429741755,-477.60824111354304
60,-296.5174916640741,-486.1046658719497
61,-292.8611231742272,-494.67278123377037
62,-289.22834337539894,-503.1982068051293
63,-285.61761165773623,-511.7668023522492
64,-282.03339480689243,-520.3284213702937
65,-278.46885554497663,-528.9874588703897
66,-274.93361949026536,-537.5264646118885
67,-271.4173382026223,-546.1419083277578
68,-267.93156081944574,-554.8359289891741
69,-264.47097639676934,-563.5019896609228
70,-261.0260302742436,-572.1602809169053
71,-257.60567502533974,-580.833110400963
72,-254.2108880827901,-589.520704730232
73,-250.83989089285436,-598.2828782718861
74,-247.48542498007563,-607.1993791715649
75,-244.15725368496615,-615.9934251816958
76,-240.85513583790478,-624.6979451131119
77,-237.56960299712935,-633.5101526588187
78,-234.3099857487546,-642.2070187159989
79,-231.06907096676687,-650.8991899455068
80,-227.85204360574912,-659.7040900573775
81,-224.65356999067203,-668.3809253423169
82,-221.4810329832272,-677.236558026605
83,-218.33088735418434,-686.2539090048958
84,-215.2051896758243,-695.2398059016559
85,-212.10128765563596,-704.2451530200997
86,-209.01962129603797,-713.1547602466744
87,-205.96061739110357,-722.1045052050322
88,-202.92396786881827,-731.0956365795719
89,-199.90589434099164,-740.0224795557006
90,-196.9139927923595,-748.9502645768225
91,-193.93878376487456,-757.8670298371508
92,-190.99267940485865,-766.8744734290085
93,-188.07060489384853,-775.953824795346
