N,lnPi(N),U(N)
0,-482.90435510536594,0.0
1,-475.18454444808214,-7.40910266359424
2,-468.1525402780469,-14.829769562842557
3,-461.5423969004135,-22.263554140357883
4,-455.2405434983968,-29.737065628170967
5,-449.1302554506307,-37.22140412226872
6,-443.198923568146,-44.70834588025173
7,-437.46121751853974,-52.21316154299711
8,-431.8459450268929,-59.69836768307141
9,-426.3609055374238,-67.22535595457157
10,-420.9785849367942,-74.76148737611948
11,-415.7063321762017,-82.29924102587393
12,-410.522357663845,-89.86012041549839
13,-405.4318964649769,-97.42892708474392
14,-400.4118830779077,-104.99860097166675
15,-395.47481089404414,-112.59480146200804
16,-390.6110252272166,-120.20902772949194
17,-385.8073126921664,-127.83110215881607
18,-381.0597095139722,-135.5472567572142
19,-376.3830699379466,-143.22330453199538
20,-371.75673197995974,-150.87791031405504
21,-367.1972594871637,-158.5781933988328
22,-362.68304422629086,-166.2575702554459
23,-358.2250110522249,-174.05165741717065
24,-353.8113132561595,-181.92594709929108
25,-349.45491208749974,-189.67243226731807
26,-345.15294645359137,-197.49784526922303
27,-340.88159410819657,-205.2115253222437
28,-336.65367429068914,-213.01399457820662
29,-332.4689540304767,-220.82268110981386
30,-328.3210979368821,-228.72853766718617
31,-324.2211861300271,-236.58543951304455
32,-320.15514644267677,-244.40099060377543
33,-316.1289606557202,-252.2648993865805
34,-312.142116516458,-260.1407471923085
35,-308.1907907307383,-268.007284418396
36,-304.2822204761114,-275.92397656079993
37,-300.4004318306673,-283.86932119391713
38,-296.55509732183,-291.80389003336313
39,-292.7379758668868,-299.81378320101066
40,-288.95752320974077,-307.78480590455
41,-285.2105096056612,-315.7484946017503
42,-281.4954301554205,-323.8078394705517
43,-277.81189495060414,-331.84081258696096
44,-274.168970883176,-339.87508716844604
45,-270.547406763957,-347.92689599986625
46,-266.961961214133,-355.86226209239976
47,-263.40889714030334,-363.93696312927204
48,-259.8765723336027,-372.03950217839156
49,-256.3816850436284,-380.2057923966713
50,-252.90609594119206,-388.3867477821477
51,-249.45935362496564,-396.5222845496319
52,-246.04021151970727,-404.6201471280219
53,-242.64914651269171,-412.7603882994008
54,-239.28818640229508,-420.92515719874064
55,-235.95105609694664,-429.0882718004723
56,-232.64333331749802,-437.28539639458904
57,-229.3583551113509,-445.5100487548989
58,-226.10089665622647,-453.7592972344355
59,-222.8704390484796,-462.05382412274776
60,-219.6663948573208,-470.28741673631157
61,-216.49111165752552,-478.5716178300645
62,-213.34266137783882,-486.8106912823714
63,-210.21986312118455,-495.1558210612493
64,-207.12474000114557,-503.5791659043971
65,-204.05000723102162,-511.9781899820373
66,-200.99055231786517,-520.3197679196746
67,-197.96334326770685,-528.660476080353
68,-194.96307282492305,-536.9943017434198
69,-191.98539238096342,-545.4832148275673
70,-189.04101773065744,-553.8318633705057
71,-186.1155755008963,-562.2545342007652
72,-183.21462983570925,-570.7935266849963
73,-180.33240967261528,-579.2535046827907
74,-177.47638623062582,-587.7179637191875
75,-174.64266919388663,-596.136190414778
76,-171.82809149833568,-604.611310937209
77,-169.0350041300808,-613.2158847995161
78,-166.27405468277507,-621.7553087248816
79,-163.53428180734338,-630.3490505907903
80,-160.8178741517888,-638.9593223528864
81,-158.13155470588467,-647.5037892522232
82,-155.46407053699394,-656.0393705456954
83,-152.82057868363862,-664.6379007003998
84,-150.19465204503112,-673.2291204288995
85,-147.5944308039241,-682.0237295354382
86,-145.0098875354232,-690.6918420842121
87,-142.46177964237066,-699.3108373242139
88,-139.92916220982815,-707.9841094619696
89,-137.41867673808324,-716.7370645972187
90,-134.93057433460908,-725.4861054159628
91,-132.4695582491901,-734.1671380678526
92,-130.0339491252246,-743.0178438148869
93,-127.61356091923446,-751.7271607389339
94,-125.21377896901586,-760.4478745176748
95,-122.84657688357979,-769.1276865138789
96,-120.48986021127806,-777.873653071576
97,-118.1637146903062,-786.5263991406318
98,-115.85673959172172,-795.2422884911648
99,-113.57406977052474,-804.2261299401362
100,-111.30854966470199,-813.0619302321793
101,-109.06611074265814,-821.8379006000905
102,-106.85188616985258,-830.8083001435298
103,-104.65721499538401,-839.7100420788192
104,-102.48139921614077,-848.6653808419724
105,-100.33431854543326,-857.5917998370423
106,-98.20256146654364,-866.5165203932265
107,-96.09565887736656,-875.5011823183377
108,-94.01568788122077,-884.4192161354513
109,-91.958852648889,-893.2296573341955
110,-89.9204832831251,-902.0846042794728
111,-87.90184473949844,-911.0406684042027
112,-85.90981138356099,-920.2051983921483
113,-83.94044184109512,-929.3701546530792
114,-81.99636607171485,-938.5280241984874
115,-80.0708087453111,-947.6735111933594
116,-78.1573193763065,-956.6755775471829
117,-76.28155785519252,-965.6828393848336
118,-74.42038235426807,-974.8151341170378
119,-72.59285274109291,-983.8769734373636
120,-70.78032729430626,-992.8273450463603
121,-68.9942804404391,-1001.7574555064202
122,-67.21889888075927,-1010.7646472423658
123,-65.47186684397875,-1019.7989535616653
124,-63.75441383960102,-1028.86576756485
125,-62.05945290527071,-1038.1421404427165
126,-60.39354236446595,-1047.21388982614
127,-58.7383304439177,-1056.5691809881173
128,-57.11285102579384,-1065.9414016241644
129,-55.504892163619694,-1075.1619705598132
130,-53.92382976255268,-1084.2203767845276
131,-52.36325933676172,-1093.4129626095455
132,-50.8240454257735,-1102.6881215921385
133,-49.30623810546583,-1112.046955481448
134,-47.818614230628235,-1121.4425362722104
135,-46.347517283142814,-1130.8684427481567
136,-44.902561477232005,-1139.9709182986771
137,-43.47902359895928,-1149.302951948419
138,-42.07905462824643,-1158.3185955627778
139,-40.7029499166243,-1167.7498296448903
140,-39.350769572168666,-1176.9820008698953
141,-38.025903964957784,-1186.7512244963218
142,-36.717511055849194,-1196.4723054562855
143,-35.43864930316018,-1205.838315018933
144,-34.17973604880469,-1215.2107357562345
145,-32.94087275172571,-1224.5754575103056
146,-31.72764585727358,-1234.1033918186586
147,-30.536643205513847,-1243.5426751150444
148,-29.370542904963564,-1252.7372919170084
149,-28.231345441629422,-1261.9084027273275
150,-27.12044658405616,-1271.1528849246388
151,-26.032005014713,-1280.7076144602834
152,-24.96647946854764,-1290.0531266356847
153,-23.92525858436496,-1299.4255755232589
154,-22.907420759472323,-1308.986761490516
155,-21.914353665846953,-1318.569087233096
156,-20.940316199558104,-1328.193936200405
157,-19.997922058784887,-1337.6940526059625
158,-19.074298855404628,-1347.0203987766145
159,-18.176400939596213,-1356.1274737394197
160,-17.305005258501943,-1365.6426604437074
161,-16.45288406704136,-1376.0944997766564
162,-15.627964555535378,-1386.7054313708359
163,-14.830259594300877,-1396.1021385882923
164,-14.048607754672524,-1405.936648219853
165,-13.29757568617682,-1415.7968514736713
166,-12.568914150270665,-1425.6817912168553
167,-11.868181204162816,-1434.8527853116175
168,-11.189905818455621,-1444.1372588981321
169,-10.541421361601316,-1453.8250232306527
170,-9.920991811474742,-1463.3448987112279
171,-9.32134970399769,-1473.122741330284
172,-8.744102211044343,-1482.8348093643654
173,-8.18964875714888,-1492.543002713799
174,-7.6740185722227565,-1502.0715247879925
175,-7.18208245974747,-1511.3316226919414
176,-6.708169900657275,-1520.7509746074065
177,-6.265420065276793,-1530.374955421932
178,-5.84354232878885,-1539.7507357849172
179,-5.450827343227694,-1548.9732500881728
180,-5.081864367499371,-1558.705843495176
181,-4.749848752224203,-1568.7100754728308
182,-4.437549009964037,-1578.2318317927275
183,-4.157121919029883,-1587.9039155794962
184,-3.8934920220737226,-1597.9368545244579
185,-3.6554822639374933,-1607.8212576581209
186,-3.43721127101454,-1617.9251397334738
187,-3.2528272222956716,-1627.3065836175883
188,-3.0998284580766367,-1636.9193467356745
189,-2.974922212354862,-1647.0997692638775
190,-2.867072698045284,-1656.5969409105528
191,-2.791458161202023,-1666.1460054742856
192,-2.736888622457819,-1675.8527007299635
193,-2.727599068643677,-1685.5579229721625
194,-2.7325445288219825,-1695.5259513953788
195,-2.768176060979407,-1705.0538035731515
196,-2.8261121164883534,-1714.8651509881747
197,-2.907393599847147,-1724.3053349904003
198,-3.014860675617193,-1733.6005410858925
199,-3.162347424209109,-1743.4160922490046
200,-3.329460065882948,-1753.4534149467
201,-3.527049889764463,-1762.834972858429
202,-3.7567697459239966,-1772.6266077940527
203,-4.01387861296606,-1782.2821877475362
204,-4.29953150396576,-1791.1819460589613
205,-4.604961349086601,-1801.1766136384176
206,-4.945687496856486,-1810.9657705868449
207,-5.32086039645511,-1820.424495196734
208,-5.7227438082487865,-1829.7261498455482
209,-6.154716113599612,-1840.099558074442
210,-6.602167507975103,-1849.6198987544412
211,-7.0836857736626015,-1859.3470482843259
212,-7.609126161494508,-1868.5228243443344
213,-8.148969021625327,-1878.6228358949884
214,-8.718067147121552,-1888.2107910182094
215,-9.318520090252399,-1896.7319699536893
216,-9.95224479426954,-1906.862290649704
217,-10.614922831226146,-1916.975023443163
218,-11.31165688555469,-1926.5632416012959
219,-12.04597053800628,-1936.3458493876096
220,-12.808322526243124,-1946.6479818538646
221,-13.603846288740407,-1956.3647759603045
222,-14.429257964486077,-1965.398731402187
223,-15.2775309750431,-1975.0726362617788
224,-16.177148941621702,-1985.1163918794482
225,-17.10226383214799,-1995.4450096907676
226,-18.059746783262106,-2004.3481143590761
227,-19.044325702313266,-2014.6261136793619
228,-20.07236482488704,-2023.7056486058646
229,-21.120246830799054,-2033.241449934394
230,-22.19153547882714,-2043.472928521558
231,-23.292781412104056,-2052.784984072605
232,-24.42967523193837,-2062.6275028273085
233,-25.5998199578652,-2072.1418313546747
234,-26.81164046801009,-2081.410833701615
235,-28.056687544366376,-2090.731520768204
236,-29.345608324551698,-2100.4322365776316
237,-30.65805642237435,-2110.1400755373325
238,-32.01169647222164,-2118.8532257174957
239,-33.39434333431793,-2127.348414240063
240,-34.81840433513636,-2137.309991611546
241,-36.2852858876827,-2147.8229290053714
242,-37.77292896375902,-2157.0332080991866
243,-39.31394266071319,-2166.424894879281
244,-40.88056005327106,-2175.7132509579387
245,-42.4752262309154,-2186.0963498156125
246,-44.10854338438153,-2194.9759129174854
247,-45.7795466231723,-2203.8001528530367
248,-47.48862623444679,-2213.6437977551104
249,-49.228813864075015,-2222.969583091166
250,-50.99044495619258,-2231.612201536489
251,-52.81791958814053,-2239.9386635693736
252,-54.710346156546414,-2247.9982277500385
253,-56.612917940675935,-2257.1946425593705
254,-58.55611338897406,-2267.0596001820377
255,-60.521724844093136,-2276.8647571975016
256,-62.53869452420812,-2284.049316601471
257,-64.61183885259126,-2292.428006598828
258,-66.71689787069849,-2301.900633596386
259,-68.84216529534561,-2309.9473631820874
260,-71.01719717943925,-2317.983376535434
261,-73.25183985439739,-2328.7388955685383
262,-75.52958256268582,-2338.624260007833
263,-77.85894107745483,-2348.0969109980215
264,-80.20391854919254,-2357.08087245762
265,-82.60410927945563,-2366.622313592685
266,-85.03621512199462,-2372.3344107396842
267,-87.50275184834416,-2379.1913780084797
268,-90.00510030818342,-2389.5741453491355
269,-92.53931022855207,-2398.482897578644
270,-95.12033900316342,-2407.57109787831
271,-97.76161213196386,-2415.682667984074
272,-100.45973043232524,-2423.1581868440335
273,-103.18957630549707,-2432.4952996065986
274,-105.96379082973303,-2440.29756203782
275,-108.81754261478116,-2447.3650305943447
276,-111.67514414361662,-2456.3589321354157
277,-114.60604395352058,-2466.4033104498158
278,-117.55915292259007,-2475.5350840450046
279,-120.56015261378545,-2484.7861789727904
280,-123.6129530627704,-2490.5028056776355
281,-126.73203791409745,-2496.442146521702
282,-129.87816881657537,-2506.095417852899
283,-133.1028632224255,-2513.881554670028
284,-136.33410242173645,-2523.467994667233
285,-139.6213398004907,-2529.47596884222
286,-142.9613253461466,-2535.860383453284
287,-146.32883366552656,-2543.599266559613
288,-149.75614017067076,-2550.19057954014
289,-153.24677018241343,-2557.6172416846675
290,-156.73688853827903,-2565.496329077505
291,-160.33818012288904,-2573.759476346764
292,-163.9617716836813,-2581.803845779774
293,-167.64985649922167,-2590.088152563956
294,-171.42300831782873,-2597.506805082274
295,-175.17288206591056,-2602.332187139902
296,-179.0426109050559,-2608.0403407420963
297,-182.93982464877192,-2615.963460554616
298,-186.895876031551,-2622.913489813727
299,-190.88064089568334,-2631.1299267999493
300,-194.93462007375328,-2638.125190884799
301,-199.07952605668603,-2643.260238154471
302,-203.252847476504,-2650.183762246954
303,-207.46404971197612,-2658.010118668404
304,-211.72111750687694,-2663.3690020530194
305,-216.0052536328486,-2667.4506638566163
306,-220.34281817613478,-2674.5508808904196
307,-224.76762088153546,-2681.032025993656
308,-229.2238596132861,-2685.0669631705678
309,-233.73547490521133,-2690.5298292133302
310,-238.30614913208538,-2697.50003873925
311,-242.95324742172016,-2704.145970571699
312,-247.6292546464603,-2709.318070148329
313,-252.389085273395,-2716.098095902831
314,-257.24549758035465,-2722.2818028613183
315,-262.09474281222134,-2727.4907313423973
316,-267.0439725989623,-2731.5828586500866
317,-272.0331266180006,-2734.328781955177
318,-277.09132574091535,-2740.5532905211003
319,-282.1970786592685,-2745.7456998824637
320,-287.377112763752,-2754.5361339804876
321,-292.60592128616855,-2758.430329572817
322,-297.9415195808771,-2759.513341025784
323,-303.3166859986473,-2764.553251728961
324,-308.6941170491295,-2770.114626282695
325,-314.15860989812285,-2770.6560792021046
326,-319.66147979835023,-2776.716636604957
327,-325.2965350769526,-2781.046178548917
328,-330.8906691957837,-2784.8330779517128
329,-336.5088569867229,-2790.5718153283815
330,-342.23925761068796,-2789.580781045086
331,-348.149586087334,-2793.876999440028
332,-354.09482844310116,-2801.117776430532
333,-360.10111399843504,-2805.1302915939814
334,-366.1650982964427,-2809.3882028454464
335,-372.2718438824623,-2812.3016702463938
336,-378.3571464778051,-2817.590947635006
337,-384.7371931635631,-2820.6147182115747
338,-390.9256228362499,-2824.5991229524952
339,-397.38597049298414,-2820.8383907398675
340,-403.83552333731143,-2826.3895824632345
341,-410.3154768460483,-2829.4064859643404
342,-416.8604686481796,-2830.887290785002
343,-423.40407122389513,-2835.6064408398597
344,-430.08712414543237,-2835.8574505295182
345,-436.833408436852,-2838.0219098045272
346,-443.6858899082387,-2839.492744102514
347,-450.46458208743934,-2843.2520883489997
348,-457.32476867823016,-2841.9972518939976
349,-464.4731461365445,-2844.953828188307
350,-471.3332337128321,-2847.7986497097518
351,-478.34093507103137,-2848.843541442169
352,-485.69689978689564,-2849.5213704173293
353,-492.82264104157645,-2853.152772371359
354,-500.1957567978431,-2853.9413608164396
355,-507.7969800192357,-2850.2415391988034
356,-515.1615369754883,-2856.6909086549786
357,-522.818155659301,-2858.044108174283
358,-530.522944254787,-2857.5010858418464
359,-538.2243060129667,-2855.695974475777
360,-546.0196763165817,-2858.8261715614644
361,-553.7869267682488,-2854.9059069029536
362,-561.7321848467741,-2854.9088155925274
363,-569.9324041535878,-2849.018514471987
364,-577.9473056170795,-2849.793370058229
365,-585.9482752335188,-2855.53738829388
366,-594.1182720511681,-2851.8997259375174
367,-602.1475031136603,-2856.9673214471404
368,-610.5849296945267,-2852.7592844230603
369,-619.0895515017651,-2854.8198741153683
370,-627.6250874307628,-2852.796494646973
371,-635.9509728583465,-2858.682870794779
372,-644.4673905174682,-2853.574959090707
373,-653.147601811427,-2854.381269804944
374,-661.8719599883435,-2853.6986797879
