N,lnPi(N),U(N)
0,-346.73328935045726,0.0
1,-339.57570055153786,-5.280313392686367
2,-333.12426240922343,-10.574625043089327
3,-327.07600420382994,-15.897978223103564
4,-321.3200137194203,-21.23373316735524
5,-315.796816626939,-26.572399942982884
6,-310.4587635962928,-31.91983451998385
7,-305.28519191200456,-37.25432110362817
8,-300.24894508020714,-42.63631250006438
9,-295.3359807213445,-48.01921498373849
10,-290.5371297992958,-53.415791972962325
11,-285.83745635347276,-58.828197238712164
12,-281.2294026634571,-64.2452386791665
13,-276.7059582577477,-69.70348557174293
14,-272.2686056772314,-75.12394834076622
15,-267.90577583164685,-80.56632144714968
16,-263.6151037718475,-86.03334779666329
17,-259.3893843799309,-91.49885270547747
18,-255.22287039031994,-97.00248856614417
19,-251.12723393522333,-102.5099405439505
20,-247.08780514621782,-108.03788821807393
21,-243.10550947106782,-113.56695953936287
22,-239.17321053759554,-119.12644661150625
23,-235.2930326959302,-124.75008267502562
24,-231.4663220217747,-130.41881572603597
25,-227.6900532949693,-136.01350672074477
26,-223.95506715106873,-141.65439151380997
27,-220.2676993898581,-147.2776659621195
28,-216.62801739450273,-152.9495349141107
29,-213.02541401106666,-158.56634598840174
30,-209.46571613280403,-164.2518435798993
31,-205.95100256244652,-169.8979444333745
32,-202.4665664211624,-175.56543556419638
33,-199.029200767789,-181.2625796698303
34,-195.62999440421657,-187.0010934112579
35,-192.26651212065644,-192.74345025143703
36,-188.93825120292735,-198.57207111230673
37,-185.64551781196974,-204.42077472756864
38,-182.39347285025468,-210.22723686222162
39,-179.16715279829137,-216.06628542744147
40,-175.980149519035,-221.9098445546224
41,-172.8277449441159,-227.69747699824075
42,-169.70386845663504,-233.58068001765787
43,-166.61770149970172,-239.47290115908254
44,-163.56546570662113,-245.38512542896933
45,-160.54590095564976,-251.28703671000767
46,-157.55670285181552,-257.2049486849901
47,-154.5957806692,-263.17839142072626
48,-151.66646858390664,-269.21971674203087
49,-148.76712002255152,-275.2434374071163
50,-145.9004520625022,-281.2593899727144
51,-143.06274568267318,-287.26435891498477
52,-140.25420020065627,-293.1974900053683
53,-137.47363565742725,-299.2283713924371
54,-134.72301590766853,-305.31896970091475
55,-131.99542955851064,-311.39457460579797
56,-129.30584048914733,-317.50249937597255
57,-126.64097036948013,-323.6518002322082
58,-124.00485088869002,-329.89063254123903
59,-121.39701070368463,-336.16463662680326
60,-118.81346276998102,-342.39616470205874
61,-116.2607575034088,-348.52298498794335
62,-113.73707484994969,-354.7232334805267
63,-111.24041821293082,-361.0065830648382
64,-108.76976924653633,-367.2697223637624
65,-106.32399196070693,-373.5646979878147
66,-103.90741515252495,-379.8528570794806
67,-101.52080493571594,-386.20091666753797
68,-99.15811362373515,-392.6385241953976
69,-96.82014089994644,-399.1601443690888
70,-94.5143759321806,-405.51769086826243
71,-92.23070794765596,-411.9294776355273
72,-89.97574210902224,-418.3662662466304
73,-87.74687667451093,-424.7849829309562
74,-85.54891998660247,-431.2381110417373
