N,lnPi(N),U(N)
0,-795.437102099291,0.0
1,-785.5752580401437,-4.9492459046668955
2,-776.4360691428532,-9.905034696559596
3,-767.6834349025282,-14.887181388123281
4,-759.2577643663002,-19.87624821260033
5,-751.019015788439,-24.867702070965606
6,-742.9816680071513,-29.892442907424993
7,-735.0958841815922,-34.93399999273606
8,-727.3668790159854,-39.98404990673589
9,-719.753582888897,-45.07623708175743
10,-712.2553307676362,-50.13873129089916
11,-704.8617682702635,-55.245343463026074
12,-697.563327616368,-60.37544974359844
13,-690.3419685546597,-65.52562929484338
14,-683.2116402613777,-70.6964184484059
15,-676.1398888925265,-75.84505347501545
16,-669.148444415566,-81.01289313088637
17,-662.2381653736162,-86.21295389306397
18,-655.3777117423908,-91.42694183302592
19,-648.5958392815913,-96.66918655574409
20,-641.8524880723861,-101.95095760297409
21,-635.163567180423,-107.23095954564997
22,-628.5367168451263,-112.50971182941066
23,-621.9652077992771,-117.79435297883902
24,-615.4454778135373,-123.11118850571802
25,-608.9784900221907,-128.41203415441123
26,-602.5575930878697,-133.75598037064265
27,-596.1891341717887,-139.1451093777505
28,-589.8592428874431,-144.54599161308943
29,-583.5864934134496,-149.91448931821287
30,-577.3467786483054,-155.31706202432542
31,-571.1450820672454,-160.7807820556336
32,-564.984372736217,-166.24267364714615
33,-558.8683204012682,-171.75190453661344
34,-552.7895615733507,-177.2225622815895
35,-546.7567670481877,-182.74038170635686
36,-540.7530506165086,-188.3056826588545
37,-534.790134261302,-193.80949454800793
38,-528.8682677108885,-199.41318207317818
39,-522.9726560966598,-205.00990351038126
40,-517.110362561586,-210.59975364551792
41,-511.2874252187106,-216.1864548381527
42,-505.50217193546007,-221.8558429571167
43,-499.74434699286076,-227.55515393616588
44,-494.0272680891819,-233.21860146393738
45,-488.3375551520645,-238.9288185303194
46,-482.6721892685531,-244.68649778688632
47,-477.0390511429006,-250.47456579884238
48,-471.44178462557466,-256.2149744769231
49,-465.8784117778546,-261.9629024596725
50,-460.34614129093166,-267.8046297973124
51,-454.8505465393572,-273.61668874913084
52,-449.38007899889294,-279.39967581559904
