N,lnPi(N),U(N)
0,-795.4671868833134,0.0
1,-785.5940814945799,-4.952838831839472
2,-776.4405256064477,-9.914583013029187
3,-767.7019703512299,-14.889736373577762
4,-759.2479714973356,-19.879743342760776
5,-751.0051783873307,-24.876174492223072
6,-742.9759041367008,-29.916183784182067
7,-735.1085264205288,-34.96618269474493
8,-727.36986688722,-40.00642974240327
9,-719.7597250924346,-45.07716513352352
10,-712.2651791000721,-50.16824879934575
11,-704.8649254643933,-55.284969566146174
12,-697.5417493386147,-60.42621165125456
13,-690.3304573157595,-65.55490389817714
14,-683.1923974535517,-70.70624236674485
15,-676.1470536986081,-75.86199391092669
16,-669.1559745634261,-81.06761475578242
17,-662.2411592627302,-86.2353821847646
18,-655.392304789475,-91.4138288987051
19,-648.6026622773867,-96.64522495202255
20,-641.8754606460017,-101.91955192596652
21,-635.2044734465609,-107.16680112558242
22,-628.5726576174159,-112.41702340300617
23,-622.0055639265552,-117.82639815956281
24,-615.4927508047372,-123.1842544545143
25,-609.0300122104163,-128.5037920883733
26,-602.606107205499,-133.85821178705737
27,-596.2341903193436,-139.26119235053557
28,-589.9075319818241,-144.6156938531385
29,-583.6295591948158,-150.0230576780341
30,-577.3758270586632,-155.43598171711346
31,-571.1744900638851,-160.85181847608328
32,-565.0225269612863,-166.3004864683753
33,-558.8982052407412,-171.7374672392325
34,-552.8180049329004,-177.16828778617855
35,-546.7797660116333,-182.74355638938505
36,-540.773406659074,-188.38678489304948
37,-534.8068118794448,-193.9860089337817
38,-528.8770823700306,-199.56107780797538
39,-522.9843424844805,-205.13459673273246
40,-517.1310597345935,-210.72199636278674
41,-511.30456032712885,-216.28321283813057
42,-505.51708403445735,-221.91630938757953
43,-499.75637722320073,-227.55881154707458
44,-494.0423273070002,-233.22122793797826
45,-488.3480380002734,-238.9390466719742
46,-482.6916546115086,-244.61647125360105
47,-477.068015473329,-250.3675182073348
48,-471.4716427434471,-256.2085580188141
49,-465.91034059930405,-261.99479587697715
50,-460.3793608079603,-267.76681669388563
51,-454.8804872381423,-273.55762519689233
52,-449.4113745117019,-279.31699775148445
53,-443.9787486364607,-285.1564457239838
54,-438.5614226663024,-290.9728230346118
55,-433.18555268081303,-296.83874444706817
56,-427.83748515060125,-302.76483579697015
57,-422.5155108451279,-308.6850266039837
58,-417.2272919549122,-314.6780336297452
59,-411.9583596219763,-320.7543445787742
60,-406.72520505734747,-326.7815751569942
61,-401.5241580765971,-332.8310450648314
62,-396.35192078478786,-338.8470524835757
63,-391.2093396495729,-344.8383136003613
64,-386.08739360295493,-350.92056629946455
65,-380.99348302296,-357.0465377698383
66,-375.9311441409474,-363.1467506690715
67,-370.90506633565775,-369.2887182848317
68,-365.9004388343485,-375.52013980230913
69,-360.92761825006926,-381.7651892829854
70,-355.9780261615594,-387.94102662594014
71,-351.06677612064834,-394.1523710462934
72,-346.1694955450639,-400.3367842513908
73,-341.3027780245683,-406.5698159139938
74,-336.46666666476654,-412.86934112607923
75,-331.66285857276586,-419.0983574969832
76,-326.8808002742766,-425.35657649214045
77,-322.13187030181456,-431.86934969092545
78,-317.40708028942566,-438.4613128884266
79,-312.7061779898905,-444.87603040068643
80,-308.03701493701686,-451.2852432707623
81,-303.39792542552044,-457.73953556171546
82,-298.77522262615935,-464.25935017575466
83,-294.19506391061987,-470.64236255841024
84,-289.6351085970926,-477.0933005671941
85,-285.1024891280265,-483.50979598915364
86,-280.60505010078697,-489.9918816569989
87,-276.13129298988,-496.5644103474988
88,-271.6999286490482,-503.2270218699741
89,-267.2805520739708,-509.79499694673723
90,-262.89596181295536,-516.4419015026178
91,-258.54179457432343,-523.0957663795016
92,-254.20870774088533,-529.900508094739
93,-249.902309578485,-536.6486364068514
94,-245.62515845335375,-543.3815997738056
95,-241.39200527651704,-550.0016894352666
96,-237.17408006237557,-556.6676836580882
97,-232.99779224649697,-563.2657409724852
98,-228.84041638878242,-570.1713102859139
99,-224.71357066646172,-576.895241355036
100,-220.61209267218456,-583.6454861300626
101,-216.53611367787303,-590.5689113886401
102,-212.48725839880868,-597.4531201808059
103,-208.47625039808534,-604.3334685347363
104,-204.5023723021947,-611.0643895705834
105,-200.5459687477667,-618.1305158974428
106,-196.62422509978254,-625.0233031526441
107,-192.7308986709468,-631.8627608337156
108,-188.8615030739435,-639.2079458070548
109,-185.02851230487798,-646.4775687148867
110,-181.2289126429445,-653.4772805025568
111,-177.45677400921298,-660.3980987346731
112,-173.71618104306722,-667.3669727924462
113,-170.00701741641845,-674.5694655383923
114,-166.3449761091936,-681.6222369825773
115,-162.7020740089927,-688.7510003089083
116,-159.0863138300313,-695.7210561641514
117,-155.51227297465758,-702.717790017261
118,-151.97162377614669,-709.7503063504846
119,-148.45050606834516,-717.0015213375373
120,-144.97341744985616,-724.2557579917557
121,-141.52342513445538,-731.638714299519
122,-138.1092290350405,-739.076956210647
123,-134.72692991303487,-746.453246032168
124,-131.3781304047897,-753.7646865388779
125,-128.06813128262084,-761.108556464671
126,-124.78789485093402,-768.243894261228
127,-121.54962690932034,-775.6609246120497
128,-118.3426231723984,-782.5645449574622
129,-115.16810922774918,-789.874910989085
130,-112.02759561600776,-797.3062113248816
131,-108.92384794572074,-804.6099534795358
132,-105.84916245412869,-811.9404855848479
133,-102.81850525517477,-819.4200042413031
134,-99.82370282247648,-826.4678533689912
135,-96.86173019467849,-833.6873642700339
136,-93.94478901152983,-841.3861578533433
137,-91.07919211786388,-849.103554252546
138,-88.23637112083252,-856.364767770574
139,-85.42678059446716,-863.6615986000907
140,-82.66974705302589,-870.8680052353229
141,-79.94429949058421,-878.269881166947
142,-77.26098878418968,-885.6127516668967
143,-74.60989390645481,-893.2967809024412
144,-72.00690479490497,-900.642897997026
145,-69.45727262149164,-907.9337903361848
146,-66.92908221457553,-915.267614737746
147,-64.44806521715809,-922.7198406123789
148,-62.00978652581458,-930.5692233355803
149,-59.61735196241401,-937.9306679852525
150,-57.26922671797539,-945.3895155596874
151,-54.95302743664505,-952.7675206237545
152,-52.685635199457955,-960.3649927172119
153,-50.448565758616304,-967.7969297655909
154,-48.25519888147168,-975.9008487552892
155,-46.11874610045496,-983.6393292575049
156,-44.02782998307058,-991.1209957470528
157,-41.98650760362913,-998.7087092135698
158,-39.989849267286026,-1006.4155442426927
159,-38.028536003695116,-1013.904741828741
160,-36.11545939085253,-1021.1307008590593
161,-34.24981923070349,-1028.327557731489
162,-32.426826585040125,-1035.9363613483838
163,-30.648777478456772,-1043.3670633265174
164,-28.928186855168782,-1050.7128414940053
165,-27.25422778154249,-1057.5799286968868
166,-25.628068729187966,-1065.4277001323862
167,-24.06511831892491,-1073.4049221117384
168,-22.53387588010893,-1080.9250326802903
169,-21.07205523004226,-1087.9926340692618
170,-19.66480878245924,-1095.5576480324198
171,-18.292015484693856,-1102.825462320503
172,-16.973595885782323,-1109.6705047309842
173,-15.695139121214233,-1116.1732815401374
174,-14.481836307028779,-1123.8324369142792
175,-13.305116624929305,-1131.4232241730024
176,-12.201581046361333,-1138.102682728364
177,-11.147686679063703,-1145.6903157111883
178,-10.165837661220202,-1152.6050428442977
179,-9.234193464475005,-1159.8676924980173
180,-8.348994934059,-1167.6491499228396
181,-7.524281029436601,-1174.6221220749758
182,-6.751766569770133,-1181.5341953080897
183,-6.052047456097661,-1188.1613080653333
184,-5.40150953134961,-1194.4494690720203
185,-4.808626979828695,-1200.3140768501216
186,-4.284623422785138,-1207.4237470031585
187,-3.808558380148306,-1214.4681126774885
188,-3.403805501843444,-1222.0672776758074
189,-3.060612027771335,-1229.0021509507205
190,-2.7867820590677543,-1236.5063528826868
191,-2.553235495539902,-1242.8060052426044
192,-2.4108640315290946,-1249.5679351905928
193,-2.2962051675593007,-1256.670056027815
194,-2.2502763488492197,-1262.9846381764874
195,-2.310472615330163,-1268.531213748589
196,-2.4434733683430427,-1275.4065862881034
197,-2.6161017075027435,-1281.2492460414578
198,-2.861470396022846,-1287.5026970568215
199,-3.15113723437802,-1294.532149499537
200,-3.5298039830460444,-1299.52790913251
201,-3.9595170073653567,-1305.7037490393377
202,-4.472656724697039,-1312.197444876958
203,-5.053720028299757,-1319.651820227642
204,-5.678652276584366,-1325.7838176276637
205,-6.418845122123834,-1331.0779495434836
206,-7.209447168146234,-1337.434047145518
207,-8.08958766923994,-1342.7183525740293
208,-9.017248354847347,-1349.6675648414493
209,-10.038165197418529,-1355.1668251043484
210,-11.15828898703186,-1360.2823805054577
211,-12.337958327608625,-1365.617337080137
212,-13.592330514912796,-1371.5030202032976
213,-14.928168412845174,-1378.0026574821168
214,-16.34835648788502,-1383.5481023645189
215,-17.854597188039897,-1386.9030049660469
216,-19.42547042062737,-1393.3149171780096
217,-21.048574405670514,-1400.6484740835294
218,-22.744901491973714,-1405.6446151779746
219,-24.543481665189155,-1409.5815430788462
220,-26.4164089381433,-1415.8366996826626
221,-28.42652651759787,-1419.352997603084
222,-30.51624045705038,-1424.174906949338
223,-32.70981685923872,-1428.8347689609036
224,-34.92727364674355,-1431.0093780357565
225,-37.224348966040715,-1436.1623916601384
226,-39.64741080839557,-1441.8448459348583
227,-42.18058969551104,-1447.435515339479
228,-44.75310380264151,-1450.41317906095
229,-47.40281166153981,-1454.379670346334
230,-50.1873625599142,-1460.6102435550893
231,-53.013876674405005,-1464.2357034318047
232,-55.990069613351956,-1466.4710466926153
233,-58.988379651771346,-1469.6429235574033
234,-62.11100192173743,-1473.4252998494376
235,-65.33396414691724,-1479.2606622526582
236,-68.68864551046538,-1479.332460490401
237,-72.01171452929457,-1485.4822418025942
238,-75.50869770539184,-1489.8836335296764
239,-79.25562797510058,-1490.61213164336
240,-83.00129148640387,-1494.4069229574561
241,-86.86778233528052,-1494.493298265439
242,-90.79548664144754,-1494.6095702147795
243,-94.87614186234696,-1497.4796897940541
244,-98.98881414673706,-1497.0478937821426
245,-103.2693250294157,-1500.5958407358776
246,-107.63578468214591,-1504.0854029508373
247,-112.1489730130475,-1505.9870106115413
248,-116.7828117800389,-1508.0681586695355
249,-121.56784124925575,-1510.4740288799694
250,-126.32967702027388,-1509.8254748782165
251,-131.2914459463207,-1511.9846233141725
252,-136.24430370040616,-1508.7005796463673
253,-141.40748060858678,-1513.7514040929927
254,-146.5542302742745,-1514.4543546297537
255,-151.9429757617909,-1514.7704898482043
256,-157.2202058260922,-1518.0492537287864
257,-162.68530670504575,-1518.1496336092932
258,-168.56745517682683,-1515.6062267714697
259,-174.36720924115062,-1512.325365617282
260,-180.20673147147957,-1511.7970748521366
261,-185.9586331932327,-1516.0259167911754
262,-191.69210044315244,-1514.386021082919
263,-197.88125788758944,-1517.5241637426443
264,-204.29177637204887,-1515.0444528347325
265,-210.7584566117894,-1511.762580080118
266,-217.0327835307883,-1516.4616009792735
267,-223.36384026950398,-1513.5086179742575
268,-229.96527907409146,-1515.9772929829305
269,-236.6827240354818,-1509.2099761200006
270,-243.752292999729,-1507.8518452848657
271,-250.72992575591607,-1508.087917881272
272,-257.46240949883173,-1509.469238427835
273,-264.489123948447,-1501.019698848675
274,-271.7712155111877,-1502.2668644354017
