N,lnPi(N),U(N)
0,-35.54439577549461,0.0
1,-32.14051221602659,-0.00046164441877706135
2,-29.417573773509613,-0.07386337350156737
3,-27.088185994747278,-0.21987928442836505
4,-25.03473004540342,-0.43822039615710356
5,-23.192945763461104,-0.7287075582760277
6,-21.521829577320446,-1.0915138437402934
7,-19.99321292827442,-1.5267677563363304
8,-18.585949914260254,-2.0322453595654473
9,-17.28594128321117,-2.6110033924020644
10,-16.07904912377152,-3.262031117712637
11,-14.955138934139152,-3.983664625184876
12,-13.90731756621764,-4.779086076975152
13,-12.928474514177177,-5.645851192617028
14,-12.012252878158336,-6.5835735735273495
15,-11.153762133023154,-7.594495739867168
16,-10.348154654926088,-8.674615427186351
17,-9.591529423320047,-9.826318397546146
18,-8.881172309788838,-11.049776019317727
19,-8.213312691494956,-12.337190901263304
20,-7.585973971012999,-13.695400044125831
21,-6.996191184589222,-15.125997973350534
22,-6.441720807165895,-16.627066188429357
23,-5.9203121943619195,-18.198355894822377
24,-5.4302257226004595,-19.840544810039532
25,-4.9711839801474085,-21.5555389667185
26,-4.539657574189304,-23.339779112058363
27,-4.135262656111138,-25.189801783127567
28,-3.7561953234849317,-27.1068187649399
29,-3.4022542727991767,-29.095867769511344
30,-3.070833905490162,-31.160383254850906
31,-2.761061491132026,-33.29178392952418
32,-2.4724075795646683,-35.49277834494434
33,-2.2033029333152645,-37.755168059582296
34,-1.9548200184534683,-40.077690610005966
35,-1.7238033638570243,-42.476272480501116
36,-1.5107819115870105,-44.93591895594557
37,-1.3141860001813517,-47.46180259351365
38,-1.1345192280907246,-50.06789126713281
39,-0.9703670135121176,-52.74524306004332
40,-0.8209770302214854,-55.48001709477002
41,-0.6851007068990929,-58.289157477183906
42,-0.5633233082177398,-61.17523728927584
43,-0.4553762110730446,-64.11320042317891
44,-0.3595796909897544,-67.12528987737684
45,-0.27639051108024404,-70.19546784131362
46,-0.2056875638975839,-73.33357395431905
47,-0.14541381948283272,-76.54845735608514
48,-0.09521616597230365,-79.8164277095816
49,-0.05634560074744854,-83.14239069998412
50,-0.027730289108916395,-86.54410837568494
51,-0.009331224308616992,-90.00845467136057
52,0.0,-93.54035306468873
53,-0.0008375992376126185,-97.1247175992032
54,-0.00939319489264534,-100.78468424825267
55,-0.026937767746581187,-104.50492858077908
56,-0.051382006016034154,-108.28133902354632
57,-0.08494967908004014,-112.1307572698658
58,-0.12608752522991296,-116.03525427809696
59,-0.1750836746211557,-120.0001349178029
60,-0.23184955627770165,-124.04408167257672
61,-0.2955495748811856,-128.12963392507157
62,-0.36551890643108464,-132.2825966101733
63,-0.44230787479757794,-136.50954095123794
64,-0.5257137325813934,-140.7912521416109
65,-0.6153757301001761,-145.1231783498418
66,-0.7113783660527053,-149.53205012402358
67,-0.8116807113395699,-154.01178459498558
68,-0.9169906867559878,-158.55322689150842
69,-1.027972707225175,-163.142440949809
70,-1.143864280965659,-167.79718710259507
71,-1.2657616110239611,-172.50633757221186
72,-1.3922640487158877,-177.26613513474283
73,-1.5230884988537814,-182.12279770639265
74,-1.6597694006663484,-187.00207685163267
75,-1.8011835704085049,-191.92753489747713
76,-1.946222244734273,-196.88269596654388
77,-2.0961483975393675,-201.93279783279195
78,-2.2493578954700912,-207.03984850674127
79,-2.40649615668427,-212.20287353791372
80,-2.567907463590878,-217.4514449247468
81,-2.7333229645514057,-222.71380095474768
82,-2.902852917600114,-228.05333463247572
83,-3.0746062607859135,-233.44985353103414
84,-3.25131573008234,-238.912829672493
85,-3.4311368523326995,-244.4370482480967
86,-3.613406483532969,-249.99866904546968
87,-3.798367377726152,-255.63137299258548
88,-3.9875589395464526,-261.32126395432545
89,-4.178383534537703,-267.0167418767476
90,-4.372807470511066,-272.81545397197056
91,-4.569476297363586,-278.6978830242531
92,-4.768903305548301,-284.61120842292377
93,-4.971337705209756,-290.6080734017568
94,-5.175756565437872,-296.61445315203997
95,-5.383242083930032,-302.69482159380857
96,-5.5932788162090485,-308.8724417377318
97,-5.806168315170659,-315.04033072914547
98,-6.020256368946368,-321.2879889896039
99,-6.2363447129945975,-327.60400624236524
100,-6.455064095516192,-333.96571658191425
101,-6.675665415050734,-340.40976191660803
102,-6.89831957880884,-346.88713284365076
103,-7.123549802197223,-353.36012295924684
104,-7.351464048229991,-359.93630865245325
105,-7.579798070874652,-366.47843006215925
106,-7.808858061093609,-373.1022734288225
107,-8.040058418168764,-379.82489424681506
108,-8.27286677546881,-386.56089236032994
109,-8.506759337888763,-393.4014823971982
110,-8.742571997886557,-400.2587980777059
111,-8.980810162176967,-407.1589717703524
112,-9.219739700969537,-414.12031197876547
113,-9.46009639548582,-421.08991504205835
114,-9.70306028294538,-428.13279062485236
115,-9.947274035126469,-435.1755828002053
116,-10.193623974981339,-442.25630591550566
117,-10.440231700318193,-449.43865990157906
118,-10.690792733700274,-456.6711081275247
119,-10.94074022879617,-464.0408847110455
120,-11.192292239269307,-471.47185768950465
121,-11.443532350962645,-478.84811559382365
122,-11.696912383131663,-486.24738285280165
123,-11.951569362007039,-493.77818457722486
124,-12.205383400031653,-501.3196107715177
125,-12.463128762668994,-508.8874032534243
126,-12.720333138630936,-516.5355812654591
127,-12.9788028785094,-524.2015095233512
128,-13.23809971013012,-531.9534558067362
129,-13.498141533845567,-539.7613407859284
130,-13.759387178165658,-547.6322409435589
131,-14.02009644944595,-555.498673538995
132,-14.28297728851914,-563.454464366991
133,-14.548167599759546,-571.3179252522726
134,-14.812381286301827,-579.3175192358101
135,-15.078491585087916,-587.3299565930022
136,-15.345817271954482,-595.4093161819196
137,-15.613257922590828,-603.5363155120637
138,-15.882340629883947,-611.7394675457011
139,-16.151977328379356,-619.9821538974238
140,-16.42137419740275,-628.2728336575303
141,-16.691808455043482,-636.6105810313165
142,-16.96319088322264,-645.000889927755
143,-17.23440962871793,-653.4442968439753
144,-17.507261259989964,-661.9054452731456
145,-17.781585758708776,-670.4036657616105
146,-18.056427449459832,-678.9524572292011
147,-18.33172786317182,-687.5953014346328
148,-18.60713511528729,-696.2631783158582
149,-18.88309136554689,-704.9871396768566
150,-19.158249025293344,-713.6979046719855
151,-19.435433378458054,-722.478181939434
152,-19.71315984530146,-731.2641167659845
153,-19.990883236970394,-740.1210781841204
154,-20.26973591424564,-749.049077098776
155,-20.549429742806517,-758.0155030414709
156,-20.828390041504584,-767.0130948748348
157,-21.109236879795233,-776.0811932811488
158,-21.38973812114395,-785.2104399410404
159,-21.67069190941967,-794.3383351889504
160,-21.95283433762529,-803.5008579143703
161,-22.236173266770024,-812.6458659666661
162,-22.52052017376187,-821.948646633653
163,-22.804711971449496,-831.2385738773712
164,-23.08925769924269,-840.6164891449309
165,-23.373603798322158,-850.042827078549
166,-23.659192328697696,-859.5208783837986
167,-23.944468001839937,-868.9823622725013
168,-24.23082893629977,-878.5259544173745
169,-24.517681769923218,-888.1019063561832
170,-24.80561225965884,-897.6954701734827
