N,lnPi(N),U(N)
0,-484.29000135199215,0.0
1,-477.58613840062225,-6.506093856646855e-05
2,-471.57673292054096,-0.015507271418479735
3,-465.97301430227367,-0.046353269122149335
4,-460.65781131822075,-0.09231004074209014
5,-455.5651428641094,-0.15382429264597344
6,-450.65564264465473,-0.23083538038983853
7,-445.90078865182795,-0.32283026401224424
8,-441.2807027814478,-0.4300818501130491
9,-436.7779694319224,-0.5526991183782631
10,-432.38011819506863,-0.6911835377215199
11,-428.07856304201124,-0.8449866319293531
12,-423.86558512469685,-1.013778651275628
13,-419.73256793939424,-1.1976048687523007
14,-415.674642653652,-1.3967127547626068
15,-411.68611110858006,-1.6118075764118065
16,-407.76294613094217,-1.8419423211023187
17,-403.9006014566035,-2.0867471108741436
18,-400.09637374118165,-2.347633481481767
19,-396.3471305388181,-2.6222518561179693
20,-392.6493161275836,-2.9123971401380264
21,-389.00105764372057,-3.2179385870869877
22,-385.39975496199406,-3.539243165842313
23,-381.8440617838465,-3.8768516957299477
24,-378.33237526711764,-4.2295535497620715
25,-374.8610213062934,-4.595896409815837
26,-371.4295004698612,-4.976435073391944
27,-368.03654252242256,-5.373826737204195
28,-364.6810199096977,-5.786346015894258
29,-361.3624822308987,-6.213018160348573
30,-358.07753999889474,-6.657425186211891
31,-354.82673432515105,-7.116580832684063
32,-351.60865334372704,-7.587652552918422
33,-348.42265000603766,-8.07590111228631
34,-345.2670749871582,-8.5809041152617
35,-342.1410706806962,-9.096711110942561
36,-339.04382374634145,-9.62676541469846
37,-335.97461304504066,-10.17687218115228
38,-332.93270751212435,-10.740691650994824
39,-329.91876463432766,-11.318407237578889
40,-326.93164688925253,-11.910716761657532
41,-323.96950430692783,-12.520647226324234
42,-321.0323298773012,-13.14534786432983
43,-318.12049612457565,-13.785700217405063
44,-315.2328508824214,-14.440715017894794
45,-312.36863220712297,-15.108115030170758
46,-309.5260661276135,-15.789726958793628
47,-306.7071634252711,-16.490410157975404
48,-303.9105553099142,-17.205559816202413
49,-301.13611495527124,-17.936369958809
50,-298.3826781054022,-18.68515791459083
51,-295.65130162295463,-19.44408633304638
52,-292.9400325534694,-20.217289953895435
53,-290.248240963494,-21.00634267876061
54,-287.5757619303302,-21.806003384004743
55,-284.92289714649434,-22.62736799983306
56,-282.2901628029007,-23.458027378795585
57,-279.6766256776773,-24.305710972327063
58,-277.0809293623837,-25.169833106192268
59,-274.5045820846877,-26.049724474366005
60,-271.9458770642728,-26.94400652474079
61,-269.40558835885156,-27.854415533510487
62,-266.88360443477984,-28.780280402840756
63,-264.37844039566926,-29.717560915604132
64,-261.89082860967545,-30.66424344009859
65,-259.4206724961608,-31.636625649670165
66,-256.96573243477604,-32.62371482057898
67,-254.5272301309007,-33.62159194903936
